OSMadre,tipoComponente,modelo,estado,fechaLlegada,fechaPrometida,fechaTermino,NParte,serieComp,serieEquipo,tipoOrden,tipoReparacion,horasComp
505900870700,MF,793F,DESPACHO,2020-10-22,2020-12-17 00:00:00,2020-12-17,20R3788,CRA07172,ATY00893,Programado,Overhaul,25000.0
505900870600,MA,797B,TERMINADO,2020-10-22,2020-11-05 00:00:00,2020-11-05,1925826,CRA11776,JSM00355,Programado,Proceso Continuo,16051.0
505900870800,TR,797F,DESPACHO,2020-10-22,2021-01-18 00:00:00,2021-01-09,20R8719,MNYR3976,LAJ00261,Programado,Overhaul,9921.0
505900869400,MA,797B,DESPACHO,2020-10-22,2020-11-04 00:00:00,2020-11-04,1925826EX,CRA05531,JSM00403,Programado,Proceso Continuo,17418.0
505900874600,MO,797B,DESPACHO,2020-10-22,2021-02-10 00:00:00,2021-02-11,10R7929,NPM00499,JSM00233,Programado,Overhaul,12150.0
505900872500,TR,797F,DESPACHO,2020-10-23,2021-02-25 00:00:00,2021-02-23,20R3632,JH500624,LAJ00218,Evento,Overhaul,16774.0
505900872300,TR,797F,DESPACHO,2020-10-23,2021-01-15 00:00:00,2021-01-12,20R3632,MNY00713,LAJ00163,Evento,Overhaul,15895.0
505900873000,MA,797B,DESPACHO,2020-10-27,2020-12-10 00:00:00,2020-11-30,1925826,CRA11020,JSM00460,Evento,Overhaul,14966.0
505900873200,TR,797F,DESPACHO,2020-10-23,2021-01-11 00:00:00,2020-12-15,20R8719,MNY00714,LAJ00611,Evento,Overhaul,11789.0
505900875000,MF,797B,TERMINADO,2020-10-23,2020-11-12 00:00:00,2020-11-10,0R9814,10100788,JSM00366,Programado,Proceso Continuo,15703.0
505900875100,MF,797B,DESPACHO,2020-10-23,2020-11-17 00:00:00,2020-11-16,0R9814,107219,JSM00171,Programado,Proceso Continuo,20682.0
505900876300,MO,797F,DESPACHO,2020-10-27,2021-02-16 00:00:00,2021-03-02,20R7015,HN400194,LAJ00172,Programado,Overhaul,13909.0
505900877900,DI,854K,DESPACHO,2020-10-27,2020-12-17 00:00:00,2020-11-27,3168335EX,CRA10261,22100319,Programado,Overhaul,25001.0
505900878300,MF,797B,DESPACHO,2020-10-27,2020-11-21 00:00:00,2020-11-21,0R9814,MF00441,JSM00183,Programado,Proceso Continuo,20636.0
505900877000,MA,797B,DESPACHO,2020-10-28,2020-12-13 00:00:00,2020-12-13,1925826EX,CRA04017,JSM00468,Evento,Overhaul,18127.0
505900878400,TR,797B,DESPACHO,2020-10-28,2021-01-28 00:00:00,2021-01-28,0R9813,10231391,JSM00411,Evento,Overhaul,15938.0
505900878600,CO,793D,DESPACHO,2020-10-28,2020-12-18 00:00:00,2020-12-07,10R5398,T5C01748,FDB01715,Evento,Overhaul,17697.0
505900878700,DI,797F,DESPACHO,2020-10-28,2020-12-30 00:00:00,2020-12-14,2912627EX,JEC00222,JSM00232,Programado,Overhaul,18928.0
505900878500,TR,797B,DESPACHO,2020-10-28,2020-12-16 00:00:00,2020-12-07,0R9813,10265045,JSM00425,Evento,Overhaul,18342.0
505900880400,TR,797B,DESPACHO,2020-10-30,2021-01-25 00:00:00,2020-12-28,0R9813,10241374,JSM00464,Evento,Overhaul,15905.0
505900880500,DI,797B,DESPACHO,2020-10-30,2020-12-31 00:00:00,2020-12-15,2912627EX,32583922,JSM00468,Programado,Overhaul,13869.0
505900880600,DI,797B,DESPACHO,2020-10-30,2020-12-31 00:00:00,2020-12-07,2912627EX,50012301GD,JSM00455,Programado,Overhaul,21915.0
505900880700,MF,797F,DESPACHO,2020-10-30,2021-01-10 00:00:00,2021-01-08,0R9814,10160401,LAJ00233,Programado,Overhaul,13166.0
505900882400,MO,797F,DESPACHO,2020-11-03,2021-02-28 00:00:00,2021-02-28,20R7015,LLM01080,A9999999,Programado,Overhaul,11051.0
505900882500,MA,797B,DESPACHO,2020-11-02,2020-12-13 00:00:00,2020-12-13,1925826,JSM00460,S/N,Evento,Overhaul,16775.0
505900882600,MA,797B,TERMINADO,2020-11-02,2021-01-01 00:00:00,2020-11-30,1925826,CRA06304,JSM00445,Evento,Proceso Continuo,15889.0
505900888800,DI,854G,DESPACHO,2020-11-03,2020-12-24 00:00:00,2020-11-30,1378851EX,CRA11190,BXY04775,Programado,Overhaul,15994.0
505900889000,MF,797F,DESPACHO,2020-11-04,2020-11-29 00:00:00,2020-11-28,0R9814,10198472,LAJ00501,Programado,Proceso Continuo,15240.0
505900887100,TR,797B,DESPACHO,2020-11-03,2021-01-31 00:00:00,2021-01-12,0R9813,DSP00476,JSM00454,Programado,Overhaul,16747.0
505900889500,MF,797F,DESPACHO,2020-11-04,2020-11-26 00:00:00,2020-11-25,0R9814,10287413,LAJ00185,Programado,Proceso Continuo,22615.0
505900889300,TR,797B,DESPACHO,2020-11-04,2021-01-18 00:00:00,2021-01-08,0R9813,10140930,JSM00186,Evento,Overhaul,15494.0
505900889400,TR,797F,DESPACHO,2020-11-04,2021-01-25 00:00:00,2021-01-19,20R3632,MNYR5693,LAJ00234,Evento,Overhaul,11095.0
505900889800,TR,797F,DESPACHO,2020-11-06,2021-03-19 00:00:00,2021-03-08,,MNY00311,LAJ00171,Programado,Overhaul,9619.0
505900890100,MA,797B,DESPACHO,2020-11-06,2020-12-06 00:00:00,2020-12-06,1925826EX,CRA11920,JSM00427,Evento,Overhaul,15231.0
505900900000,TR,797F,DESPACHO,2020-11-10,2021-02-14 00:00:00,2021-02-14,20R8719,MNY00396,LAJ00259,Evento,Overhaul,2981.0
505900895900,MO,797F,DESPACHO,2020-11-09,2021-02-18 00:00:00,2021-02-26,20R7015,HN400171,LAJ00473,Evento,Overhaul,17116.0
505900895600,DI,797F,DESPACHO,2020-11-09,2021-01-10 00:00:00,2020-12-28,2912627EX,JEC000678,LAJ00496,Programado,Overhaul,20563.0
505900896000,MO,797B,DESPACHO,2020-11-09,2021-02-12 00:00:00,2021-02-12,10R7929,NPM00434,JSM00188,Programado,Overhaul,15000.0
505900895500,MF,797B,DESPACHO,2020-11-09,2020-12-31 00:00:00,2020-12-20,0R9814,100841,JSM00425,Evento,Proceso Continuo,19872.0
505900899100,DI,797F,DESPACHO,2020-11-12,2021-01-15 00:00:00,2020-12-31,2912627EX,JEC00111,LAJ00178,Programado,Overhaul,21132.0
505900898900,MA,797F,DESPACHO,2020-11-11,2020-12-15 00:00:00,2020-12-14,2922171EX,CRA08202,LAJ00185,Evento,Proceso Continuo,34848.0
505900897900,MF,793F,DESPACHO,2020-11-10,2021-02-10 00:00:00,2021-02-10,20R3787,KAK03180,SSP01006,Programado,Overhaul,21709.0
505900897700,MA,797B,DESPACHO,2020-11-10,2020-12-06 00:00:00,2020-12-06,1925826EX,CRA05137,JSM00167,Evento,Proceso Continuo,18352.0
505900898000,MA,797B,TERMINADO,2020-11-11,2020-11-28 00:00:00,2020-11-28,1925826EX,CRA08610,JSM00471,Programado,Proceso Continuo,8705.0
505900898100,DI,793D,DESPACHO,2020-11-11,2021-01-05 00:00:00,2020-12-15,2801609EX,325813968,FDB00338,Programado,Overhaul,18252.0
505900899400,MF,797F,DESPACHO,2020-11-12,2021-03-31 00:00:00,2021-03-16,0R9814,AD00249,LAJ00248,Programado,Overhaul,20560.0
505900899600,MA,797B,DESPACHO,2020-11-12,2020-11-25 00:00:00,2020-11-24,1925826EX,CRA05273,JSM00416,Programado,Overhaul,18022.0
505900900900,CO,797B,TERMINADO,2020-11-13,2021-02-08 00:00:00,2021-03-01,0R9812,T6B00178,JSM00416,Programado,Overhaul,22466.0
505900901000,MF,797B,DESPACHO,2020-11-13,2020-12-07 00:00:00,2020-12-06,0R9814,10231919,JSM00354,Programado,Proceso Continuo,25932.0
505900900800,TR,793D,DESPACHO,2020-11-13,2020-12-30 00:00:00,2020-12-28,10R4469,10085594,FDB00857,Programado,Overhaul,17982.0
505900902500,MO,797B,TERMINADO,2020-11-17,2021-02-15 00:00:00,2021-02-27,10R7929,NPM00290,JSM00178,Programado,Overhaul,14827.0
505900902600,MO,797F,DESPACHO,2020-11-16,2021-03-30 00:00:00,2021-03-28,20R7015.000,RMR00116,LAJ00263,Programado,Overhaul,10572.0
505900902800,MA,797F,DESPACHO,2020-11-16,2021-02-26 00:00:00,2021-02-25,2922171EX.505,401614103,LAJ00218,Evento,Overhaul,20089.0
505900903900,TR,797B,DESPACHO,2020-11-17,2020-12-31 00:00:00,2020-12-22,0R9813,10100382,JSM00416,Programado,Overhaul,8314.0
505900904000,DI,797F,DESPACHO,2020-11-17,2021-01-19 00:00:00,2021-01-18,2912627EX,10096544,LAJ00472,Programado,Overhaul,5833.0
505900904100,DI,797B,DESPACHO,2020-11-17,2021-01-19 00:00:00,2021-02-01,2912627EX,JEC000669,JSM00166,Programado,Overhaul,25112.0
505900905900,MF,797B,DESPACHO,2020-11-22,2021-03-31 00:00:00,2021-03-22,0R9814,10280720,JSM00180,Programado,Overhaul,15223.0
505900906000,CO,797B,DESPACHO,2020-11-18,2020-12-03 00:00:00,2020-12-01,0R9812,T6B00184,JSM00397,Programado,Proceso Continuo,21247.0
505900907200,DI,797B,DESPACHO,2020-11-18,2021-01-22 00:00:00,2021-01-18,2912627EX,10110112,JSM00245,Programado,Overhaul,20068.0
505900906300,MF,797F,DESPACHO,2020-11-18,2021-01-16 00:00:00,2021-01-14,0R9814,AD00227,LAJ00236,Programado,Overhaul,19867.0
505900911300,TR,797F,DESPACHO,2020-11-19,2021-01-30 00:00:00,2021-01-28,20R8719,MNY00662,LAJ00472,Evento,Overhaul,2499.0
505900912500,DI,797F,DESPACHO,2020-11-19,2021-04-09 00:00:00,2021-04-06,2912627EX,130042309B,LAJ00472,Evento,Overhaul,202.0
505900908600,TR,797F,DESPACHO,2020-11-19,2021-05-31 00:00:00,2021-03-29,20R3632,JH500344,LAJ00257,Programado,Overhaul,12549.0
505900913700,MO,797F,DESPACHO,2020-11-23,2021-03-30 00:00:00,2021-03-30,20R7015,HN400193,LAJ00496,Programado,Overhaul,16215.0
505900913100,MO,797B,DESPACHO,2020-11-23,2021-03-19 00:00:00,2021-03-19,10R7929,XEE00127,JSM00173,Programado,Overhaul,13820.0
505900910800,MA,797B,DESPACHO,2020-11-23,2020-12-31 00:00:00,2020-12-29,1925826,CRA10579,JSM00396,Evento,Overhaul,0.0
505900913800,MF,797B,DESPACHO,2020-11-25,2020-12-15 00:00:00,2020-12-13,0R9814,CRA11353,JSM00356,Programado,Proceso Continuo,21899.0
505900913900,DI,854K,DESPACHO,2020-11-25,2021-01-17 00:00:00,2020-12-21,3168323EX,RTA0542,22100395,Programado,Overhaul,16050.0
505900914000,MF,797B,DESPACHO,2020-11-25,2020-12-16 00:00:00,2020-12-15,0R9814,313104167,JSM00455,Programado,Proceso Continuo,20000.0
505900915200,MA,797F,DESPACHO,2020-11-25,2020-12-08 00:00:00,2020-12-06,2922171EX,CRA11836,LAJ00248,Programado,Proceso Continuo,6401.0
505900914900,TR,D11R,DESPACHO,2020-11-26,2021-01-14 00:00:00,2021-01-14,0R4057,CRA11008,7PZ01693,Evento,Overhaul,18396.0
505900915700,MF,797B,DESPACHO,2020-11-26,2020-12-19 00:00:00,2020-12-19,0R9814,101813,JSM00444,Programado,Proceso Continuo,8714.0
505900915800,MF,797B,DESPACHO,2020-11-26,2020-12-22 00:00:00,2020-12-21,0R9814,MF00331,JSM00355,Programado,Proceso Continuo,20459.0
505900916300,MA,797B,DESPACHO,2020-11-27,2020-12-13 00:00:00,2020-12-13,1925826EX,CRA11252,JSM00250,Programado,Proceso Continuo,17472.0
505900916400,MO,797F,DESPACHO,2020-11-27,2021-06-13 00:00:00,2021-06-13,20R7015,HN400200,LAJ00471,Programado,Overhaul,15285.0
505900916500,MO,797B,DESPACHO,2020-11-27,2021-05-30 00:00:00,2021-04-12,10R7929,XEE00135,JSM00414,Programado,Overhaul,14599.0
505900918800,MO,797F,DESPACHO,2020-12-01,2021-05-30 00:00:00,2021-04-30,20R7015,LLM01499,LAJ00257,Programado,Overhaul,17450.0
505900918900,MA,797F,DESPACHO,2020-12-01,2020-12-13 00:00:00,2020-12-12,2922171EX,CRA07840,LAJ00261,Programado,Proceso Continuo,14427.0
505900919000,DI,797F,DESPACHO,2020-12-01,2021-01-31 00:00:00,2021-01-31,2912627EX,JEC000125,LAJ00237,Programado,Overhaul,35801.0
505900923300,DI,797B,DESPACHO,2020-12-02,2021-03-07 00:00:00,2021-03-05,2912627EX,DF00158,JSM00189,Programado,Overhaul,21926.0
505900923200,DI,797B,DESPACHO,2020-12-02,2021-03-31 00:00:00,2021-02-28,2912627EX.505,325814096,JSM00355,Programado,Overhaul,20000.0
505900925400,DI,854K,TERMINADO,2020-12-03,2021-01-25 00:00:00,2021-01-18,3168323EX,325814018,H9K00320,Programado,Overhaul,20729.0
505900924400,CO,777F,DESPACHO,2020-12-03,2021-01-04 00:00:00,2021-01-03,10R8435,5PT05276,JXP00212,Evento,Overhaul,13000.0
505900925300,TR,994K,DESPACHO,2020-12-04,2021-03-07 00:00:00,2021-03-05,3882730EX,J1K00314,MM900302,Evento,Overhaul,14027.0
505900925700,TR,797F,DESPACHO,2020-12-04,2021-05-31 00:00:00,2021-03-23,20R8719,MNYR4305,LAJ00173,Evento,Overhaul,7285.0
505900926000,DI,854K,DESPACHO,2020-12-04,2021-01-31 00:00:00,2021-01-31,3168323EX,CRA11171,22100377,Programado,Overhaul,22916.0
505900928100,MO,797F,DESPACHO,2020-12-07,2021-04-30 00:00:00,2021-04-30,20R7015,LLM01125,LAJ00427,,Overhaul,16704.0
505900928200,MO,797F,DESPACHO,2020-12-07,2021-03-30 00:00:00,2021-03-30,20R7015,HN400192,LAJ00497,Programado,Overhaul,16639.0
505900928300,DI,797F,DESPACHO,2020-12-10,2021-03-21 00:00:00,2021-03-11,2912627EX,33041000GD,LAJ00168,Programado,Overhaul,13269.0
505900928400,MA,797F,DESPACHO,2020-12-10,2020-12-21 00:00:00,2020-12-18,2922171EX,CRA11690,LAJ00247,Programado,Proceso Continuo,17423.0
505900929400,CO,797B,DESPACHO,2020-12-10,2020-12-24 00:00:00,2020-12-22,0R9812,10287490,JSM00250,Programado,Proceso Continuo,14779.0
505900929600,TR,777F,DESPACHO,2020-12-10,2021-01-31 00:00:00,2021-01-28,10R8424,LSP02197,JRP01753,Evento,Overhaul,8500.0
505900929500,MA,797F,DESPACHO,2020-12-11,2020-12-23 00:00:00,2020-12-22,2922171EX,CRA09250,LAJ00260,Programado,Proceso Continuo,8167.0
505900926900,MF,797B,DESPACHO,2020-12-14,2020-12-31 00:00:00,2020-12-31,0R9814,MF0303,JSM00411,Programado,Proceso Continuo,24262.0
505900933200,DI,797B,DESPACHO,2020-12-16,2021-02-16 00:00:00,2021-01-23,2912627EX,390111208B,JSM00354,Programado,Overhaul,32265.0
505900933100,DI,797B,DESPACHO,2020-12-15,2021-02-14 00:00:00,2021-01-23,2912627EX,317041208G,JSM00297,Programado,Overhaul,24284.0
505900934100,CO,797F,DESPACHO,2020-12-15,2020-12-29 00:00:00,2020-12-22,20R0132,T1H00139,LAJ00655,Programado,Proceso Continuo,15761.0
505900934000,CO,797F,DESPACHO,2020-12-15,2020-12-29 00:00:00,2020-12-28,20R0132,T1H00242,LAJ00473,Programado,Proceso Continuo,18619.0
505900935400,CO,797B,DESPACHO,2020-12-16,2020-12-30 00:00:00,2020-12-30,0R9812,5ST00174,JSM00177,Programado,Proceso Continuo,28647.0
505900935500,CO,797B,DESPACHO,2020-12-16,2020-12-30 00:00:00,2020-12-30,0R9812,10287495,JSM00300,Programado,Proceso Continuo,17353.0
505900936700,CO,797F,DESPACHO,2020-12-17,2021-01-18 00:00:00,2021-01-19,20R0132,J2C00209,LAJ00263,Evento,Proceso Continuo,14769.0
505900937400,DI,797F,DESPACHO,2020-12-18,2021-03-31 00:00:00,2021-03-23,2912627EX,CRA11459,LAJ00497,Programado,Overhaul,24557.0
505900937500,DI,797B,DESPACHO,2020-12-18,2021-03-21 00:00:00,2021-03-11,2912627EX,101066,JSM00431,Programado,Overhaul,18982.0
505900938600,MA,797B,DESPACHO,2020-12-18,2020-12-30 00:00:00,2020-12-29,1925826EX,CRA06870,JSM00170,Programado,Proceso Continuo,9969.0
505900941400,DI,854K,DESPACHO,2020-12-18,2021-02-11 00:00:00,2021-01-23,3168335EX,CRA10571,22100314,Programado,Overhaul,21749.0
505900938500,DI,797B,TERMINADO,2020-12-18,2021-02-20 00:00:00,2020-12-22,2912627EX,42070300GD,JSM00411,Programado,Overhaul,18180.0
505900940500,TR,797F,DESPACHO,2020-12-21,2021-04-19 00:00:00,2021-04-12,20R8719,JH500816,LAJ00249,Programado,Overhaul,19010.0
505900940400,CO,994K,TERMINADO,2020-12-21,2021-03-14 00:00:00,2021-03-14,3904072EX,JG200029,MM900302,Programado,Overhaul,14027.0
505900941300,MF,797F,DESPACHO,2020-12-22,2021-01-04 00:00:00,2021-01-04,0R9814,10194981,LAJ00610,Programado,Proceso Continuo,7675.0
508600196000,MO,336DL,TERMINADO,2020-12-28,2021-04-15 00:00:00,2021-05-05,2716376,VERIFICAR,J2F00241,Programado,Overhaul,9704.0
505900950400,CO,797F,DESPACHO,2020-12-26,2021-03-31 00:00:00,2021-03-15,20R0132,10327581,LAJ00234,Evento,Overhaul,3088.0
505900944300,MF,797F,DESPACHO,2020-12-29,2021-01-13 00:00:00,2021-01-13,0R9814,400814025,LAJ00655,Programado,Proceso Continuo,16220.0
505900946600,TR,797F,DESPACHO,2020-12-26,2021-03-28 00:00:00,2021-03-19,20R8719,MNY00791,LAJ00171,Evento,Overhaul,1835.0
505900945000,MA,797F,DESPACHO,2020-12-26,2021-03-31 00:00:00,2021-02-21,2922171EX,CRA10359,LAJ00256,Evento,Overhaul,4371.0
505900952600,MO,797F,DESPACHO,2020-12-23,2021-09-05 00:00:00,2021-09-05,20R7015.505,HN400136,LAJ00437,Evento,Overhaul,5294.0
505900944400,MF,797F,DESPACHO,2020-12-23,2021-04-11 00:00:00,2021-04-11,0R9814.505,400814211,LAJ00610,Programado,Overhaul,31561.0
505900945200,MO,797B,DESPACHO,2020-12-24,2021-04-30 00:00:00,2021-04-30,10R7929,XEE00136,JSM00250,Programado,Overhaul,13446.0
505900947500,DI,854K,DESPACHO,2020-12-24,2021-02-18 00:00:00,2021-01-31,3168323EX,101365,22100394,Programado,Overhaul,2158.0
505900944700,TR,854K,DESPACHO,2020-12-24,2021-02-15 00:00:00,2021-02-15,20R-4399,M5L00851,H9K00320,Programado,Overhaul,20719.0
505900945100,DI,854K,DESPACHO,2020-12-26,2021-02-14 00:00:00,2021-02-16,3168323EX,325814085,RM600264,Evento,Overhaul,7067.0
505900945600,MF,797B,DESPACHO,2020-12-26,2021-05-14 00:00:00,2021-05-11,0R9814,10231916,JSM00442,Evento,Overhaul,1244.0
505900946900,MA,797F,DESPACHO,2020-12-28,2021-01-10 00:00:00,2021-01-08,2922171EX.505,401614021,LAJ00621,Programado,Proceso Continuo,24245.0
505900947000,MA,797F,DESPACHO,2020-12-28,2021-01-10 00:00:00,2021-01-08,2922171EX.505,CRA07810,LAJ00414,Programado,Proceso Continuo,32567.0
505900950500,MF,797F,DESPACHO,2020-12-28,2021-03-26 00:00:00,2021-03-22,0R9814,AD00230,LAJ00258,Programado,Overhaul,20931.0
505900947400,MF,777F,DESPACHO,2020-12-28,2021-02-18 00:00:00,2021-02-14,10R8431,MF00176,JRP01710,Programado,Overhaul,15000.0
505900950600,MO,24H,DESPACHO,2020-12-28,2021-06-13 00:00:00,2021-06-09,10R8903,80M07780,7KK00267,Programado,Overhaul,14231.0
505900947700,MO,793F,DESPACHO,2020-12-28,2021-07-28 00:00:00,2021-07-26,20R8757,B7B01570,SSP00142,Evento,Overhaul,17950.0
505900948400,MF,793D,DESPACHO,2020-12-29,2021-02-19 00:00:00,2021-02-14,20R3788,400814056,FDB01742,Programado,Overhaul,19976.0
505900948500,MF,793D,DESPACHO,2020-12-29,2021-02-25 00:00:00,2021-02-23,20R3788.000,400814094,FDB01742,Programado,Overhaul,19976.0
505900949200,TR,793D,DESPACHO,2020-12-29,2021-02-22 00:00:00,2021-02-14,10R4469,JGG02518,FDB01742,Programado,Overhaul,19976.0
505900949300,CO,793F,DESPACHO,2020-12-29,2021-02-21 00:00:00,2021-02-08,20R0130,10229972,SSP00347,Programado,Overhaul,22000.0
505900950900,MF,797F,DESPACHO,2020-12-30,2021-05-18 00:00:00,2021-05-18,0R9814,10237709,LAJ00258,Programado,Overhaul,10338.0
505900951100,MF,797F,DESPACHO,2020-12-29,2021-01-16 00:00:00,2021-01-16,0R9814,10292309,LAJ00250,Programado,Proceso Continuo,13671.0
505900951200,MF,797F,TERMINADO,2021-01-05,2021-01-31 00:00:00,2021-01-31,0R9814,AD00228,LAJ00236,Programado,Proceso Continuo,20463.0
505900949500,MA,793F,DESPACHO,2020-12-31,2021-02-21 00:00:00,2021-02-21,0R8793,401614081,SSP00967,Programado,Overhaul,22000.0
505900949600,CO,797B,DESPACHO,2020-12-31,2021-01-12 00:00:00,2021-01-12,0R9812,T6B00247,JSM00184,Programado,Proceso Continuo,15000.0
505900956200,TR,793F,DESPACHO,2021-01-06,2021-03-10 00:00:00,2021-03-08,20R0129,JA501000,SSP00443,Programado,Overhaul,9000.0
505900954000,MF,797B,DESPACHO,2020-12-31,2021-01-30 00:00:00,2021-01-30,0R9814,CRA11669,JSM00232,Programado,Proceso Continuo,16436.0
505900951600,DI,793F,DESPACHO,2020-12-31,2021-02-25 00:00:00,2021-02-10,2801609,DFN02153,SSP01187,Programado,Overhaul,13386.0
505900957000,MO,D11T,DESPACHO,2021-01-12,2021-06-20 00:00:00,2021-06-20,3413157.505,WZH00783,AMA00221,Evento,Overhaul,10000.0
505900955100,DI,793D,DESPACHO,2021-01-05,2021-02-25 00:00:00,2021-02-23,4667421.505,325814119,FDB01742,Programado,Overhaul,19976.0
505900956700,MO,777D,DESPACHO,2021-01-05,2021-04-30 00:00:00,2021-04-30,10R5596,BTR00651,AGC01998,Programado,Overhaul,3792.0
505900958000,MO,797F,DESPACHO,2021-01-07,2021-08-30 00:00:00,2021-08-19,20R7015.000,ZK302058,LAJ00263,Programado,Overhaul,9647.0
505900958300,DI,797B,DESPACHO,2021-01-08,2021-03-28 00:00:00,2021-03-26,2912627EX.505,325814185,JSM00319,Programado,Overhaul,26635.0
505900958400,MO,797B,DESPACHO,2021-01-09,2021-04-14 00:00:00,2021-05-13,10R7929.000,XEE00123,JSM00183,Programado,Overhaul,0.0
505900958700,MO,797B,DESPACHO,2021-01-08,2021-05-31 00:00:00,2021-05-31,10R7929,NPM00459,JSM00181,Programado,Overhaul,26541.0
505900960900,DI,797F,DESPACHO,2021-01-11,2021-03-28 00:00:00,2021-03-19,2912627EX,SN0508517,LAJ00182,Programado,Overhaul,25616.0
505900960300,TR,854K,DESPACHO,2021-01-11,2021-03-04 00:00:00,2021-03-02,10R9507,K2K00687,22100277,Programado,Overhaul,0.0
505900961400,DI,797B,DESPACHO,2021-01-12,2021-04-11 00:00:00,2021-04-08,2912627EX,42070300GD,JSM00411,Programado,Overhaul,18180.0
505900961800,MO,797F,DESPACHO,2020-11-16,2021-04-30 00:00:00,2021-05-05,20R7015.000,LLM01145,LAJ00437,Programado,Overhaul,14335.0
505900962100,TR,16H,DESPACHO,2021-01-14,2021-03-19 00:00:00,2021-03-19,10R1027,DWH01434,ATS00377,Programado,Overhaul,5944.0
505900962200,DI,797F,DESPACHO,2021-01-14,2021-03-31 00:00:00,2021-03-26,2912627EX.505,325814186,LAJ00618,Programado,Overhaul,27874.0
505900962600,MF,797B,DESPACHO,2021-01-13,2021-01-23 00:00:00,2021-01-23,0R9814,MF00474,JSM00475,Programado,Proceso Continuo,20841.0
505900964300,MA,797B,DESPACHO,2021-01-13,2021-01-23 00:00:00,2021-01-23,1925826EX,CRA06975,JSM00420,Programado,Proceso Continuo,22846.0
505900965000,MA,797B,DESPACHO,2021-01-14,2021-01-25 00:00:00,2021-01-24,1925826EX,CRA08329,JSM00250,Programado,Proceso Continuo,13671.0
505900965100,CO,797F,DESPACHO,2021-01-14,2021-01-27 00:00:00,2021-01-21,20R0132,TH00389,LAJ00236,Programado,Proceso Continuo,22083.0
505900966400,CO,797F,DESPACHO,2021-01-15,2021-02-28 00:00:00,2021-02-15,20R0132,T1H00102,LAJ00257,Evento,Proceso Continuo,16849.0
505900967000,MF,797B,DESPACHO,2021-01-15,2021-02-07 00:00:00,2021-02-06,0R9814,AD00182,LAJ00217,Programado,Proceso Continuo,26536.0
505900967100,MA,797B,DESPACHO,2021-01-18,2021-03-02 00:00:00,2021-02-28,1925826,CRA06533,JSM00356,Evento,Overhaul,15000.0
505900967200,MA,797B,DESPACHO,2021-01-18,2021-03-27 00:00:00,2021-03-23,1925826,CRA10566,JSM00184,Evento,Overhaul,15862.0
505900969900,MA,797F,DESPACHO,2021-01-19,2021-01-31 00:00:00,2021-01-30,2922171EX,CRA09579,LAJ00501,Programado,Proceso Continuo,24785.0
505900970200,MF,797F,DESPACHO,2021-01-19,2021-04-09 00:00:00,2021-04-06,0R9814,21109994,LAJ00257,Evento,Overhaul,8879.0
505900969400,DI,854K,DESPACHO,2021-01-19,2021-03-11 00:00:00,2021-02-28,3168323,325814125,H9K00321,Programado,Overhaul,18000.0
505900969500,MA,797B,DESPACHO,2021-01-19,2021-03-14 00:00:00,2021-03-09,1925826EX,CRA08448,JSM00175,Evento,Overhaul,13723.0
505900970300,MA,797B,DESPACHO,2021-01-19,2021-03-15 00:00:00,2021-03-15,1925826EX,CRA09022,JSM00391,Evento,Overhaul,21314.0
505900970400,MF,797B,DESPACHO,2021-01-19,2021-04-29 00:00:00,2021-04-29,0R9814.505,400814252,JSM00171,Evento,Overhaul,22393.0
505900969200,CO,797F,DESPACHO,2021-01-19,2021-02-02 00:00:00,2021-02-02,20R0132,J2C00060,LAJ00260,Programado,Proceso Continuo,19608.0
505900971200,MA,797F,DESPACHO,2021-01-20,2021-04-30 00:00:00,2021-04-28,2922171EX,CRA06933,LAJ00501,Evento,Overhaul,42289.0
505900971300,CO,797F,DESPACHO,2021-01-20,2021-04-30 00:00:00,2021-04-30,20R0132.505,CRA06933,LAJ00408,Evento,Overhaul,22920.0
505900972000,DI,797B,DESPACHO,2021-01-21,2021-03-31 00:00:00,2021-03-30,2912627EX,196050406B,JSM00300,Evento,Overhaul,26563.0
505900974900,DI,834G,DESPACHO,2021-01-25,2021-03-25 00:00:00,2021-03-08,1378851EX.505,325814129,LWX00649,Programado,Overhaul,21203.0
505900975100,MA,797F,DESPACHO,2021-01-25,2021-02-28 00:00:00,2021-02-26,2922171EX.505,401614100,LAJ00220,Evento,Proceso Continuo,32525.0
505900975400,MO,6060,DESPACHO,2021-01-29,2021-05-31 00:00:00,2021-05-31,3792430,MLM00117,MLM00117,Programado,Overhaul,0.0
505900977500,MA,797F,DESPACHO,2021-01-26,2021-02-26 00:00:00,2021-02-25,2922171EX.505,CRA09520,LAJ00655,Programado,Proceso Continuo,16458.0
505900977400,DI,854K,DESPACHO,2021-01-26,2021-03-15 00:00:00,2021-03-08,3168335EX,CRA10953,H9K00320,Evento,Overhaul,20729.0
505900993900,DI,854G,DESPACHO,2021-02-17,2021-04-14 00:00:00,2021-04-12,3168323EX.505,CRA09106,AMP,Evento,Overhaul,19667.0
505900994000,DI,854G,DESPACHO,2021-02-17,2021-04-14 00:00:00,2021-03-30,3168323EX.505,325814202,AMP,Evento,Overhaul,13961.0
505900994100,DI,854G,DESPACHO,2021-02-26,2021-04-20 00:00:00,2021-04-12,3168323EX.505,A4W00236,AMP,Evento,Overhaul,17377.0
