OSMadre,tipoComponente,modelo,estado,fechaLlegada,fechaPrometida,fechaTermino,NParte,serieComp,serieEquipo,tipoOrden,tipoReparacion,horasComp
505900994200,DI,854G,DESPACHO,2021-02-26,2021-04-20 00:00:00,2021-04-06,3168323EX.505,CRA04901,AMP,Evento,Overhaul,30269.0
505900994300,DI,854G,DESPACHO,2021-02-18,2021-04-16 00:00:00,2021-04-06,3168323EX.505,CRA08892,AMP,Evento,Overhaul,14736.0
505900979100,MA,797B,DESPACHO,2021-01-27,2021-02-15 00:00:00,2021-02-15,1925826EX.505,CRA08572,JSM00248,Programado,Proceso Continuo,30426.0
505900979200,MO,834H,DESPACHO,2021-01-27,2021-05-16 00:00:00,2021-05-10,20R4097,TXH01869,BTX00349,Programado,Overhaul,13462.0
505900978300,MF,793D,DESPACHO,2021-01-27,,2021-02-05,20R3788,AK53990001,FDB01276,Evento,Overhaul,23130.0
505900981700,MA,797F,DESPACHO,2021-01-28,2021-04-09 00:00:00,2021-04-08,2922171EX,CRA10761,LAJ00236,Evento,Overhaul,2063.0
505900978400,TR,24M,DESPACHO,2021-01-28,2021-03-31 00:00:00,2021-03-23,10R9506,HKY01037,B9K00320,Programado,Overhaul,15964.0
505900978500,MA,797B,DESPACHO,2021-01-28,2021-02-15 00:00:00,2021-02-15,1925826EX.505,CRA09078,JSM00442,Programado,Proceso Continuo,23452.0
505900978600,TR,797F,DESPACHO,2021-01-28,2021-04-30 00:00:00,2021-04-26,20R8719,JH500392,LAJ00473,Programado,Overhaul,15324.0
505900978700,CO,797B,DESPACHO,2021-01-29,2021-04-30 00:00:00,2021-04-22,0R9812.505,10044601,JSM00384,Evento,Overhaul,19687.0
505900981500,CO,797F,DESPACHO,2021-01-29,2021-04-04 00:00:00,2021-03-26,20R0132,T1H00054,LAJ00471,Evento,Overhaul,7516.0
505900981600,TR,797F,DESPACHO,2021-01-29,2021-04-23 00:00:00,2021-04-23,20R3632,JH500393,LAJ00471,Evento,Overhaul,8606.0
505900984100,MF,793C,DESPACHO,2021-02-02,2021-04-10 00:00:00,2021-03-31,20R3788,CRA06077,ATY00869,Evento,Overhaul,22000.0
505900984200,MF,797F,DESPACHO,2021-02-09,2021-02-20 00:00:00,2021-02-20,0R9814FC,AD00199,LAJ00182,Programado,Proceso Continuo,23823.0
505900984400,MF,797F,DESPACHO,2021-02-09,2021-02-20 00:00:00,2021-02-20,0R9814FC,DWT00313,LAJ00220,Programado,Proceso Continuo,20090.0
505900985100,CO,797F,DESPACHO,2021-02-05,2021-03-28 00:00:00,2021-03-19,20R0132,J2C00207,LAJ00654,Programado,Overhaul,16982.0
505900985300,MF,797F,DESPACHO,2021-02-03,2021-02-24 00:00:00,2021-02-24,0R9814,10249197,LAJ00248,Programado,Proceso Continuo,96.0
505900986600,MF,797B,DESPACHO,2021-02-04,2021-02-27 00:00:00,2021-02-27,0R9814FC.505,10235351,JSM00403,Programado,Proceso Continuo,17520.0
505900988000,TR,797B,DESPACHO,2021-02-03,2021-03-31 00:00:00,2021-03-22,0R9813,10151581,JSM00368,Evento,Overhaul,2817.0
505900988100,TR,797B,DESPACHO,2021-02-03,2021-04-30 00:00:00,2021-04-12,0R9813,10283546,JSM00470,Evento,Overhaul,14886.0
505900986700,DI,797B,DESPACHO,2021-02-04,2021-04-30 00:00:00,2021-04-19,2912627EX.505,JEC00235,JSM00410,Programado,Overhaul,26489.0
505900985700,CO,797B,DESPACHO,2021-02-05,2021-04-12 00:00:00,2021-04-09,0R9812,T6B00134,JSM00471,Programado,Overhaul,17349.0
505900988300,TR,793F,DESPACHO,2021-02-26,2021-05-31 00:00:00,2021-05-25,20R0129.000,PJT01131,SSP00786,Evento,Overhaul,20678.0
505900988400,MF,797B,DESPACHO,2021-02-04,2021-04-20 00:00:00,2021-04-12,0R9814.505,400814212,JSM00250,Programado,Overhaul,5525.0
505900988500,MF,797F,DESPACHO,2021-02-05,2021-03-10 00:00:00,2021-03-08,0R9814.505,10316887,LAJ00233,Programado,Proceso Continuo,7272.0
505900988700,MF,797B,DESPACHO,2021-02-05,2021-03-18 00:00:00,2021-03-16,0R9814.505,CRA11119,JSM00410,Programado,Proceso Continuo,26949.0
505900989400,TR,797B,DESPACHO,2021-02-08,2021-06-30 00:00:00,2021-05-17,0R9813,10279264,JSM00458,Evento,Overhaul,14365.0
505900989500,MA,797B,DESPACHO,2021-02-08,2021-03-06 00:00:00,2021-03-05,1925826EX.505,CRA10804,JSM00124,Programado,Proceso Continuo,18494.0
505900995300,MA,797B,DESPACHO,2021-02-12,2021-03-07 00:00:00,2021-03-05,1925826EX.505,CRA07098,JSM00175,Programado,Proceso Continuo,14281.0
505900992400,MA,797B,DESPACHO,2021-02-09,2021-03-31 00:00:00,2021-03-30,1925826EX.505,CRA06693,JSM00319,Evento,Overhaul,18178.0
505900992900,DI,797B,DESPACHO,2021-02-09,2021-05-31 00:00:00,2021-04-22,2912627EX,JEC00119,JSM00234,Programado,Overhaul,20678.0
505900995200,TR,777G WTR,DESPACHO,2021-02-12,2021-03-28 00:00:00,2021-03-16,20R3956,GGG01337,T4Y00195,Evento,Overhaul,15680.0
505900995900,TR,797F,DESPACHO,2021-02-12,2021-04-30 00:00:00,2021-04-26,20R8719,JH5R9246,LAJ00501,Evento,Overhaul,14867.0
505900999700,MA,797F,DESPACHO,2021-02-22,2021-03-13 00:00:00,2021-03-11,2922171EX.505,401614141,LAJ00501,Programado,Proceso Continuo,16665.0
505900999800,DI,854K,DESPACHO,2021-02-19,2021-04-18 00:00:00,2021-03-30,3168323EX.,CRA10407,22100395,Programado,Overhaul,1343.0
505900999900,MA,797F,DESPACHO,2021-03-01,2021-03-22 00:00:00,2021-03-19,2922171EX.505,401614163,LAJ00621,Programado,Proceso Continuo,25720.0
505901001800,MA,797B,DESPACHO,2021-02-26,2021-04-29 00:00:00,2021-03-29,1925826EX.505,CRA08593,JSM00233,Evento,Overhaul,22982.0
505901001900,MF,797F,DESPACHO,2021-02-22,2021-03-27 00:00:00,2021-04-01,0R9814.505,505328,LAJ00185,Programado,Proceso Continuo,15000.0
505901033500,MO,797F,DESPACHO,2021-02-18,2021-07-30 00:00:00,2021-07-30,20R7015.00,LLM01498,LAJ00263,,Overhaul,1070.0
505901003000,TR,D11T,DESPACHO,2021-02-23,2021-04-15 00:00:00,2021-04-12,3523191EX.505,301114210,GEB00823,Evento,Overhaul,0.0
505901012100,DI,797F,DESPACHO,2021-02-26,2021-05-24 00:00:00,2021-05-19,2912627EX.505,3280512089,LAJ00498,Programado,Overhaul,23071.0
505901005400,TR,994F,DESPACHO,2021-02-22,2021-04-18 00:00:00,2021-04-18,20R4400.000,303014204,44200266,Evento,Overhaul,150.0
505901005500,TR,797F,DESPACHO,2021-02-22,2021-06-13 00:00:00,2021-06-11,20R8719.000,MNY00447,LAJ00247,Evento,Overhaul,17634.0
505901012500,MF,797B,DESPACHO,2021-02-23,2021-05-30 00:00:00,2021-05-30,0R9814.505,10140479,JSM00294,Evento,Overhaul,2475.0
505901027100,MA,797F,TERMINADO,2021-02-22,2021-04-30 00:00:00,2021-04-20,2922171EX.505,CRA11543,LAJ00257,Evento,Overhaul,4078.0
505901005200,TR,D10T,DESPACHO,2021-02-22,2021-04-05 00:00:00,2021-03-29,10R5292.000,DRL02195,RJG01706,Evento,Overhaul,13615.0
505901010000,CO,797F,DESPACHO,2021-02-22,2021-04-04 00:00:00,2021-03-29,20R0132.505,10246816,LAJ00654,Evento,Overhaul,90.0
505901006300,MA,793F,DESPACHO,2021-03-09,2021-06-30 00:00:00,2021-06-17,2955706SML.505,CRA11466,SSP00443,Evento,Overhaul,22045.0
505901008400,MF,797B,DESPACHO,2021-02-26,2021-03-28 00:00:00,2021-03-28,0R9814.505,10112029,JSM00397,Programado,Proceso Continuo,6136.0
505901008200,MF,777F,DESPACHO,2021-02-26,2021-04-30 00:00:00,2021-04-30,10R8431.505,10070428,JXP00171,Programado,Overhaul,16468.0
505901009700,TR,797B,DESPACHO,2021-02-26,2021-06-14 00:00:00,2021-06-14,0R9813.000,10104026,JSM00421,Programado,Overhaul,14003.0
505901009800,CO,797B,DESPACHO,2021-02-26,2021-04-19 00:00:00,2021-04-14,0R9812.000,T6B000173,JSM00421,Evento,Overhaul,19334.0
505901013900,MA,797B,DESPACHO,2021-03-01,2021-04-18 00:00:00,2021-04-08,1925826EX.505,401614214,JSM00411,Evento,Overhaul,8544.0
505901019400,MF,793C,DESPACHO,2021-03-01,2021-05-28 00:00:00,2021-05-28,20R3788.505,400814308,ATY00847,Programado,Overhaul,21103.0
505901019500,MO,797B,DESPACHO,2021-03-02,2021-07-30 00:00:00,2021-07-23,10R7929.50,XEE00128,JSM00419,Programado,Overhaul,15404.0
505901019600,MF,797F,DESPACHO,2021-03-02,2021-06-22 00:00:00,2021-06-22,0R9814FC.505,400814377,LAJ00497,Programado,Overhaul,26112.0
505901014400,CO,797B,DESPACHO,2021-03-04,2021-05-02 00:00:00,2021-04-29,0R9812.505,T6B00293,JSM00299,Programado,Overhaul,27078.0
505901015100,MA,797B,DESPACHO,2021-03-03,2021-06-10 00:00:00,2021-06-04,1925826EX.505,CRA04385,JSM00169,Evento,Overhaul,11795.0
505901019700,DI,797B,DESPACHO,2021-03-04,2021-06-13 00:00:00,2021-05-31,2912627EX.505,325814338,JSM00300,Programado,Overhaul,26562.0
505901019800,DI,797B,DESPACHO,2021-03-04,2021-06-10 00:00:00,2021-05-31,2912627EX.505,325814283,JSM00300,Programado,Overhaul,26562.0
505901019900,MO,797B,DESPACHO,2021-03-22,2021-06-20 00:00:00,2021-06-29,10R7929.505,XEE00130,JSM00431,Programado,Overhaul,13605.0
505901017900,TR,797B,TERMINADO,2021-03-04,2021-07-05 00:00:00,2021-06-25,0R9813.505,10236094,JSM00299,Programado,Overhaul,14704.0
505901018000,TR,797F,DESPACHO,2021-03-05,2021-06-07 00:00:00,2021-06-07,20R8719.505,MNYR4308/10314308,LAJ00168,Programado,Overhaul,9387.0
505901020000,MO,797B,TERMINADO,2021-03-06,2021-07-05 00:00:00,2021-07-05,10R7929.00,XEE00138,JSM00471,Programado,Overhaul,13617.0
505901018300,MO,797B,TERMINADO,2021-03-06,2021-06-27 00:00:00,2021-06-27,10R7929.00,XEE00131,JSM00442,Programado,Overhaul,14962.0
505901024300,TR,797F,DESPACHO,2021-03-08,2021-08-30 00:00:00,2021-08-13,20R8719.505,MNY00805,LAJ00498,Programado,Overhaul,9228.0
505901024200,CO,797B,DESPACHO,2021-03-08,2021-06-22 00:00:00,2021-06-22,0R9812.505,10165920,JSM00442,Programado,Overhaul,14961.0
505901025500,MO,797B,DESPACHO,2021-03-30,2021-08-15 00:00:00,2021-08-13,10R7929.505,XEE00129,JSM00234,Programado,Overhaul,15688.0
505901024400,MA,797B,DESPACHO,2021-03-09,2021-05-09 00:00:00,2021-05-04,1925826.505,401612455,JSM00459,Evento,Overhaul,7261.0
505901025100,TR,797F,DESPACHO,2021-03-09,2021-07-15 00:00:00,2021-07-05,20R8719.505,MNY00741,LAJ00233,Programado,Overhaul,5815.0
505901035500,CO,797F,DESPACHO,2021-03-10,2021-04-05 00:00:00,2021-04-05,20R0132.50,J2C00209,LAJ00471,Evento,Overhaul,292.0
505901025800,MA,797F,DESPACHO,2021-03-10,2021-03-22 00:00:00,2021-03-21,2922171EX.505,401614187,LAJ00610,Programado,Proceso Continuo,32208.0
505901025900,MF,797B,DESPACHO,2021-03-10,2021-04-12 00:00:00,2021-04-12,0R9814.505,10175171,JSM00471,Programado,Proceso Continuo,24666.0
505901026000,MO,777GQ WTR,DESPACHO,2021-03-10,2021-06-25 00:00:00,2021-06-25,3507672.5,FZS01007,T4Y00153,Programado,Overhaul,19647.0
505901031300,MF,797B,DESPACHO,2021-03-11,2021-04-18 00:00:00,2021-04-17,0R9814.505,309516,JSM00420,Programado,Proceso Continuo,24628.0
505901031100,TR,797F,DESPACHO,2021-03-11,2021-08-13 00:00:00,2021-08-13,20R8719.50,MNYR8593,LAJ00233,Evento,Overhaul,76.0
505901033600,MA,793C,DESPACHO,2021-03-15,2021-04-30 00:00:00,2021-04-29,0R8793.505,CRA08410,4AR00223,Evento,Overhaul,14400.0
505901035600,MF,797B,DESPACHO,2021-03-16,2021-06-16 00:00:00,2021-06-16,0R9814.505,404376,JSM00467,Programado,Overhaul,20000.0
505901033700,DI,797B,DESPACHO,2021-03-15,2021-05-27 00:00:00,2021-05-27,2912627EX.505,406010909B,JSM00421,Programado,Overhaul,27365.0
505901034900,MF,798AC,DESPACHO,2021-03-16,2021-06-12 00:00:00,2021-06-12,5778846.505,TJG00219,SKH00606,Evento,Overhaul,1015.0
505901035800,MO,D11R,DESPACHO,2021-03-16,2021-07-19 00:00:00,2021-07-27,0R9840.505,BTB00409,7PZ01695,Programado,Overhaul,10478.0
505901036000,TR,797F,DESPACHO,2021-03-19,2021-06-30 00:00:00,2021-06-30,20R8719.505,MNY00620,LAJ00433,Programado,Overhaul,15128.0
505901036400,MF,797F,DESPACHO,2021-03-17,2021-06-18 00:00:00,2021-06-18,0R9814.505,AD00167,LAJ00471,Programado,Overhaul,28111.0
505901041400,CO,797B,DESPACHO,2021-03-22,2021-05-23 00:00:00,2021-05-06,0R9812.505,T6B00276,JSM00319,Programado,Overhaul,25441.0
505901041500,TR,797B,DESPACHO,2021-03-22,2021-07-30 00:00:00,2021-07-30,0R9813.505,5JY00841,JSM00319,Programado,Overhaul,14821.0
505901055400,MO,797B,TERMINADO,2021-04-06,2021-06-21 00:00:00,2021-04-07,10R7929.505,NPM00482,S/N,Programado,Overhaul,15400.0
505901059400,MO,797B,DESPACHO,2021-04-07,2021-09-27 00:00:00,2021-09-27,10R7929.00,3TN00820,A9999999,Programado,Overhaul,15056.0
505901045400,MF,797B,TERMINADO,2021-03-23,2021-04-24 00:00:00,2021-04-24,0R9814.505,10231062,JSM00257,Programado,Proceso Continuo,15000.0
505901043400,MA,797B,DESPACHO,2021-03-24,2021-03-31 00:00:00,2021-03-30,1925826EX.505,CRA08126,JSM00297,Programado,Proceso Continuo,22890.0
505901048400,TR,797F,DESPACHO,2021-03-24,2021-08-18 00:00:00,2021-08-23,20R8719.50,MNYR0186,LAJ00261,Evento,Overhaul,3591.0
505901045000,TR,16M,DESPACHO,2021-03-24,2021-05-23 00:00:00,2021-05-23,10R9504.511,DZM00368,B9H00328,Programado,Overhaul,26448.0
505901045500,MF,797B,DESPACHO,2021-03-24,2021-07-31 00:00:00,2021-07-29,0R9814.505,10231062,JSM00168,Programado,Overhaul,20100.0
505901047300,CO,797F,DESPACHO,2021-03-25,2021-05-27 00:00:00,2021-05-20,20R0132.50,J2C00160,LAJ00618,Evento,Overhaul,29127.0
505901047400,TR,797F,DESPACHO,2021-03-26,2021-08-03 00:00:00,2021-08-03,20R8719.50,JH500650,LAJ00180,Evento,Overhaul,17964.0
505901049100,MF,797F,DESPACHO,2021-03-29,2021-04-27 00:00:00,2021-04-27,0R9814FC.5,903355,LAJ00261,Programado,Proceso Continuo,17166.0
505901049700,MA,797F,DESPACHO,2021-03-31,2021-04-16 00:00:00,2021-04-16,2922171EX.505,401614217,LAJ00656,Programado,Proceso Continuo,31775.0
505901050000,CO,797F,DESPACHO,2021-03-30,2021-07-23 00:00:00,2021-07-23,20R0132.50,J2C00164,LAJ00621,Programado,Overhaul,26617.0
505901050100,MF,797B,DESPACHO,2021-04-19,2021-05-01 00:00:00,2021-05-06,0R9814FC.505,21259058,JSM00190,Programado,Proceso Continuo,11324.0
505901050800,MF,793F,DESPACHO,2021-03-31,2021-07-22 00:00:00,2021-07-29,20R3787.505,KAK00300,SSP000443,Evento,Overhaul,22000.0
505901053700,MO,797B,DESPACHO,2021-04-08,2021-08-25 00:00:00,2021-08-25,10R7929.50,3TN00997,A9999999,Programado,Overhaul,15842.0
505901055700,DI,797B,DESPACHO,2021-04-06,2021-06-15 00:00:00,2021-06-14,2912627EX.,JEC00112,JSM00458,Programado,Overhaul,11324.0
505901058200,MF,797B,DESPACHO,2021-04-07,2021-07-22 00:00:00,2021-07-20,0R9814.505,400812161,JSM00417,Programado,Overhaul,14670.0
505901057800,TR,797F,DESPACHO,2021-04-06,2021-07-22 00:00:00,2021-07-22,20R8719.50,JH500734,LAJ00235,Programado,Overhaul,14517.0
505901058300,MF,793F,DESPACHO,2021-04-06,2021-06-10 00:00:00,2021-05-31,20R3787.505,400814339,SSP00443,Evento,Overhaul,600.0
505901060300,TR,793F,DESPACHO,2021-04-07,2021-07-15 00:00:00,2021-07-09,20R5673.505,JA501148,SSP,Programado,Overhaul,2000.0
505901060000,CO,797F,DESPACHO,2021-04-07,2021-04-20 00:00:00,2021-04-16,20R0132.505,T1H00029,LAJ00163,Programado,Proceso Continuo,18460.0
505901061700,CO,797F,DESPACHO,2021-04-08,2021-04-22 00:00:00,2021-04-16,20R0132.50,T1H00337,LAJ00168,Programado,Proceso Continuo,17535.0
505901067800,MF,797B,DESPACHO,2021-04-08,2021-07-25 00:00:00,2021-07-23,0R9814.505,AOD00184,JSM00442,Programado,Overhaul,26869.0
505901063700,CO,797B,DESPACHO,2021-04-12,2021-05-05 00:00:00,2021-05-03,0R9812.511,T1H00018,JSM00180,Evento,Proceso Continuo,16235.0
505901067000,DI,797B,DESPACHO,2021-04-12,2021-07-30 00:00:00,2021-07-14,2912627EX.505,408513,JSM00301,Programado,Overhaul,20000.0
505901066900,MA,797B,DESPACHO,2021-04-12,2021-04-30 00:00:00,2021-04-29,1925826,CRA11283,JSM00318,Programado,Proceso Continuo,15072.0
505901067900,MF,797B,DESPACHO,2021-04-12,2021-05-08 00:00:00,2021-05-07,0R9814.505,AD00250,JSM00419,Programado,Proceso Continuo,22407.0
505901068200,MO,793F,DESPACHO,2021-04-13,2021-09-30 00:00:00,2021-09-30,20R8757.000,B7B01446,SSP00934,Programado,Overhaul,14800.0
505901068000,MA,797F,DESPACHO,2021-04-13,2021-04-28 00:00:00,2021-04-28,2922171EX.505,CRA10238,LAJ00655,Programado,Proceso Continuo,17596.0
505901069700,MF,777G WTR,DESPACHO,2021-04-14,2021-06-23 00:00:00,2021-06-23,20R4209.505,400814387,T4Y00195,Programado,Overhaul,15681.0
505901069400,MA,797B,DESPACHO,2021-04-14,2021-05-31 00:00:00,2021-05-25,1925826EX.505,CRA07759,JSM00165,Evento,Overhaul,24308.0
505901070000,MO,797B,DESPACHO,2021-04-15,2021-08-26 00:00:00,2021-08-26,10R7929.50,XEE00119,JSM00257,Programado,Overhaul,15380.0
505901071300,MA,797B,DESPACHO,2021-04-15,2021-06-27 00:00:00,2021-06-27,1925826EX.505,CRA08970,JSM00384,Evento,Overhaul,23516.0
505901070200,CO,797F,DESPACHO,2021-04-16,2021-06-30 00:00:00,2021-06-15,20R0132.505,T3G00423,LAJ00235,Evento,Proceso Continuo,14699.0
505901072900,MA,797F,DESPACHO,2021-04-15,2021-05-28 00:00:00,2021-05-27,2922171EX.505,401614319,LAJ00471,Evento,Overhaul,31752.0
505901070400,CO,797F,DESPACHO,2021-04-15,2021-04-27 00:00:00,2021-04-27,20R0132.000,T1H00423,LAJ00495,Evento,Proceso Continuo,26216.0
505901075300,CO,797B,DESPACHO,2021-04-19,2021-05-01 00:00:00,2021-05-01,0R9812.505,10138926,JSM00417,Programado,Proceso Continuo,14846.0
505901075400,CO,994H,DESPACHO,2021-04-19,2021-05-17 00:00:00,2021-05-17,10R6999.505,T7L00186,DWC00334,Programado,Overhaul,23951.0
505901076700,MA,797B,DESPACHO,2021-04-20,2021-07-18 00:00:00,2021-07-18,1925826EX.505,CRA05630,JRP01028,Evento,Overhaul,14727.0
505901076600,MA,797B,DESPACHO,2021-04-20,2021-07-11 00:00:00,2021-07-05,1925826EX.505,CRA05625,JSM00465,Evento,Overhaul,1.0
505901077600,TR,797F,DESPACHO,2021-04-21,2021-07-22 00:00:00,2021-07-22,20R8719.505,JH500774,LAJ00185,Programado,Overhaul,9092.0
505901077700,DI,777F,DESPACHO,2021-04-21,2021-06-14 00:00:00,2021-06-14,2662091EX.505,CRA09239,JRP01028,Programado,Overhaul,14727.0
505901078500,MF,797B,DESPACHO,2021-05-10,2021-05-22 00:00:00,2021-05-22,0R9814.505,804414,JSM00419,Programado,Proceso Continuo,22408.0
505901078800,MA,797B,DESPACHO,2021-04-23,2021-06-24 00:00:00,2021-06-24,1925826.505,CRA05772,JSM00368,Evento,Overhaul,16000.0
505901076500,MA,797B,DESPACHO,2021-04-23,2021-06-20 00:00:00,2021-06-17,1925826EX.505,CRA06230,JSM00188,Evento,Overhaul,1.0
505901079800,MA,797B,DESPACHO,2021-04-21,2021-05-15 00:00:00,2021-05-15,1925826EX.505,CRA08416,JSM00297,Programado,Proceso Continuo,23516.0
505901079900,MA,797B,DESPACHO,2021-04-21,2021-07-11 00:00:00,2021-07-05,1925826EX.505,CRA08647,JSM00257,Evento,Overhaul,14900.0
505901081200,MF,797B,DESPACHO,2021-04-22,2021-06-26 00:00:00,2021-06-24,0R9814FC.5,10239732,JSM00419,Programado,Overhaul,22407.0
505901081300,TR,797B,DESPACHO,2021-04-22,2021-07-30 00:00:00,2021-07-27,0R9813.505,10010031,JSM00460,Programado,Overhaul,9900.0
505901081400,MA,797F,DESPACHO,2021-04-22,2021-05-04 00:00:00,2021-04-30,2922171EX.505,CRA09665,LAJ00259,Programado,Proceso Continuo,0.0
505901082200,MF,797F,DESPACHO,2021-04-23,2021-05-16 00:00:00,2021-05-16,0R9814.505,10237079,LAJ00163,Programado,Proceso Continuo,12227.0
505901082300,MF,797F,DESPACHO,2021-04-23,2021-12-31 00:00:00,2021-12-29,0R9814.505,S/S # 505328,LAJ00496,Programado,Overhaul,23382.0
505901084900,MA,797F,DESPACHO,2021-04-26,2021-05-17 00:00:00,2021-05-17,2922171EX.505,CRA09511,LAJ00467,Programado,Proceso Continuo,13690.0
505901085100,DI,994F,DESPACHO,2021-04-26,2021-06-21 00:00:00,2021-06-21,1191792EX.505,CRA08628,44200266,Programado,Overhaul,7800.0
505901085200,MO,797F,DESPACHO,2021-04-26,2021-09-27 00:00:00,2021-09-27,20R7015.505,HN400223,LAJ00618,Programado,Overhaul,14718.0
505901085000,TR,793B,TERMINADO,2021-04-26,2021-06-08 00:00:00,2021-05-17,0R4749.505,1015444,3SJ00022,Programado,Overhaul,14362.0
505901086400,MF,777G,DESPACHO,2021-04-27,2021-07-31 00:00:00,2021-07-19,20R4209.505,400814462,T4Y00177,Programado,Overhaul,25077.0
505901086500,CO,793B,DESPACHO,2021-04-27,2021-06-22 00:00:00,2021-06-22,0R4088.505,10002121A,1HL00191,Programado,Overhaul,13965.0
505901080000,MF,797B,DESPACHO,2021-05-05,2021-05-29 00:00:00,2021-05-29,0R9814.505,101785,JSM00465,Programado,Proceso Continuo,19987.0
505901087600,MO,793C,DESPACHO,2021-05-01,2021-10-17 00:00:00,2021-09-30,0R9558.505,7DS01350,4AR00229,Programado,Overhaul,20238.0
505901087700,MF,793B,DESPACHO,2021-05-01,2021-08-15 00:00:00,2021-07-29,10R5399.505,CRA06597,1HL00234,Programado,Overhaul,16900.0
505901101500,MO,797F,DESPACHO,2021-05-07,2021-11-15 00:00:00,2021-11-15,20R7015.505,LLM01505,LAJ00438,Evento,Overhaul,3537.0
505901092500,TR,797F,DESPACHO,2021-05-07,2021-08-15 00:00:00,2021-07-30,20R8719.505,R1N00670,A9999999,Evento,Overhaul,0.0
505901089800,CO,797B,DESPACHO,2021-05-03,2021-05-17 00:00:00,2021-05-12,0R9812.505,T6B000137,JSM00468,Programado,Proceso Continuo,24818.0
505901089900,CO,793C,DESPACHO,2021-05-03,2021-06-25 00:00:00,2021-06-23,0R4089.505,CRA09038,ATY00630,Programado,Overhaul,18977.0
505901090000,MF,793C,DESPACHO,2021-05-03,2021-08-30 00:00:00,2021-08-25,10R5399.50,AOD00138,ATY00929,Programado,Overhaul,25181.0
505901093500,MA,797B,DESPACHO,2021-05-04,2021-06-30 00:00:00,2021-06-25,1925826EX.505,CRA06909,JSM00445,Evento,Overhaul,14900.0
505901093600,MA,797F,DESPACHO,2021-05-04,2021-06-29 00:00:00,2021-06-29,2922171EX.505,401614404,LAJ00656,Evento,Overhaul,18722.0
505901096900,DI,797B,DESPACHO,2021-05-04,2021-07-31 00:00:00,2021-07-27,2912627EX.,437052809B,LAJ00220,Programado,Overhaul,19933.0
505901097000,MA,797B,DESPACHO,2021-05-05,2021-07-24 00:00:00,2021-07-21,1925826EX.505,CRA05557,LAJ00259,Evento,Overhaul,14541.0
505901097100,MA,797B,DESPACHO,2021-05-05,2021-07-17 00:00:00,2021-06-30,1925826EX.505,CRA04898,JSM,Evento,Overhaul,23995.0
505901097900,MF,797F,DESPACHO,2021-05-06,2021-09-12 00:00:00,2021-09-12,0R9814.505,1006176,LAJ00414,Programado,Overhaul,33616.0
505901098000,MF,793C,DESPACHO,2021-05-06,2021-08-31 00:00:00,2021-08-09,20R3788.505,400814502,ATY00967,Programado,Overhaul,21236.0
505901098600,MF,797B,DESPACHO,2021-05-07,2021-05-30 00:00:00,2021-05-30,0R9814.505,CRA11439,JSM00354,Programado,Proceso Continuo,25430.0
505901098700,MA,797B,DESPACHO,2021-05-07,2021-08-25 00:00:00,2021-08-23,1925826EX.505,CRA06413,JSM00468,Evento,Overhaul,15050.0
505901104000,TR,D11T,DESPACHO,2021-05-11,2021-07-12 00:00:00,2021-07-06,0R4057.505,10277733B,AMA00552,Programado,Overhaul,11325.0
505901103900,TR,D11T,DESPACHO,2021-05-11,2021-06-21 00:00:00,2021-06-19,3523191,CRA11779,AMA00552,Programado,Overhaul,11325.0
505901103400,MA,797B,DESPACHO,2021-05-11,2021-07-18 00:00:00,2021-07-17,1925826EX.505,CRA06861,JSM00232,Evento,Overhaul,15443.0
505901103600,MA,797B,DESPACHO,2021-05-11,2021-08-28 00:00:00,2021-08-24,1925826EX.505,MM00112,JSM00367,Evento,Overhaul,14500.0
505901103700,MA,797F,DESPACHO,2021-05-11,2021-05-31 00:00:00,2021-05-26,2922171EX.505,CRA10445,LAJ00172,Programado,Proceso Continuo,6867.0
505901107300,MA,797B,DESPACHO,2021-05-12,2021-07-23 00:00:00,2021-07-19,1925826EX.505,400612136,JSM00293,Evento,Overhaul,14482.0
505901108800,MF,797F,DESPACHO,2021-05-13,2021-06-19 00:00:00,2021-06-19,0R9814.505,400814376,LAJ00217,Programado,Proceso Continuo,20238.0
505901108900,MA,797F,DESPACHO,2021-05-13,2021-07-11 00:00:00,2021-07-11,2922171EX.505,401614407,LAJ00656,Evento,Overhaul,18722.0
505901109000,TR,D11T,DESPACHO,2021-05-18,2021-06-26 00:00:00,2021-06-23,3523191EX.505,301114385,GEB00390,Programado,Overhaul,14202.0
505901109100,CO,797B,DESPACHO,2021-05-18,2021-06-01 00:00:00,2021-05-25,0R9812.505,T6B00066,JSM00178,Programado,Proceso Continuo,22279.0
505901109400,MO,797F,DESPACHO,2021-05-17,2021-11-30 00:00:00,2021-11-30,20R7015.000,ZK301006,LAJ00169,Programado,Overhaul,13134.0
505901111200,MA,797F,DESPACHO,2021-05-18,2021-06-08 00:00:00,2021-06-06,2922171EX.505,401614360,LAJ00501,Programado,Proceso Continuo,18722.0
505901111100,CO,793C,DESPACHO,2021-05-18,2021-07-18 00:00:00,2021-07-18,0R4089.505,CRA08431,ATY00893,Programado,Overhaul,15000.0
505901115100,TR,797B,DESPACHO,2021-05-19,2021-08-31 00:00:00,2021-09-03,0R9813.505,10332504,JSM00124,Evento,Overhaul,4482.0
505901111300,MA,797B,DESPACHO,2021-05-20,2021-08-25 00:00:00,2021-08-22,1925826EX.505,CRA08248,JSM00250,Evento,Overhaul,1916.0
