OS,cliente,tipoComponente,modelo,estado,fechaLlegada,fechaPrometida,fechaTermino,NParte,serieComp,serieEquipo,tipoOrden,tipoReparacion,horasComp
NP27150,ESCONDIDA,TR,797B,DESPACHO,2012-12-10,2013-01-29 00:00:00,2013-01-19,0R9813,DSP00301,JSM00454,,Overhaul,1184.0
CI12059,INTERCAMBIO,TR,785C,DESPACHO,2012-12-10,2013-01-24 00:00:00,2013-01-15,0R4007,AN00114,APX00521,,Overhaul,16608.0
CI12057,INTERCAMBIO,TR,16H,DESPACHO,2012-12-10,2013-01-24 00:00:00,2013-01-23,10R1027,DWH01189,ATS00325,,Overhaul,0.0
NP27152,CERRO COLORADO,CO,994F,DESPACHO,2012-12-10,2013-02-20 00:00:00,2013-02-18,1800567,CMCC180203,44200322,,Overhaul,9746.0
CI12060,INTERCAMBIO,MO,16H,DESPACHO,2012-12-10,2013-01-25 00:00:00,2013-01-09,2047983,5ED04440,ATS00368,,Overhaul,10332.0
CI12061,INTERCAMBIO,MO,793D,DESPACHO,2012-12-10,2013-01-31 00:00:00,2013-01-29,MOTOR,8WM01973,FDB00473,,Overhaul,11679.0
DD00025,INTERCAMBIO,MF,793C,TERMINADO,2012-12-11,2012-12-17 00:00:00,2012-12-26,10R1822,207248,4AR00116,,Overhaul,8922.0
C12027A,INTERCAMBIO,CO,789C,DESPACHO,2012-12-11,2013-01-11 00:00:00,2012-12-31,0R4085,100910026,2BW00531,,Overhaul,9642.0
DD00026,INTERCAMBIO,MF,793C,TERMINADO,2012-12-11,2012-12-17 00:00:00,2012-12-19,10R1822,CRA04921,ATY01092,,Overhaul,7952.0
NP27154,ESCONDIDA,MA,797B,DESPACHO,2012-12-11,2013-02-08 00:00:00,2013-02-01,1925826,CRA07325,JSM00355,,Overhaul,11127.0
NP27155,ESCONDIDA,MO,D10R,DESPACHO,2012-12-11,2013-03-15 00:00:00,2013-03-18,10R8901,BNF00863,AKT00750,,Overhaul,4000.0
NP27156,ESCONDIDA,MO,D11R,DESPACHO,2012-12-11,2013-02-05 00:00:00,2013-02-18,0R9840,BTB00092,7PZ01515,,Overhaul,11939.0
NP27157,ESCONDIDA,TR,797B,DESPACHO,2012-12-11,2013-02-08 00:00:00,2013-01-29,1407002,5JY00841,JSM00356,,Overhaul,10141.0
NP27160,ESPERANZA,DI,797B,DESPACHO,2012-12-11,2013-03-23 00:00:00,2013-03-30,0R9815,292011208B,JSM00362,,Puntual,2391.0
NP27161,INTERCAMBIO,DI,994F,DESPACHO,2012-12-11,2012-12-14 00:00:00,2012-12-18,1191792,CRA09216,S/S,,Puntual,0.0
CI12066,INTERCAMBIO,TR,D10R,DESPACHO,2012-12-11,2013-01-25 00:00:00,2013-01-14,10R0813,10141792,AKT00628,,Overhaul,11891.0
NP27057,INTERCAMBIO,MF,795F,DESPACHO,2012-12-12,,2013-03-21,2836751,S/S,S/S,,Puntual,0.0
NP27162,C.D.R. ANTOFAGASTA,MO,797F,DESPACHO,2012-12-12,,2012-12-16,3659327,LLM01157,S/S,,Puntual,0.0
NP27163,LOMAS BAYAS,TR,D10T,DESPACHO,2012-12-12,2013-02-14 00:00:00,2013-02-08,2135171,DRL02247,RJG02170,,Overhaul,15321.0
NP27166,LOMAS BAYAS,CO,D10T,DESPACHO,2012-12-12,2013-02-15 00:00:00,2013-02-01,2267614,TCK02170,RJG02170,,Overhaul,15321.0
NP27167,ESCONDIDA,MO,PV271,DESPACHO,2012-12-12,2013-02-21 00:00:00,2013-02-21,2520148,TWM01174,0US004436,,Overhaul,2239.0
NP27168,ESCONDIDA,MA,797B,DESPACHO,2012-12-12,2013-02-08 00:00:00,2013-02-01,1925826,CRA06632,JSM00458,,Overhaul,11855.0
NP27169,ESCONDIDA,TR,D11R,DESPACHO,2012-12-12,2013-02-14 00:00:00,2013-02-08,1169505,1SY01449,7PZ00892,,Overhaul,4000.0
NP27170,MINERA ZALDIVAR,MA,793B,DESPACHO,2012-12-12,2012-12-20 00:00:00,2012-12-16,8X0270,.,1HL00,,Puntual,0.0
NP27171,ESPERANZA,MO,797F,DESPACHO,2012-12-12,2012-12-16 00:00:00,2012-12-14,3659327,LLM01125,LAJ00170,,Puntual,0.0
NP27148,EL TESORO,DI,769D,DESPACHO,2012-12-13,2013-02-28 00:00:00,2013-03-12,9D8935,CRA09481,BBB00574,,Overhaul,11083.0
NP27173,SQM NITRATOS,MO,D10T,DESPACHO,2012-12-13,2013-02-10 00:00:00,2013-02-22,2122737,EHX02570,RJG01369,,Puntual,2118.0
NP27172,CONTRATO COLLAHUASI,MO,24M,DESPACHO,2012-12-12,2012-12-18 00:00:00,2012-12-17,20R0517,RGX00288,S/N,,Puntual,0.0
NP27174,INTERCAMBIO GARANTIA,MF,793F,DESPACHO,2012-12-13,2013-02-20 00:00:00,2013-02-28,3345493,CRA09448,SSP00295,,Overhaul,7993.0
NP27127,INTERCAMBIO,MA,793B,DESPACHO,2012-12-13,2012-12-20 00:00:00,2013-01-02,0R8793,CRA09344,1HLXXXXX,,Puntual,0.0
NP27176,SUC. ANTOFAGASTA,MF,785D,DESPACHO,2012-12-13,2013-01-20 00:00:00,2013-01-07,309-9208,CRA09376,OMSY00459,,Puntual,989.0
NP27177,SUC. ANTOFAGASTA,MF,785D,DESPACHO,2012-12-13,2013-01-20 00:00:00,2013-01-07,309-9208,CRA09382,OMSY00459,,Puntual,989.0
NP27175,INTERCAMBIO,MF,797F,DESPACHO,2012-12-13,2012-12-31 00:00:00,2013-01-16,3196703,DWT00145,XXX,,Puntual,0.0
N27170A,MINERA ZALDIVAR,MA,793B,TERMINADO,2012-12-14,2012-12-31 00:00:00,2013-02-21,8X0270,.,1HL0.,,Puntual,0.0
NP27182,SUC. ANTOFAGASTA,DI,785D,DESPACHO,2012-12-14,2012-12-29 00:00:00,2013-01-11,309-9602,CRA09387,MSY00459,,Puntual,989.0
CI12068,INTERCAMBIO,MF,797B,DESPACHO,2012-12-15,2013-01-20 00:00:00,2013-01-24,0R9814,804412,JSM00390,,Overhaul,10762.0
NP27183,SPENCE,MO,793F,DESPACHO,2012-12-15,2013-05-06 00:00:00,2013-05-09,2507100,B7B00345,SSP00320,,Overhaul,8320.0
CI12071,INTERCAMBIO,MF,834H,DESPACHO,2012-12-15,2013-01-17 00:00:00,2013-01-14,0R9862,9384,BTX00349,,Overhaul,18797.0
NP27184,ESPERANZA,MO,797F,DESPACHO,2012-12-15,2012-12-24 00:00:00,2012-12-22,3659327,LLM01089,LAJ,,Puntual,0.0
NP27185,INTERCAMBIO GARANTIA,MF,797B,DESPACHO,2012-12-16,2013-02-10 00:00:00,2013-02-28,0R9814,505026,JSM00233,,Puntual,4937.0
NP27188,INTERCAMBIO GARANTIA,CO,994F,DESPACHO,2012-12-17,2013-02-28 00:00:00,2013-03-11,1880567,CRA09492,44200268,,Overhaul,3965.0
NP27180,ESPERANZA,MO,797F,DESPACHO,2012-12-17,2013-02-08 00:00:00,2013-01-16,20R1363,LLM01008,LAJ00165,,Puntual,2077.0
CI12074,INTERCAMBIO,MF,797B,DESPACHO,2012-12-18,2013-01-21 00:00:00,2013-01-24,0R9814,107216,JSM00390,,Overhaul,10784.0
CI12079,INTERCAMBIO,DI,994D,DESPACHO,2012-12-18,2013-01-19 00:00:00,2013-01-15,1191792,CRA02387,3TZ00310,,Overhaul,18120.0
CI12080,INTERCAMBIO,DI,854K,DESPACHO,2012-12-18,2013-01-19 00:00:00,2013-01-15,3168323,CRA09368,22100314,,Overhaul,19871.0
CI12081,INTERCAMBIO,DI,793B,DESPACHO,2012-12-18,2013-01-19 00:00:00,2013-01-21,1350471B,CRA01175,1HL00513,,Overhaul,11786.0
CI12082,INTERCAMBIO,DI,793C,DESPACHO,2012-12-18,2013-01-19 00:00:00,2013-01-15,2034000,CRA06026,4AR00320,,Overhaul,12526.0
NP27190,ESPERANZA,TR,797B,DESPACHO,2012-12-18,2013-04-12 00:00:00,2013-04-21,3079982,DSP00591,JSM00362,,Overhaul,8882.0
CI12077,INTERCAMBIO,MA,797B,DESPACHO,2012-12-18,2013-01-22 00:00:00,2013-01-25,1925826,CRA05295,JSM00390,,Overhaul,6722.0
NP27189,CONTRATO MEL,MO,797F,DESPACHO,2012-12-18,2013-01-04 00:00:00,2013-01-03,3659327,LLM01159,S/N,,Puntual,0.0
CI12073,INTERCAMBIO,TR,854K,DESPACHO,2012-12-18,2013-01-31 00:00:00,2013-01-29,2837702,K2K00445,22100314,,Overhaul,19871.0
DD00027,INTERCAMBIO,MF,793B,TERMINADO,2012-12-18,2012-12-31 00:00:00,2013-01-03,10R1822,CRA05538,1HL00513,,Overhaul,11786.0
CI12078,INTERCAMBIO,CO,793B,DESPACHO,2012-12-18,2013-01-21 00:00:00,2013-01-15,0R4088,CRA01983,1HL00378,,Overhaul,4158.0
CI12083,INTERCAMBIO,DI,824H,DESPACHO,2012-12-18,2013-01-19 00:00:00,2013-01-29,2404664,CRA09416,ASX00270,,Overhaul,15266.0
NP27181,MINISTRO HALES,MO,797F,DESPACHO,2012-12-16,2013-01-07 00:00:00,2012-12-31,3300200,A4K00116,LAJ00248,,Puntual,5658.0
CI12076,INTERCAMBIO,CO,773E,DESPACHO,2012-12-11,2013-01-21 00:00:00,2013-02-04,0R9482,10131770,BDA00531,,Overhaul,0.0
NP27192,EL TESORO,DI,834G,DESPACHO,2012-12-19,2013-01-16 00:00:00,2013-01-14,1378862,9394,BPC00156,,Overhaul,8900.0
NP27193,EL TESORO,DI,834G,DESPACHO,2012-12-19,2013-01-16 00:00:00,2013-01-14,1378834,9395,BPC00156,,Overhaul,8900.0
NP27200,LOMAS BAYAS,DI,994F,DESPACHO,2012-12-19,2013-03-26 00:00:00,2013-04-01,1191792,CRA07521,44200301,,Overhaul,12954.0
NP27201,ESCONDIDA,TR,777F,DESPACHO,2012-12-19,2013-02-05 00:00:00,2013-01-24,2462647,LSP01215,JRP00754,,Overhaul,8000.0
NP27202,ESCONDIDA,TR,D11R,DESPACHO,2012-12-19,2013-02-13 00:00:00,2013-02-08,1169505,1SY01735,7PZ00732,,Overhaul,11465.0
NP27203,ESCONDIDA,DI,797B,DESPACHO,2012-12-19,2013-04-30 00:00:00,2013-04-28,0R9815,317041208,JSM00186,,Overhaul,3619.0
AD00017,INTERCAMBIO,MF,793C,DESPACHO,2012-12-19,2012-12-30 00:00:00,2013-01-02,10R1822,AOD00017,SIN SERIE,,Overhaul,0.0
AD00018,INTERCAMBIO,MF,793C,DESPACHO,2012-12-19,2012-12-30 00:00:00,2013-01-02,10R1822,AOD00018,SIN SERIE,,Overhaul,0.0
NP27205,ESPERANZA,MF,797,DESPACHO,2012-12-19,2013-01-31 00:00:00,2013-02-01,0R9814,10035490,5YW00272,,Overhaul,16053.0
NP27186,MINISTRO HALES,CO,24M,DESPACHO,2012-12-20,2013-01-03 00:00:00,2013-03-21,10R9498,10146284,B9K00514,,Puntual,47.0
NP27206,ESCONDIDA,CO,793D,DESPACHO,2012-12-20,2013-02-05 00:00:00,2013-01-29,2532532,T5C00208,FDB00343,,Overhaul,15922.0
NP27071,INTERCAMBIO GARANTIA,TR,797B,DESPACHO,2012-12-20,2013-03-14 00:00:00,2013-03-07,0R9813,10146689,JSM00425,,Overhaul,3875.0
NP27207,RADOMIRO TOMIC,MF,834B,DESPACHO,2012-12-20,2012-12-31 00:00:00,2013-01-08,10R0702,CRA09381,7BR00582,,Puntual,2434.0
NP27209,SANTA BARBARA,CO,789B,DESPACHO,2012-12-20,2013-02-28 00:00:00,2013-03-01,0R4085,CRA04086,7EK00210,,Overhaul,13429.0
CI12084,INTERCAMBIO,MF,789C,DESPACHO,2012-12-21,2013-01-21 00:00:00,2013-01-24,0R9043,CRA05507,2BW00529,,Overhaul,15445.0
NP27210,INTERCAMBIO ARRIENDO,MF,797F,DESPACHO,2012-12-21,2013-03-04 00:00:00,2013-03-14,3196703,TSS0511015,LAJ00263,,Puntual,4186.0
NP27211,SQM NITRATOS,TR,992K,DESPACHO,2012-12-24,2013-01-31 00:00:00,2013-01-17,3466114,M5L00370,ZMX00283,,Puntual,1942.0
CI12088,INTERCAMBIO,MF,793C,DESPACHO,2012-12-26,2013-01-29 00:00:00,2013-01-24,10R5399,207248,4AR00116,,Overhaul,8922.0
CI12087,INTERCAMBIO,TR,793B,DESPACHO,2012-12-26,2013-02-11 00:00:00,2013-01-31,0R4008,10147790,1HL00378,,Overhaul,11893.0
NP27219,CERRO COLORADO,CO,789C,DESPACHO,2012-12-28,2013-02-27 00:00:00,2013-02-26,0R4085,10096292D,2BW00767,,Overhaul,13444.0
NP27220,CERRO COLORADO,MF,789,DESPACHO,2012-12-28,2013-02-28 00:00:00,2013-03-14,0R9043,CMCC350509,2BW00519,,Overhaul,14566.0
NP27221,CERRO COLORADO,MF,793D,DESPACHO,2012-12-28,2013-02-28 00:00:00,2013-03-14,2465264,CMCC400518,FDB00851,,Overhaul,15666.0
CI12095,INTERCAMBIO,MA,797B,DESPACHO,2012-12-28,2013-01-31 00:00:00,2013-01-28,1925826,CRA07230,JSM00134,,Overhaul,12080.0
CI12091,INTERCAMBIO,MA,793C,DESPACHO,2012-12-28,2013-01-31 00:00:00,2013-01-29,0R8792,CRA09400,4GZ00202,,Overhaul,19899.0
CI12090,INTERCAMBIO,MA,793C,DESPACHO,2012-12-28,2013-01-31 00:00:00,2013-02-01,0R8793,CRA09423,4AR00354,,Overhaul,19576.0
CI12093,INTERCAMBIO,MF,994D,DESPACHO,2012-12-28,2013-02-02 00:00:00,2013-01-23,0R9601,10012937,3TZ00310,,Overhaul,18120.0
CI12096,INTERCAMBIO,MO,785B,DESPACHO,2012-12-28,2013-02-21 00:00:00,2013-02-11,0R3982,6FL00874,6HK00371,,Overhaul,15600.0
CI12089,INTERCAMBIO,TR,834G,DESPACHO,2012-12-28,2013-02-12 00:00:00,2013-01-29,0R1622,10119273,6GZ00215,,Overhaul,12872.0
NP27224,ESPERANZA,TR,797F,DESPACHO,2012-12-29,2013-04-08 00:00:00,2013-04-08,2723224,R1N00326,LAJ00162,,Overhaul,14530.0
NP27223,INTERCAMBIO ARRIENDO,DI,797F,DESPACHO,2012-12-29,2013-03-24 00:00:00,2013-05-29,2912627,JEC00247,LAJ00263,,Puntual,4003.0
NP27225,INTERCAMBIO GARANTIA,MF,797F,DESPACHO,2012-12-29,2013-01-21 00:00:00,2013-05-30,3196703,DWT00150,LAJ00177,,Overhaul,9591.0
DD00030,INTERCAMBIO,MF,793B,TERMINADO,2012-12-31,2013-01-10 00:00:00,2013-01-10,10R1822,16234,1HL00378,,Overhaul,6157.0
DD00031,INTERCAMBIO,MF,793C,TERMINADO,2012-12-31,2013-01-10 00:00:00,2013-01-08,10R1822,CRA05559,4GZ00099,,Overhaul,14795.0
NP27226,SPENCE,DI,16H,DESPACHO,2012-12-31,2013-02-25 00:00:00,2013-02-26,8D4290,CRA09456,ATS00376,,Overhaul,15073.0
NP27227,SPENCE,TR,16H,DESPACHO,2012-12-31,2013-02-28 00:00:00,2013-02-22,1836616,DWH01429,ATS00376,,Overhaul,6029.0
NP27228,INTERCAMBIO GARANTIA,TR,793D,DESPACHO,2012-12-31,2013-04-02 00:00:00,2013-03-20,10R4469,JGG01479,FDB00545,Evento,Overhaul,2358.0
CI12098,INTERCAMBIO,MF,785C,DESPACHO,2013-01-02,2013-02-02 00:00:00,2013-01-29,0R9037,CRA06615,APX00541,,Overhaul,19582.0
CI12099,INTERCAMBIO,TR,777D,DESPACHO,2013-01-02,2013-02-15 00:00:00,2013-01-29,0R4005,1FX02965,AGC02145,,Overhaul,20199.0
CI12100,INTERCAMBIO,DI,789C,DESPACHO,2013-01-02,2013-02-03 00:00:00,2013-01-21,1256046,CRA09404,2BW01225,,Overhaul,19766.0
NP27229,CONTRATO MEL,MO,797F,DESPACHO,2013-01-02,2013-01-08 00:00:00,2013-01-10,3659327,LLM01166,S/S,,Puntual,0.0
NP27230,ESCONDIDA,MO,793D,DESPACHO,2013-01-02,2013-05-01 00:00:00,2013-04-28,10R2852,MSK00377,FDB00343,,Overhaul,3537.0
NP27235,CERRO COLORADO,CO,D10T,DESPACHO,2013-01-02,2013-02-28 00:00:00,2013-02-26,2267614,CMCC210201,RJG00218,,Overhaul,14461.0
NP27237,INTERCAMBIO GARANTIA,MA,797F,DESPACHO,2013-01-02,2013-02-28 00:00:00,2013-02-22,292-2172,CRA09443,LAJ00185,,Overhaul,9465.0
NP27238,INTERCAMBIO GARANTIA,MA,797F,DESPACHO,2013-01-02,2013-02-27 00:00:00,2013-02-14,292-2172,CRA09439,LAJ00185,,Overhaul,9465.0
AD00019,INTERCAMBIO,MF,793C,DESPACHO,2013-01-03,2013-01-13 00:00:00,2013-01-14,10R1822,AOD00019,SIN SERIE,,Overhaul,0.0
AD00020,INTERCAMBIO,MF,793C,DESPACHO,2013-01-03,2013-01-13 00:00:00,2013-01-16,10R1822,AOD00020,SIN SERIE,,Overhaul,0.0
NP27243,CERRO COLORADO,CO,793D,DESPACHO,2013-01-03,2013-03-20 00:00:00,2013-03-18,10R5398,10160162,FDB00829,,Overhaul,13244.0
NP27245,MINERA GABY,MO,992G,DESPACHO,2013-01-03,2013-01-31 00:00:00,2013-01-18,0R8553,5XS00581,S/N,,Puntual,0.0
NP27246,MINERA MANTOS VERDES,CO,777D,DESPACHO,2013-01-04,2013-01-10 00:00:00,2013-01-08,8E8999,.,AGC02157,,Puntual,0.0
NP27242,EL TESORO,MA,793F,DESPACHO,2013-01-04,2013-04-07 00:00:00,2013-04-02,2802056,CRA09531,SSP,,Puntual,0.0
NP27244,EL TESORO,MA,769D,DESPACHO,2013-01-04,2013-02-28 00:00:00,2013-02-27,6G8240,CRA09464,BBB.,,Puntual,0.0
NP27249,ESPERANZA,CO,797F,DESPACHO,2013-01-04,,2013-01-16,S/N,LLM00166,LAJ00160,,Puntual,4985.0
NP27253,INTERCAMBIO GARANTIA,MO,797F,DESPACHO,2013-01-05,2013-01-25 00:00:00,2013-09-30,3659327,LLM01011,LAJ00175,,Overhaul,1806.0
NP27254,INTERCAMBIO GARANTIA,TR,797B,DESPACHO,2013-01-06,2013-06-30 00:00:00,,0R-9813,10185580,JSM00419,Evento,Overhaul,3979.0
NP27255,CERRO COLORADO,MF,994D,DESPACHO,2013-01-06,2013-02-28 00:00:00,2013-03-01,0R9601,CMCC180516,3TZ00262,,Overhaul,15456.0
NP27260,MINERA GABY,MO,3508,TERMINADO,2013-01-07,2013-01-25 00:00:00,2018-09-03,0R8553,BPX00133,S/N,,Overhaul,8881.0
CI12102,INTERCAMBIO,MA,797B,DESPACHO,2013-01-07,2013-02-11 00:00:00,2013-02-01,1925826,CRA09422,JSM00183,,Overhaul,9784.0
CI12104,INTERCAMBIO,MA,797B,DESPACHO,2013-01-07,2013-02-11 00:00:00,2013-02-02,1925826,CRA06020,JSM00288,,Overhaul,20285.0
CI12105,INTERCAMBIO,MA,797B,DESPACHO,2013-01-07,2013-02-12 00:00:00,2013-02-02,1925826,CRA09391,JSM00337,,Overhaul,24984.0
NP27261,CERRO COLORADO,CO,789C,DESPACHO,2013-01-08,2013-03-20 00:00:00,2013-03-18,0R4085,CMCC350202,2BW00153,,Overhaul,13244.0
NP27262,CERRO COLORADO,TR,789C,DESPACHO,2013-01-08,2013-04-23 00:00:00,2013-04-21,0R4008,10091500,2BW00526,,Overhaul,14324.0
NP27263,CERRO COLORADO,CO,793D,DESPACHO,2013-01-08,2013-02-28 00:00:00,2013-03-01,10R5399,TSC00393,FDB00829,,Overhaul,14555.0
NP27264,CERRO COLORADO,CO,789C,DESPACHO,2013-01-08,2013-03-20 00:00:00,2013-03-20,0R4085,3LT01535,2BW00529,,Overhaul,12876.0
NP27250,EL TESORO,MA,769D,DESPACHO,2013-01-08,2013-02-28 00:00:00,2013-02-19,6G8240,CRA09449,BBB,,Puntual,0.0
NP27251,EL TESORO,MF,769D,DESPACHO,2013-01-08,2013-02-28 00:00:00,2013-02-26,2G5860,CRA09462,BBB,,Puntual,0.0
NP27252,EL TESORO,MF,769D,DESPACHO,2013-01-08,2013-02-28 00:00:00,,2G5860,CRA09463,BBB,,Puntual,0.0
CI12112,INTERCAMBIO,MF,797F,DESPACHO,2013-01-08,2013-02-11 00:00:00,2013-02-19,3196703,DWT00131,LAJ00167,,Overhaul,10895.0
CI12103,INTERCAMBIO,MA,797B,DESPACHO,2013-01-08,2013-02-12 00:00:00,2013-02-12,1925826,CRA06632,JSM00464,,Overhaul,14259.0
DD00033,INTERCAMBIO,MF,793C,TERMINADO,2013-01-08,2013-01-18 00:00:00,2013-01-16,10R1822,CRA05434,4GZ00099,,Overhaul,14795.0
CI12107,INTERCAMBIO,MF,994D,DESPACHO,2013-01-08,2013-02-12 00:00:00,2013-01-29,0R9601,CRA06702,3TZ00310,,Overhaul,18120.0
CI12120,INTERCAMBIO,MF,797B,DESPACHO,2013-01-08,2013-02-13 00:00:00,2013-02-14,0R9814,10178665,JSM00333,,Overhaul,901.0
NP27266,ESPERANZA,MO,D10T,DESPACHO,2013-01-08,2013-02-15 00:00:00,2013-02-11,2712219,EHX05854,RJG02272,,Overhaul,12340.0
np27265,INTERCAMBIO GARANTIA,DI,793B,DESPACHO,2013-01-08,2013-03-25 00:00:00,2013-04-02,1350471C,CRA03003,1HL00368,,Overhaul,2149.0
CI12110,INTERCAMBIO,DI,789C,DESPACHO,2013-01-08,2013-02-09 00:00:00,2013-01-29,1256046,CRA03642,2BW01174,,Overhaul,18565.0
CI12111,INTERCAMBIO,DI,789C,DESPACHO,2013-01-08,2013-02-09 00:00:00,2013-02-19,1256046,CRA02028,2BW01224,,Overhaul,16593.0
CI12109,INTERCAMBIO,TR,793C,DESPACHO,2013-01-08,2013-02-09 00:00:00,2013-01-29,0R4749,10126010,4AR00320,,Overhaul,12526.0
CI12106,INTERCAMBIO,TR,777D,DESPACHO,2013-01-08,2013-02-22 00:00:00,2013-02-02,0R4005,1FX03221,AGC01217,,Overhaul,0.0
CI12108,INTERCAMBIO,DI,773E,DESPACHO,2013-01-08,2013-02-09 00:00:00,2013-01-29,9D6130,CRA04855,BDA00531,,Overhaul,35940.0
CI12113,INTERCAMBIO,DI,834G,DESPACHO,2013-01-09,2013-02-11 00:00:00,2013-02-19,1378851,CRA09437,BTX00349,,Overhaul,18797.0
CI12116,INTERCAMBIO,DI,793C,DESPACHO,2013-01-09,2013-02-09 00:00:00,2013-02-01,1350471C,CRA01849,4GZ0099,,Overhaul,14795.0
CI12117,INTERCAMBIO,CO,793B,DESPACHO,2013-01-09,2013-02-09 00:00:00,2013-02-01,0R4088,10063771,1HL00268,,Overhaul,13628.0
CI12118,INTERCAMBIO,TR,793B,DESPACHO,2013-01-09,2013-02-28 00:00:00,2013-02-05,0R4008,10144721,1HL00268,,Overhaul,12475.0
NP27270,CODELCO CHUQUI,MO,994F,DESPACHO,2013-01-09,2013-06-05 00:00:00,2013-06-04,10R2853,KDK00228,44200184,,Overhaul,200.0
NP27271,INTERCAMBIO,MO,797F,DESPACHO,2013-01-09,,2013-01-14,1,LLM01175,1,,Puntual,0.0
NP27272,MINISTRO HALES,MO,797F,DESPACHO,2013-01-09,2013-01-31 00:00:00,2013-01-24,3659327,LLM01168,S/N,Evento,Puntual,0.0
NP27273,MINISTRO HALES,MO,797F,DESPACHO,2013-01-09,2013-01-31 00:00:00,2013-02-01,3659327,LLM01167,S/N,Evento,Puntual,0.0
NP27275,MANTOS BLANCOS,CO,789C,DESPACHO,2013-01-09,2013-02-28 00:00:00,2013-02-26,0R4085,CRA07864,2BW01292,,Overhaul,11223.0
NP27267,ESCONDIDA,MO,D11R,DESPACHO,2013-01-10,2013-02-21 00:00:00,2013-02-21,1555556,2GR07498,7PZ01582,,Overhaul,11981.0
NP27268,ESCONDIDA,CO,D11R,DESPACHO,2013-01-10,2013-02-14 00:00:00,2013-02-19,1210030,4BT01771,7PZ01582,,Overhaul,11981.0
NP27277,CONTRATO MEL,MA,797F,DESPACHO,2013-01-10,2013-03-31 00:00:00,2013-03-25,2922171,CRA08113,LAJ00234,,Overhaul,7565.0
NP27278,ESPERANZA,MO,797F,DESPACHO,2013-01-10,2013-01-20 00:00:00,2013-01-21,20R1363,LLM01145,LAJ00159,,Puntual,0.0
NP27280,LOMAS BAYAS,MF,994F,DESPACHO,2013-01-11,2013-03-14 00:00:00,2013-03-08,1373505,CRA06023,44200283,,Overhaul,7824.0
NP27281,LOMAS BAYAS,MF,994F,DESPACHO,2013-01-11,2013-03-14 00:00:00,2013-03-10,1373505,CRA07691,44200283,,Overhaul,7824.0
NP27283,INTERCAMBIO GARANTIA,MF,797B,DESPACHO,2013-01-11,2013-06-07 00:00:00,2013-06-05,0R9814,10193575,JSM00294,Evento,Overhaul,2210.0
NP27284,SUC. IQUIQUE,TR,16H,DESPACHO,2013-01-11,2013-01-18 00:00:00,2013-01-17,10R1027,10132666B,0ATS00219,,Puntual,0.0
CI12123,INTERCAMBIO,MF,797B,DESPACHO,2013-01-11,2013-02-18 00:00:00,2013-02-19,0R9814,41273712,JSM00360,,Overhaul,22655.0
CI12126,INTERCAMBIO,CO,793,DESPACHO,2013-01-11,2013-02-27 00:00:00,2013-02-02,0R4088,10021213,3SJ00008,,Overhaul,14965.0
AD00021,INTERCAMBIO,MF,793C,DESPACHO,2013-01-14,,2013-01-29,10R1822,AOD00021,SIN SERIE,,Overhaul,0.0
AD00022,INTERCAMBIO,MF,793C,DESPACHO,2013-01-14,2013-01-24 00:00:00,2013-01-29,10R1822,AOD00022,SIN SERIE,,Overhaul,0.0
CI12135,INTERCAMBIO,MF,793,DESPACHO,2013-01-14,2013-02-18 00:00:00,2013-02-14,10R5399,1070891,3SJ00008,,Overhaul,0.0
CI12122,INTERCAMBIO,MF,797B,DESPACHO,2013-01-15,2013-02-19 00:00:00,2013-02-15,0R9814,10198468,JSM00360,,Overhaul,22655.0
CI12131,INTERCAMBIO,MA,797B,DESPACHO,2013-01-15,2013-02-18 00:00:00,2013-02-12,1925826,CRA09435,JSM00337,,Overhaul,24984.0
CI12128,INTERCAMBIO,MF,797B,DESPACHO,2013-01-15,2013-02-19 00:00:00,2013-03-04,0R9814,304377,JSM00178,,Overhaul,10855.0
CI12129,INTERCAMBIO,MF,797B,DESPACHO,2013-01-15,2013-02-19 00:00:00,2013-02-21,0R9814,1006176,JSM00355,,Overhaul,7287.0
CI12130,INTERCAMBIO,MF,797B,DESPACHO,2013-01-15,2013-02-19 00:00:00,2013-02-27,0R9814,108243,JSM00189,,Overhaul,11188.0
CI12127,INTERCAMBIO,MF,797B,DESPACHO,2013-01-15,2013-02-19 00:00:00,2013-02-22,0R9814,308301,JSM00175,,Overhaul,14151.0
CI12132,INTERCAMBIO,CO,797F,DESPACHO,2013-01-15,2013-02-26 00:00:00,2013-02-26,3171017,T3G00014,LAJ00165,,Overhaul,12724.0
CI12134,INTERCAMBIO,MO,824H,DESPACHO,2013-01-15,2013-03-02 00:00:00,2013-03-06,2258923,LHX11498,ASX00265,,Overhaul,15266.0
CI12133,INTERCAMBIO,TR,797F,DESPACHO,2013-01-15,2013-02-28 00:00:00,2013-03-01,3165264,R1N00327,LAJ00160,,Overhaul,12210.0
NP27288,C.R.C. ANTOFAGASTA,MO,793C,DESPACHO,2013-01-15,,2013-04-08,123456,S/N,S/N,,Puntual,0.0
CI12136,INTERCAMBIO,TR,793C,DESPACHO,2013-01-15,2013-03-01 00:00:00,2013-02-19,0R-4749,4GX02191,ATY00463,,Overhaul,12102.0
NP27257,SUC. COQUIMBO,MO,793F,DESPACHO,2013-01-16,2013-02-11 00:00:00,2013-02-18,2507100,B7B00289,SSP00267,,Puntual,8000.0
