OSMadre,Orden,Operacion,NPersonal,TrabajoReal
505900127200,505900127201,160,3483166,7.0
505900127200,505900127201,160,3483260,7.0
505900127200,505900127201,170,3479013,8.0
505900127200,505900127201,180,3479096,10.0
505900127200,505900127201,180,3480368,21.0
505900127200,505900127201,180,3483604,21.0
505900127200,505900127201,190,3480921,3.0
505900127200,505900127201,190,3482892,10.5
505900127200,505900127201,190,3483756,4.0
505900127200,505900127201,200,3479013,1.0
505900127200,505900127201,200,3483603,1.0
505900127200,505900127201,210,3480368,7.0
505900127200,505900127201,210,3483759,2.0
505900127200,505900127201,220,3479670,11.0
505900127200,505900127201,220,3480412,7.0
505900127200,505900127201,220,3480921,4.0
505900127200,505900127201,240,3482432,10.5
505900127200,505900127201,250,3482432,7.0
505900127200,505900127201,250,3483759,3.0
505900127200,505900127201,270,3480921,5.0
505900127200,505900127201,270,3482892,8.0
505900127200,505900127201,270,3483756,5.0
505900127200,505900127201,280,3479848,10.5
505900127200,505900127201,280,3482892,17.0
505900127200,505900127201,290,3479848,10.5
505900127200,505900127201,300,3479096,11.0
505900127200,505900127201,300,3479194,7.0
505900127200,505900127201,300,3479413,7.0
505900127200,505900127201,310,3478634,10.5
505900127200,505900127201,310,3483605,7.0
505900127200,505900127201,310,3483754,7.0
505900127200,505900127201,310,3483759,2.0
505900127200,505900127201,320,3478634,21.0
505900127200,505900127201,320,3478671,9.5
505900127200,505900127201,320,3479958,25.0
505900127200,505900127201,320,3480526,84.0
505900127200,505900127201,320,3480790,9.0
505900127200,505900127201,320,3482432,10.5
505900127200,505900127201,330,3480216,10.5
505900127200,505900127201,330,3481036,21.0
505900127200,505900127201,380,3483603,5.0
505900139900,505900139901,10,3480210,15.0
505900139900,505900139901,20,3477887,12.0
505900139900,505900139901,20,3478955,8.0
505900139900,505900139901,20,3479456,3.0
505900139900,505900139901,20,3481152,12.0
505900139900,505900139901,30,3477887,2.0
505900139900,505900139901,30,3478955,5.0
505900139900,505900139901,30,3479456,1.0
505900139900,505900139901,30,3481152,5.0
505900139900,505900139901,40,3479456,1.0
505900139900,505900139901,40,3482803,4.75
505900139900,505900139901,40,3483065,14.0
505900139900,505900139901,40,3483732,4.75
505900139900,505900139901,50,3479456,1.0
505900139900,505900139901,50,3480474,6.5
505900139900,505900139901,60,3479456,1.0
505900139900,505900139901,60,3480474,3.0
505900139900,505900139901,70,3479456,1.0
505900139900,505900139901,70,3480474,1.0
505900139900,505900139901,80,3479456,2.0
505900139900,505900139901,80,3480474,3.0
505900139900,505900139901,90,3478945,2.0
505900139900,505900139901,90,3479456,2.0
505900139900,505900139901,100,3478945,2.0
505900139900,505900139901,110,3478945,2.25
505900139900,505900139901,110,3479456,1.0
505900139900,505900139901,120,3478945,2.0
505900139900,505900139901,120,3482142,4.5
505900139900,505900139901,130,3478945,2.0
505900139900,505900139901,140,3478945,2.5
505900139900,505900139901,150,3483834,4.0
505900139900,505900139901,160,3481152,5.0
505900139900,505900139901,160,3482686,3.0
505900139900,505900139901,170,3478945,7.0
505900139900,505900139901,170,3478983,5.0
505900139900,505900139901,180,3477887,10.0
505900139900,505900139901,180,3482686,7.0
505900139900,505900139901,190,3479994,13.0
505900139900,505900139901,190,3482142,5.5
505900139900,505900139901,200,3479456,1.0
505900139900,505900139901,200,3480474,3.75
505900139900,505900139901,210,3477887,5.0
505900139900,505900139901,210,3481152,7.0
505900139900,505900139901,220,3480412,16.0
505900139900,505900139901,230,3477887,8.0
505900139900,505900139901,230,3481152,9.0
505900139900,505900139901,230,3482696,24.0
505900139900,505900139901,240,3478671,4.0
505900139900,505900139901,250,3478955,3.0
505900139900,505900139901,270,3482142,5.5
505900139900,505900139901,270,3482892,12.0
505900139900,505900139901,280,3475668,2.0
505900139900,505900139901,280,3483062,14.0
505900139900,505900139901,290,3475668,10.0
505900139900,505900139901,300,3479194,4.5
505900139900,505900139901,300,3479212,11.0
505900139900,505900139901,300,3479413,4.5
505900139900,505900139901,300,3480699,11.0
505900139900,505900139901,310,3477887,6.0
505900139900,505900139901,310,3479212,31.5
505900139900,505900139901,310,3480699,21.0
505900139900,505900139901,310,3481152,6.0
505900139900,505900139901,320,3478671,6.5
505900139900,505900139901,320,3479049,21.0
505900139900,505900139901,320,3479186,18.0
505900139900,505900139901,320,3479192,30.0
505900139900,505900139901,320,3479212,33.5
505900139900,505900139901,320,3479681,10.0
505900139900,505900139901,320,3480699,19.5
505900139900,505900139901,320,3480705,18.0
505900139900,505900139901,330,3480216,42.0
505900139900,505900139901,340,3481036,10.5
505900149200,505900149201,30,3482696,22.0
505900149200,505900149201,30,3482704,22.0
505900149200,505900149201,40,3477876,20.0
505900149200,505900149201,40,3477887,10.0
505900149200,505900149201,50,3479192,5.0
505900149200,505900149201,50,3479848,10.5
505900149200,505900149201,50,3479985,48.0
505900149200,505900149201,50,3480047,18.0
505900149200,505900149201,50,3480537,32.0
505900149200,505900149201,50,3482593,16.0
505900149200,505900149201,50,3483181,49.5
505900149200,505900149201,60,3479015,49.5
505900149200,505900149201,60,3479192,5.5
505900149200,505900149201,60,3479212,16.0
505900149200,505900149201,60,3479999,40.0
505900149200,505900149201,60,3480205,49.5
505900149200,505900149201,60,3480537,16.0
505900149200,505900149201,70,3480368,16.5
505900149200,505900149201,70,3480927,16.5
505900149200,505900149201,70,3483260,16.5
505900149200,505900149201,70,3483754,16.5
505900149200,505900149201,70,3483782,16.5
505900149200,505900149201,80,3480412,12.0
505900149200,505900149201,80,3480921,38.0
505900149200,505900149201,90,3477887,10.0
505900149200,505900149201,90,3483604,5.5
505900149200,505900149201,90,3483605,16.5
505900149200,505900149201,100,3479668,22.0
505900149200,505900149201,100,3483604,10.0
505900149200,505900149201,110,3482868,14.0
505900149200,505900149201,110,3483166,11.0
505900149200,505900149201,120,3482575,5.0
505900149200,505900149201,130,3477876,16.5
505900149200,505900149201,130,3483062,10.0
505900149200,505900149201,140,3479096,19.0
505900149200,505900149201,140,3483604,3.5
505900149200,505900149201,140,3483759,16.5
505900149200,505900149201,150,3479096,4.0
505900149200,505900149201,150,3482803,35.0
505900149200,505900149201,160,3478945,2.0
505900149200,505900149201,170,3482892,2.0
505900149200,505900149201,180,3479994,8.0
505900149200,505900149201,180,3483065,10.5
505900149200,505900149201,190,3479994,4.0
505900149200,505900149201,190,3483732,11.0
505900149200,505900149201,210,3478945,2.0
505900149200,505900149201,220,3478945,2.0
505900149200,505900149201,230,3478945,2.5
505900149200,505900149201,240,3481036,42.0
505900149200,505900149201,260,3478945,2.0
505900149200,505900149201,270,3478945,2.0
505900149200,505900149201,280,3478945,2.0
505900149200,505900149201,290,3478945,2.0
505900149200,505900149201,300,3480921,21.0
505900149200,505900149201,300,3482696,16.5
505900149200,505900149201,300,3483604,3.5
505900149200,505900149201,310,3479013,10.0
505900149200,505900149201,320,3482803,15.0
505900149200,505900149201,340,3482704,16.5
505900149200,505900149201,350,3483604,11.0
505900149200,505900149201,360,3483166,11.0
505900149200,505900149201,370,3478171,7.0
505900149200,505900149201,370,3483603,5.0
505900149200,505900149201,380,3478171,9.0
505900149200,505900149201,380,3483603,2.0
505900149200,505900149201,390,3479049,16.0
505900149200,505900149201,390,3479985,8.0
505900149200,505900149201,390,3480537,18.5
505900149200,505900149201,430,3475668,11.0
505900149200,505900149201,430,3479194,2.0
505900149200,505900149201,430,3479833,5.0
505900149200,505900149201,430,3482686,5.0
505900149200,505900149201,430,3483758,9.0
505900149200,505900149201,430,3483833,21.0
505900149200,505900149201,430,3484585,1.0
505900149200,505900149201,440,3477871,20.0
505900149200,505900149201,440,3484397,21.0
505900149200,505900149201,460,3483062,10.0
505900149200,505900149201,470,3482868,10.0
505900149200,505900149201,470,3483720,10.5
505900149200,505900149201,480,3478171,3.0
505900149200,505900149201,490,3478171,4.0
505900149200,505900149201,500,3477881,1.0
505900149200,505900149201,500,3478171,1.0
505900149200,505900149201,510,3480412,10.0
505900149200,505900149201,510,3484533,15.0
505900149200,505900149201,520,3478945,1.0
505900149200,505900149201,530,3482575,10.0
505900149200,505900149201,530,3482892,12.0
505900149200,505900149201,530,3483756,5.0
505900149200,505900149201,540,3478171,3.0
505900149200,505900149201,540,3483603,2.5
505900149200,505900149201,550,3480412,10.0
505900149200,505900149201,550,3484533,15.0
505900158900,505900158901,20,3480368,5.5
505900158900,505900158901,20,3483260,11.0
505900158900,505900158901,30,3480368,5.5
505900158900,505900158901,30,3480927,11.0
505900158900,505900158901,30,3482432,11.0
505900158900,505900158901,30,3482696,11.0
505900158900,505900158901,30,3482704,11.0
505900158900,505900158901,30,3483604,11.0
505900158900,505900158901,30,3483605,11.0
505900158900,505900158901,30,3483720,11.0
505900158900,505900158901,30,3483754,11.0
505900158900,505900158901,30,3483759,11.0
505900158900,505900158901,40,3479668,11.0
505900158900,505900158901,40,3480216,10.5
505900158900,505900158901,40,3482432,10.5
505900158900,505900158901,40,3483166,5.5
505900158900,505900158901,40,3483782,10.5
505900158900,505900158901,60,3478983,10.5
505900158900,505900158901,60,3479994,7.0
505900158900,505900158901,60,3483603,2.5
505900158900,505900158901,70,3483166,5.5
505900158900,505900158901,70,3483260,11.0
505900158900,505900158901,80,3477879,1.0
505900158900,505900158901,80,3483834,0.5
505900158900,505900158901,80,3484397,21.0
505900158900,505900158901,90,3480474,3.0
505900158900,505900158901,90,3480921,2.5
505900158900,505900158901,100,3478171,8.0
505900158900,505900158901,100,3480921,2.0
505900158900,505900158901,100,3483603,4.0
505900158900,505900158901,110,3480474,4.0
505900158900,505900158901,110,3483603,3.5
505900158900,505900158901,120,3480474,1.0
505900158900,505900158901,120,3483603,1.0
505900158900,505900158901,130,3478945,2.5
505900158900,505900158901,140,3478945,2.0
505900158900,505900158901,150,3478945,2.0
505900158900,505900158901,170,3478945,2.0
505900158900,505900158901,180,3478945,2.5
505900158900,505900158901,190,3475668,16.0
505900158900,505900158901,190,3482432,16.5
505900158900,505900158901,190,3482868,10.0
505900158900,505900158901,200,3479096,18.0
505900158900,505900158901,200,3483260,11.0
505900158900,505900158901,200,3483756,6.0
505900158900,505900158901,200,3483782,11.0
505900158900,505900158901,210,3479670,4.0
505900158900,505900158901,210,3483603,25.0
505900158900,505900158901,210,3483756,6.0
505900158900,505900158901,220,3482892,3.0
505900158900,505900158901,230,3479668,10.5
505900158900,505900158901,230,3481291,2.0
505900158900,505900158901,230,3482868,1.0
505900158900,505900158901,230,3483782,11.0
505900158900,505900158901,240,3482868,16.0
505900158900,505900158901,250,3479670,10.5
505900158900,505900158901,250,3479994,2.0
505900158900,505900158901,250,3480210,2.0
505900158900,505900158901,250,3480412,8.0
505900158900,505900158901,260,3480210,21.0
505900158900,505900158901,260,3480368,11.0
505900158900,505900158901,270,3480368,11.0
505900158900,505900158901,280,3478590,73.5
505900158900,505900158901,280,3478671,73.5
505900158900,505900158901,280,3479958,8.5
505900158900,505900158901,280,3480047,10.5
505900158900,505900158901,280,3480205,10.5
505900158900,505900158901,280,3480790,40.0
505900158900,505900158901,290,3479456,3.0
505900158900,505900158901,290,3480927,22.0
505900158900,505900158901,290,3482432,5.5
505900158900,505900158901,290,3482696,22.0
505900158900,505900158901,290,3482704,11.0
505900158900,505900158901,290,3483754,22.0
505900158900,505900158901,290,3483759,22.0
505900158900,505900158901,300,3479456,2.0
505900158900,505900158901,300,3482696,10.5
505900158900,505900158901,300,3482704,11.0
505900158900,505900158901,300,3483720,5.5
505900158900,505900158901,310,3478983,10.5
505900158900,505900158901,310,3479456,1.0
505900158900,505900158901,310,3479994,4.0
505900158900,505900158901,310,3483603,2.5
505900158900,505900158901,310,3483756,2.0
505900158900,505900158901,320,3477879,9.5
505900158900,505900158901,320,3479456,1.0
505900158900,505900158901,320,3482308,10.5
505900158900,505900158901,320,3483720,11.0
505900158900,505900158901,320,3483834,3.5
505900158900,505900158901,330,3478634,10.5
505900158900,505900158901,340,3478171,1.0
505900158900,505900158901,340,3479456,1.0
505900158900,505900158901,340,3480474,1.0
505900158900,505900158901,340,3483065,2.5
505900158900,505900158901,350,3478171,1.0
505900158900,505900158901,350,3479456,1.0
505900158900,505900158901,350,3480474,2.0
505900158900,505900158901,350,3480921,2.0
505900158900,505900158901,350,3483603,4.0
505900158900,505900158901,350,3483756,3.0
505900158900,505900158901,360,3478945,2.0
505900158900,505900158901,360,3479456,1.0
505900158900,505900158901,370,3478945,2.0
505900158900,505900158901,370,3479456,1.0
505900158900,505900158901,380,3478945,2.0
505900158900,505900158901,380,3479456,1.0
505900158900,505900158901,390,3479456,1.0
505900158900,505900158901,390,3480210,2.0
505900158900,505900158901,390,3483720,5.5
505900158900,505900158901,400,3479456,1.0
505900158900,505900158901,400,3482892,30.0
505900158900,505900158901,400,3483065,8.0
505900158900,505900158901,400,3483756,2.0
505900158900,505900158901,410,3479456,1.0
505900158900,505900158901,410,3482892,6.5
505900158900,505900158901,410,3483065,2.0
505900158900,505900158901,420,3479456,1.0
505900158900,505900158901,420,3479848,10.5
505900158900,505900158901,420,3480423,5.0
505900158900,505900158901,420,3483604,5.5
505900158900,505900158901,430,3479456,1.0
505900158900,505900158901,430,3483166,10.5
505900158900,505900158901,430,3483604,11.0
505900158900,505900158901,440,3479456,1.0
505900158900,505900158901,440,3479668,11.0
505900158900,505900158901,440,3483604,5.5
505900158900,505900158901,440,3483756,15.0
505900158900,505900158901,450,3479456,1.0
505900158900,505900158901,450,3480210,10.5
505900158900,505900158901,450,3480412,9.0
505900158900,505900158901,450,3483756,1.5
505900158900,505900158901,460,3479668,11.0
505900158900,505900158901,470,3477881,3.5
505900158900,505900158901,470,3478983,21.0
