Aviso,Cl.Aviso,SIMS,Centro planificación,Area Emp,Sociedad,OrdSup,OrdServ,Clase Orden,TAM,Status de sistema,Status Usu.Orden de Servicio,Apr Hs,NF,SolicParts,PrtsEntreg,BO,TTA,Norm.Liq.,Garant,N° Claim,Cliente,Vendedor,Equipo,Tipo Equipo,Fabricante,Modelo,Serie,N° Cotiz,Stat Claim,Avance %,Ord. Liqui,TotHsRe,TotHsPl,Precio Repuestos,Precio KMT,Precio Mano de Obra,Precio TTA,Precio Misc,Precio Viaje,Precio total de venta,Costo Repuestos,Costo Mano de Obra,Costo TTA,Costo Misc,Costo KMT,Costo Total OS,Fe AP OS,Días WIP,Dias Inac,Fe Cotiz,Fe Ent Co,Fe Aprob,Fe Prom Ej,Fe ConcS,Fe CieTec
300603349,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849601,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,QCON ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,60342079.0,,0,802361.0,175.0,298.3,82384.86,0,21535.25,0.0,0.0,0,103920.11,49758.6,8058.06,0.0,0.0,0,65637.59,2020-10-07,92,35,2020-10-19,2020-10-07,2020-10-07,,2021-01-04,2021-01-07
300610703,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849602,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610704,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849603,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610705,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849604,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610706,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849605,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610707,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849606,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610708,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849607,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610709,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849608,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610710,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849609,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610712,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849610,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610713,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849611,ZSHP - Orden servicio Taller,301 - Garantía PIP PSP,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZCLM ZTEC,@5C@,@5C@,@0A@,@08@,@08@,@EB@,NL,,1011360,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,60342380.0,CLSD,0,,10.5,8.0,456.52,0,320.78,0.0,0.0,0,777.3,531.54,472.04,0.0,0.0,0,1003.58,2020-10-19,78,1,2020-10-19,2020-10-19,2020-10-19,,2021-01-05,2021-01-05
300610714,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849600,505900849612,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,FMAT PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039888 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00362,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-3.53,0.0,0.0,0.0,0,-3.53,2020-10-19,73,28,2020-10-19,2020-10-19,2020-10-19,,2020-12-31,2020-12-31
300603370,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849701,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTI PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5B@,@0A@,,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,60327028.0,,100,802362.0,186.5,277.5,80685.39,0,23234.72,0.0,0.0,0,103920.11,45913.21,8432.37,0.0,0.0,0,58226.29,2020-10-07,48,0,2020-10-19,2020-10-07,2020-10-07,,2020-11-24,2020-11-24
300610801,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849702,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610802,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849703,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610803,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849704,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610804,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849705,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610805,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849706,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610806,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849707,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610807,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849708,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610808,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849709,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610809,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849710,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610810,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849700,505900849711,ZSHP - Orden servicio Taller,301 - Garantía PIP PSP,FMAT PREC NLIQ CERR PERI SSAP ENMN MOVM,ZCLM ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,1010861,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,60327168.0,CLSD,0,,0.0,0.0,881.99,0,0.0,0.0,0.0,0,881.99,947.71,0.0,0.0,0.0,0,947.71,2020-10-19,36,18,2020-10-19,2020-10-19,2020-10-19,,2020-11-24,2020-11-24
300603371,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849800,505900849801,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTI PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10038222 - LARGE TRACK TYPE (D9-D11) - D,Máquinas,AA,D11T,GEB01015,60326035.0,,100,802363.0,36.5,53.0,10416.51,0,3109.08,0.0,0.0,0,13525.59,8266.75,1649.02,0.0,0.0,0,10493.11,2020-10-07,44,0,2020-10-16,2020-10-07,2020-10-07,,2020-11-20,2020-11-20
300609347,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849800,505900849802,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10038222 - LARGE TRACK TYPE (D9-D11) - D,Máquinas,AA,D11T,GEB01015,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-16,0,384,,,,,,
300609349,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849800,505900849803,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTI PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10038222 - LARGE TRACK TYPE (D9-D11) - D,Máquinas,AA,D11T,GEB01015,60326035.0,,0,802363.0,0.0,0.0,670.34,0,0.0,0.0,0.0,0,670.34,524.16,0.0,0.0,0.0,0,524.16,2020-10-16,35,0,2020-10-16,2020-10-16,2020-10-16,,2020-11-20,2020-11-20
300609350,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849800,505900849804,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10038222 - LARGE TRACK TYPE (D9-D11) - D,Máquinas,AA,D11T,GEB01015,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-16,0,384,,,,,,
300609351,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849800,505900849805,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,PREC NLIQ CERR PERI SSAP ENMN MOVM DMNV,ZTEC,,@5C@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10038222 - LARGE TRACK TYPE (D9-D11) - D,Máquinas,AA,D11T,GEB01015,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1677.96,0.0,0.0,0.0,0,1677.96,2020-10-16,57,47,,2020-11-23,2020-11-23,,2021-01-19,2021-01-19
300603372,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849900,505900849901,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,QCON ZTEC,@5C@,@5C@,@0A@,,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040641 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00611,60323672.0,,0,802364.0,163.5,217.8,132039.35,0,10137.46,229.37,0.0,0,142406.18,131502.13,7363.14,226.79,0.0,0,140597.92,2020-10-07,36,7,2020-10-14,2020-10-08,2020-10-08,,2020-11-13,2020-11-13
300625074,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849900,505900849902,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040641 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00611,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-09,0,360,,,,,,
300625075,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849900,505900849903,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,NOTI PREC NLIQ CTEC SSAP KKMP,ZTEC,,@5B@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040641 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00611,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-09,4,0,,2020-11-09,2020-11-09,,2020-11-13,2020-11-13
300625076,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849900,505900849904,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040641 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00611,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-09,0,360,,,,,,
300625077,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900849900,505900849905,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CTEC PERI SSAP ENMN MOVM,ZTEC,,@5B@,@0A@,@08@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040641 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00611,60323672.0,,0,802364.0,0.0,0.0,3759.42,0,0.0,0.0,0.0,0,3759.42,3714.41,0.0,0.0,0.0,0,3714.41,2020-11-09,4,0,,2020-11-09,2020-11-09,,2020-11-13,2020-11-13
300603373,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900850000,505900850001,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5B@,@09@,@08@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040588 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00182,60314638.0,,100,802365.0,26.0,25.0,18754.31,0,1775.51,0.0,0.0,0,20529.82,33406.31,1151.26,0.0,0.0,0,34557.57,2020-10-07,12,0,,2020-10-08,2020-10-08,,2020-10-20,2020-10-20
300603577,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900850000,505900850002,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5B@,@09@,@09@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040588 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00182,60314638.0,,100,802365.0,127.0,132.9,112124.62,0,9438.62,0.0,0.0,0,121563.24,70523.19,5623.47,0.0,0.0,0,76146.66,2020-10-08,12,4,,2020-10-08,2020-10-08,,2020-10-20,2020-10-20
300610680,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900850000,505900850003,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040588 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00182,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610681,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900850000,505900850004,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040588 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00182,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-10-19,0,381,,,,,,
300610683,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900850000,505900850005,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,,@5B@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040588 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00182,60314638.0,,0,802365.0,0.0,0.0,371.23,0,0.0,0.0,0.0,0,371.23,236.34,0.0,0.0,0.0,0,236.34,2020-10-19,1,0,,2020-10-19,2020-10-19,,2020-10-20,2020-10-20
300603374,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900850100,505900850101,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTI PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040599 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00233,60327843.0,,100,802366.0,30.5,54.0,16801.77,0,3869.14,3151.16,0.0,0,23822.07,10997.85,1370.84,2021.83,0.0,0,15708.88,2020-10-07,48,0,2020-10-16,2020-10-08,2020-10-08,,2020-11-25,2020-11-25
300603578,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900850100,505900850102,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,QCON ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040599 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00233,60327843.0,,0,802366.0,129.0,132.9,109186.75,0,9455.47,0.0,0.0,0,118642.22,69553.88,5795.65,0.0,0.0,0,75349.53,2020-10-08,48,14,2020-10-16,2020-10-08,2020-10-08,,2020-11-25,2020-11-25
300604096,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900851600,505900851601,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTI PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040598 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00230,60319728.0,,100,802367.0,58.5,68.2,12044.02,0,3912.88,0.0,0.0,0,15956.9,9681.83,2590.34,0.0,0.0,0,13310.79,2020-10-08,28,3,2020-10-13,2020-10-08,2020-10-08,,2020-11-02,2020-11-05
300604117,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900852200,505900852201,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,,@5B@,@09@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040598 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00230,60316630.0,,100,802368.0,163.0,184.5,133631.95,0,12533.65,0.0,0.0,0,146165.6,77891.94,7217.53,19268.4,0.0,0,104377.87,2020-10-08,18,0,,2020-10-08,2020-10-08,,2020-10-26,2020-10-26
300604550,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900852500,505900852501,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CTEC PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@09@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039899 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00403,60327577.0,,100,802336.0,27.5,148.6,62665.83,0,11135.8,3653.86,0.0,0,77455.49,35424.27,1238.0,21584.49,0.0,0,63835.69,2020-10-09,47,0,2020-10-19,2020-10-09,2020-10-09,,2020-11-25,2020-11-25
300604551,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900852500,505900852502,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CTEC PERI SSAP ENMN MOVM,QCON ZTEC,,@5B@,@09@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039899 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00403,60327577.0,,100,802336.0,129.0,132.9,111070.52,0,9849.8,0.0,0.0,0,120920.32,70317.1,5799.56,0.0,0.0,0,76116.66,2020-10-09,47,0,2020-10-19,2020-10-09,2020-10-09,,2020-11-25,2020-11-25
300604553,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900852600,505900852601,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTI PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039899 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00403,60324169.0,,100,802370.0,26.0,117.8,60444.42,0,6443.95,275.83,0.0,0,67164.2,51399.43,1167.67,233.68,0.0,0,56993.0,2020-10-09,38,0,2020-10-16,2020-10-09,2020-10-09,,2020-11-16,2020-11-16
300604558,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900852600,505900852602,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,QCON ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039899 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00403,60324169.0,,0,802370.0,130.0,132.9,68761.67,0,7194.32,0.0,0.0,0,75955.99,59818.96,5853.21,0.0,0.0,0,65672.17,2020-10-09,38,5,2020-10-16,2020-10-09,2020-10-09,,2020-11-16,2020-11-16
