Aviso,Cl.Aviso,SIMS,Centro planificación,Area Emp,Sociedad,OrdSup,OrdServ,Clase Orden,TAM,Status de sistema,Status Usu.Orden de Servicio,Apr Hs,NF,SolicParts,PrtsEntreg,BO,TTA,Norm.Liq.,Garant,N° Claim,Cliente,Vendedor,Equipo,Tipo Equipo,Fabricante,Modelo,Serie,N° Cotiz,Stat Claim,Avance %,Ord. Liqui,TotHsRe,TotHsPl,Precio Repuestos,Precio KMT,Precio Mano de Obra,Precio TTA,Precio Misc,Precio Viaje,Precio total de venta,Costo Repuestos,Costo Mano de Obra,Costo TTA,Costo Misc,Costo KMT,Costo Total OS,Fe AP OS,Días WIP,Dias Inac,Fe Cotiz,Fe Ent Co,Fe Aprob,Fe Prom Ej,Fe ConcS,Fe CieTec
300038343,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900005500,505900005501,ZSHP - Orden servicio Taller,107 - Subcontrato orden a orde,NOTI PREC NLIQ CERR PERI SSAP ENMN FCPR,QCON ZTEC,,@5B@,@EB@,@EB@,@EB@,@EB@,NL,,,Z5006 - FINNING CHILE IQUIQUE,,10063065 - MOTORGRADERS - 24,Equipo de ETM,AA,24H,7KK00267,60014248.0,,100,500600004401.0,464.3,20.0,0.0,0,1000.0,0.0,0.0,0,1000.0,0.0,464.27,0.0,0.0,0,464.27,2018-10-30,37,0,,2018-11-13,2018-11-13,,2018-12-06,2018-12-06
300038741,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900016600,505900016601,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTP PREC NLIQ CERR PERI SSAP ENMN MOVM,QCON ZTEC,@5C@,@5C@,@0A@,,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039884 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00358,60236082.0,,0,800075.0,1357.5,1498.4,409617.22,0,61797.44,0.0,0.0,0,471414.66,447568.67,70122.89,695.58,6457.13,0,537396.03,2018-10-30,507,193,2018-01-07,2018-11-10,2018-11-10,,2020-03-20,2020-03-20
300051347,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900016600,505900016602,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039884 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00358,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-11-16,0,1084,,,,,,
300091862,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900016600,505900016603,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,FMAT NOTI PREC NLIQ CERR PERI SSAP ENMN,ZTEC,@5C@,@5B@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039884 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00358,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3210.72,0.0,0.0,0.0,0,3210.72,2018-12-04,437,0,2019-01-08,2019-01-08,2019-01-08,,2020-03-20,2020-03-20
300424505,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900016600,505900016604,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039884 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00358,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-01-27,0,647,,,,,,
300424506,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900016600,505900016605,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT PREC NLIQ CERR PERI SSAP ENMN MOVM,QCON ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039884 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00358,60236082.0,,0,800075.0,0.0,0.0,6767.91,0,0.0,0.0,0.0,0,6767.91,7412.25,0.0,0.0,0.0,0,7412.25,2020-01-27,53,29,2020-02-15,2020-01-27,2020-01-27,,2020-03-20,2020-03-20
300452987,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900016600,505900016606,ZSHP - Orden servicio Taller,304 - Garantía REDO,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZGIN ZTEC,@5C@,@5B@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039884 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00358,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,21.63,0.0,0.0,0.0,0,21.63,2020-03-05,15,0,,2020-03-05,2020-03-05,,2020-03-20,2020-03-20
300038786,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900019900,505900019901,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTP PREC NLIQ CERR PERI SSAP ENMN MOVM,QCON ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10063144 - LARGE TRACK TYPE (D9-D11) - D,Máquinas,AA,D11R,7PZ01601,60244356.0,,0,800147.0,610.8,570.5,89348.23,0,19817.08,3302.14,0.0,0,112467.45,113885.54,29996.64,4234.97,0.0,0,156573.64,2018-10-30,531,223,2019-01-10,2018-11-10,2018-11-10,,2020-04-13,2020-04-13
300116140,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900019900,505900019902,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10063144 - LARGE TRACK TYPE (D9-D11) - D,Máquinas,AA,D11R,7PZ01601,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-01-09,0,1030,,,,,,
300116144,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900019900,505900019903,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,FMAT NOTI PREC NLIQ CERR PERI SSAP ENMN,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10063144 - LARGE TRACK TYPE (D9-D11) - D,Máquinas,AA,D11R,7PZ01601,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1038.21,0.0,0.0,0.0,0,1038.21,2019-01-09,460,10,2019-01-10,2019-01-09,2019-01-09,,2020-04-13,2020-04-13
300442781,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900019900,505900019904,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10063144 - LARGE TRACK TYPE (D9-D11) - D,Máquinas,AA,D11R,7PZ01601,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-02-20,0,623,,,,,,
300442782,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900019900,505900019905,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10063144 - LARGE TRACK TYPE (D9-D11) - D,Máquinas,AA,D11R,7PZ01601,60244356.0,,0,800147.0,0.0,0.0,2138.11,0,0.0,0.0,0.0,0,2138.11,2743.37,0.0,0.0,0.0,0,2743.37,2020-02-20,53,10,,2020-02-20,2020-02-20,,2020-04-13,2020-04-13
300041265,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900041800,505900041801,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10061101 - LARGE WHEEL LOADERS - 994,Máquinas,AA,994F,000000000044200331,60227952.0,,100,800213.0,908.5,893.5,169149.6,0,36221.23,1014.07,0.0,0,206384.9,184939.78,43019.55,1340.82,0.0,0,242760.48,2018-10-31,485,69,2019-01-09,2018-11-10,2018-11-10,,2020-02-28,2020-02-28
300116552,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900041800,505900041802,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5B@,@0A@,@08@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10061101 - LARGE WHEEL LOADERS - 994,Máquinas,AA,994F,000000000044200331,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,54.66,0.0,0.0,0.0,0,54.66,2019-01-10,20,0,,2020-02-28,2020-02-28,,2020-03-19,2020-03-19
300116554,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900041800,505900041803,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,FMAT NOTI PREC NLIQ CERR PERI SSAP ENMN,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10061101 - LARGE WHEEL LOADERS - 994,Máquinas,AA,994F,000000000044200331,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,243.76,0.0,0.0,0.0,0,243.76,2019-01-10,412,0,2019-01-10,2019-01-10,2019-01-10,,2020-02-26,2020-02-26
300417534,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900041800,505900041804,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10061101 - LARGE WHEEL LOADERS - 994,Máquinas,AA,994F,000000000044200331,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-01-18,0,656,,,,,,
300417535,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900041800,505900041805,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10061101 - LARGE WHEEL LOADERS - 994,Máquinas,AA,994F,000000000044200331,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,237.67,0.0,0.0,0.0,0,237.67,2020-01-18,39,0,,2020-01-18,2020-01-18,,2020-02-26,2020-02-26
300417536,SR,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900041800,505900041806,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10061101 - LARGE WHEEL LOADERS - 994,Máquinas,AA,994F,000000000044200331,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-01-18,0,656,,,,,,
300056222,PW,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900071800,505900071801,ZSHP - Orden servicio Taller,107 - Subcontrato orden a orde,NOTP PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@0A@,,@09@,@EB@,NL,,,Z5014 - FINNING CHILE LOMAS BA,,10052151 - LARGE MINING TRUCKS - 793,Máquinas,AA,793F,SSP01171,60308426.0,,0,501400008701.0,500.5,328.8,52287.96,0,13878.21,980.8,0.0,0,67146.97,57216.18,24525.35,2049.14,0.0,0,89768.87,2018-11-22,678,30,2020-05-19,2018-11-22,2018-11-22,,2020-09-30,2020-09-30
300095822,PW,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900071800,505900071802,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP DMNV,ZTEC,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5014 - FINNING CHILE LOMAS BA,,10052151 - LARGE MINING TRUCKS - 793,Máquinas,AA,793F,SSP01171,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-12-10,660,660,,2018-12-10,2018-12-10,,2020-09-30,2020-09-30
300506451,PW,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900071800,505900071803,ZSHP - Orden servicio Taller,107 - Subcontrato orden a orde,FMAT PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5014 - FINNING CHILE LOMAS BA,,10052151 - LARGE MINING TRUCKS - 793,Máquinas,AA,793F,SSP01171,60308426.0,,0,501400008701.0,0.0,0.0,796.95,0,0.0,0.0,0.0,0,796.95,898.26,0.0,0.0,0.0,0,898.26,2020-05-18,134,52,2020-05-19,2020-05-19,2020-05-19,,2020-09-30,2020-09-30
300506452,PW,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900071800,505900071804,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP DMNV,ZTEC,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5014 - FINNING CHILE LOMAS BA,,10052151 - LARGE MINING TRUCKS - 793,Máquinas,AA,793F,SSP01171,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-18,135,135,,2020-05-18,2020-05-18,,2020-09-30,2020-09-30
300508214,PW,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900071800,505900071805,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,PREC NLIQ CERR PERI SSAP ENMN MOVM DMNV,ZTEC,@5C@,@5C@,@0A@,@09@,@09@,@EB@,NL,,,Z5014 - FINNING CHILE LOMAS BA,,10052151 - LARGE MINING TRUCKS - 793,Máquinas,AA,793F,SSP01171,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3550.44,0.0,0.0,0.0,0,3550.44,2020-05-20,29,28,,2020-09-01,2020-09-01,,2020-09-30,2020-09-30
300508216,PW,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900071800,505900071806,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5014 - FINNING CHILE LOMAS BA,,10052151 - LARGE MINING TRUCKS - 793,Máquinas,AA,793F,SSP01171,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-20,0,533,,,,,,
300508219,PW,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900071800,505900071807,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5014 - FINNING CHILE LOMAS BA,,10052151 - LARGE MINING TRUCKS - 793,Máquinas,AA,793F,SSP01171,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-20,0,533,,,,,,
300508220,PW,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900071800,505900071808,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5014 - FINNING CHILE LOMAS BA,,10052151 - LARGE MINING TRUCKS - 793,Máquinas,AA,793F,SSP01171,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-20,0,533,,,,,,
300508223,PW,@5B@,5059 - Centro Reparación Antof,SHP,5010,505900071800,505900071809,ZSHP - Orden servicio Taller,305 - Otras garantías/repuesto,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZCLM ZTEC,@5C@,@5B@,@0A@,,@09@,@EB@,NL,,1010014,Z5014 - FINNING CHILE LOMAS BA,,10052151 - LARGE MINING TRUCKS - 793,Máquinas,AA,793F,SSP01171,60303083.0,CLSD,100,,733.5,1313.2,161132.73,0,51111.29,0.0,0.0,0,212244.02,173375.7,34121.19,0.0,0.0,0,207496.89,2020-05-20,120,2,2020-05-22,2020-05-20,2020-05-20,,2020-09-17,2020-09-17
300086366,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900078900,505900078901,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@0A@,@09@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040581 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00175,60247477.0,,78,800343.0,1048.5,1160.3,277200.78,0,41968.82,133.21,0.0,0,319302.81,347511.92,44808.31,165.93,0.0,0,403236.16,2018-11-27,512,0,2019-01-31,2018-11-27,2018-11-27,,2020-04-22,2020-04-22
300138340,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900078900,505900078902,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040581 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00175,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-02-06,0,1002,,,,,,
300138343,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900078900,505900078903,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,FMAT NOTI PREC NLIQ CERR PERI SSAP ENMN,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040581 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00175,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,426.42,0.0,0.0,0.0,0,426.42,2019-02-06,441,0,2019-02-06,2019-02-06,2019-02-06,,2020-04-22,2020-04-22
300428215,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900078900,505900078904,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040581 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00175,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-01-31,0,643,,,,,,
300428216,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900078900,505900078905,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5B@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040581 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00175,60247477.0,,0,800343.0,0.0,0.0,4417.91,0,0.0,0.0,0.0,0,4417.91,5458.0,0.0,0.0,0.0,0,5458.0,2020-01-31,12,0,,2020-04-10,2020-04-10,,2020-04-22,2020-04-22
300428231,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900078900,505900078906,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040581 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00175,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-01-31,0,643,,,,,,
300428233,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900078900,505900078907,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040581 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00175,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-01-31,0,643,,,,,,
300087076,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900080900,505900080901,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTP PREC NLIQ CERR PERI SSAP ENMN MOVM,QCON ZTEC,@5C@,@5C@,@0A@,@09@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,60239465.0,,0,800344.0,770.3,861.3,161678.23,0,35258.61,1201.05,0.0,0,198137.89,240272.16,32281.09,1364.02,0.0,0,287047.66,2018-11-28,487,60,2019-01-21,2018-11-28,2018-11-28,,2020-03-28,2020-03-29
300124577,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900080900,505900080902,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-01-18,0,1021,,,,,,
300124579,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900080900,505900080903,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,FMAT NOTI PREC NLIQ CERR PERI SSAP ENMN,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,8446.32,0.0,0.0,0.0,0,8446.32,2019-01-18,435,0,2019-01-21,2019-01-18,2019-01-18,,2020-03-28,2020-03-28
300449853,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900080900,505900080904,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-03-02,0,612,,,,,,
300449990,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900080900,505900080905,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZTEC,@5C@,@5B@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,60239465.0,,0,800344.0,0.0,0.0,3906.58,0,0.0,0.0,0.0,0,3906.58,4420.34,0.0,0.0,0.0,0,4420.34,2020-03-02,26,0,,2020-03-02,2020-03-02,,2020-03-28,2020-03-28
300090966,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900088700,505900088701,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTP PREC NLIQ CERR PERI SSAP ENMN MOVM,QCON ZTEC,@5C@,@5C@,@0A@,@09@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,60262800.0,,0,800445.0,1548.5,1960.6,376994.5,0,91609.74,2088.85,0.0,0,470693.09,407721.35,63816.67,2093.4,0.0,0,503881.42,2018-12-03,543,188,2019-01-17,2018-12-03,2018-12-03,,2020-05-29,2020-05-29
300122766,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900088700,505900088702,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-01-17,0,1022,,,,,,
300122767,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900088700,505900088703,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,FMAT NOTI PREC NLIQ CERR PERI SSAP ENMN,ZTEC,@5C@,@5B@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3848.2,0.0,0.0,0.0,0,3848.2,2019-01-17,499,0,2019-01-21,2019-01-17,2019-01-17,,2020-05-30,2020-05-30
300494106,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900088700,505900088704,ZSHP - Orden servicio Taller,101 - Serv intersuc concesione,PREC NLIQ CERR SSAP KKMP,WOOP,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-04,0,549,,,,,,
300494107,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900088700,505900088705,ZSHP - Orden servicio Taller,104 - Serv interdep concesione,PREC NLIQ CERR PERI SSAP ENMN MOVM FCPR,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,,,0,800445.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-04,42,37,,2020-05-04,2020-05-04,,2020-06-15,2020-06-15
300509306,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505900088700,505900088706,ZSHP - Orden servicio Taller,304 - Garantía REDO,NOTI PREC NLIQ CERR PERI SSAP ENMN MOVM,ZGIN ZTEC,@5C@,@5B@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,,,0,,63.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-5.88,2692.36,0.0,0.0,0,2686.48,2020-05-22,14,6,,2020-05-22,2020-05-22,,2020-05-30,2020-06-05
