OrdenPrinc,Orden,Cl.,Cl.actv.PM,StatUsu,Texto breve,CeCo resp.,Ce.coste,Pto.tbjo.responsable,CrC,Material,Status del sistema,Inic.real,Fin real,Tota general (plan),Total general (real),Fecha ref.,Fe.modif.,Fe.entrada
505900073800,505900073801,ZSHP,107,ZTEC QCON,CI.CO.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-11-30,2019-05-22,12529.71,12436.71,2019-05-22,2020-10-30,2018-11-24
505900073900,505900073901,ZSHP,108,ZTEC QCON,CI.DI.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CTEC NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-11-21,2019-07-09,38817.09,37243.19,2019-07-10,2019-07-10,2018-11-24
505900074100,505900074101,ZSHP,101,ZTEC,SM797B/CI/OPERACIONES/1925826,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV KKMP NLIQ PREC,2019-04-05,2019-04-05,0.0,0.0,2019-04-05,2020-10-30,2018-11-24
505900074200,505900074201,ZSHP,101,ZTEC,CI.DI.OH,5055DCHRL,5055DCHRL,5059RCPT,1.0,SEG_MINING,CTEC NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-01,2019-07-20,25135.73,0.0,2019-07-29,2019-07-29,2018-11-24
505900074300,505900074301,ZSHP,108,ZTEC QCON,CI.CO.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-11-30,2019-05-22,12723.75,12160.98,2019-05-22,2020-10-30,2018-11-24
505900075500,505900075501,ZSHP,108,ZTEC,CI.MF.OH.,5059RCHOP,5059RCHOP,5059RCPT,1.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2018-11-24,2019-08-02,149523.71,145443.39,2019-08-06,2020-10-30,2018-11-26
505900075600,505900075601,ZSHP,108,ZTEC QCON,CI.MF.OH,5059RCHOP,5059RCHOP,5059RCPT,1.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2018-11-24,2019-05-23,40643.06,41894.13,2020-03-31,2020-11-03,2018-11-26
505900078900,505900078901,ZSHP,108,ZTEC,800343.CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2018-11-29,2020-04-21,395506.18,403236.16,2020-04-22,2020-11-03,2018-11-27
505900078900,505900078902,ZSHP,101,WOOP,MO797F/CI/AVISOREMAN300083768,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-02-06
505900078900,505900078903,ZSHP,104,ZTEC,FALTANTES,5059RCHOP,5090DCHEP,5059RCET,2.0,797F_V000.AA,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2020-04-21,2020-04-21,443.85,426.42,2020-04-22,2020-11-03,2019-02-06
505900078900,505900078904,ZSHP,101,WOOP,CARGO ADICIONAL,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2020-01-31
505900078900,505900078905,ZSHP,108,ZTEC,800343.ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2020-04-21,2020-04-21,5458.0,5458.0,2020-04-22,2020-11-03,2020-01-31
505900078900,505900078906,ZSHP,101,WOOP,GARANTIA DE REDO,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2020-01-31
505900078900,505900078907,ZSHP,101,WOOP,T1 CAT-CLA,5059RCHOP,5055DCHRL,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2020-01-31
505900079800,505900079801,ZSHP,108,ZTEC,CI.DI.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-01,2019-05-20,35325.27,34527.91,2019-05-20,2020-10-30,2018-11-28
505900080000,505900080001,ZSHP,101,ZTEC,DI797B/CI/OPERACIONES/2912627,5055DCHRL,5055DCHRL,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2018-11-28,2019-09-14,29201.75,29791.94,2019-09-22,2020-10-30,2018-11-28
505900080100,505900080101,ZSHP,108,ZTEC QCON,CI.MF.OH.,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-01,2019-05-23,86040.95,84462.97,2019-05-23,2020-10-30,2018-11-28
505900080200,505900080201,ZSHP,108,ZTEC,CI.MF.OH.,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-01,2019-04-19,93801.33,90933.46,2019-04-23,2020-10-30,2018-11-28
505900080300,505900080301,ZSHP,108,ZTEC QCON,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CTEC NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-01,2019-07-29,36310.6,36208.63,2019-07-30,2019-07-30,2018-11-28
505900080300,505900080302,ZSHP,300,WOOP,TR793D/CI/300083770,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-11-08,2020-10-30,2019-07-15
505900080300,505900080303,ZSHP,303,WOOP,TR793D/CI/300083770,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-11-08,2020-10-30,2019-07-15
505900080300,505900080304,ZSHP,101,WOOP,TR793D/CI/300083770,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-07-15
505900080300,505900080305,ZSHP,104,ZTEC,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-11-12,2019-11-12,100.48,100.5,2019-11-13,2020-10-30,2019-07-15
505900080500,505900080501,ZSHP,108,ZTEC,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-01,2019-08-08,34533.63,34621.17,2019-08-08,2020-10-30,2018-11-28
505900080500,505900080502,ZSHP,104,WOOP,TR994F/CI/300083776,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-11,2020-11-03,2019-01-09
505900080500,505900080503,ZSHP,104,ZTEC,CI.TR.OH,5059RCHOP,5090DCHEP,5059RCPT,2.0,SEG_MINING,CERR NOTI FMAT MOVM NLIQ PERI PREC,2019-12-18,2019-12-18,540.15,572.78,2019-12-19,2020-10-30,2019-01-09
505900080500,505900080504,ZSHP,101,WOOP,TR994F/CI/300083776,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-05-20
505900080500,505900080505,ZSHP,104,WOOP,TR994F/CI/300083776,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-11-08,2020-10-30,2019-05-20
505900080500,505900080506,ZSHP,304,WOOP,TR994F/CI/300083776,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-11-08,2020-10-30,2019-05-20
505900080500,505900080507,ZSHP,101,ZTEC,CI.TR.OH,5055DCHRL,5055DCHRL,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-07-15,2019-08-16,16283.17,16307.64,2019-08-16,2020-10-30,2019-05-20
505900080600,505900080601,ZSHP,108,ZTEC,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CTEC NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-01,2019-07-29,30732.9,31144.99,2019-07-29,2019-07-29,2018-11-28
505900080600,505900080602,ZSHP,104,WOOP,TR793F/CI/300083780,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-11,2020-11-03,2019-01-03
505900080600,505900080603,ZSHP,104,ZTEC,CI.TR.OH.FALTANTE,5059RCHOP,5090DCHEP,5059RCPT,2.0,SEG_MINING,CERR NOTI FMAT MOVM NLIQ PERI PREC,2019-01-03,2019-07-29,2191.44,2154.36,2019-07-29,2020-10-30,2019-01-03
505900080600,505900080604,ZSHP,101,WOOP,TR793F/CI/300083780,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-07-08
505900080600,505900080605,ZSHP,104,ZTEC,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-07-08,2019-07-29,98.1,98.1,2019-07-29,2020-10-30,2019-07-08
505900080700,505900080701,ZSHP,101,ZTEC,TR777G/CI/OPERACIONES/20R3956,5055DCHRL,5055DCHRL,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2018-11-29,2019-09-05,30129.23,31614.49,2019-09-05,2020-10-30,2018-11-28
505900080700,505900080702,ZSHP,101,ZTEC,TR777G/CI/FALTANTES/20R3956. P4,5055DCHRL,5055DCHRL,5059RCPT,2.0,SEG_MINING,CERR DMNV FMAT MOVM NLIQ PERI PREC,,,100.41,100.35,2019-08-30,2020-10-30,2018-12-07
505900080700,505900080703,ZSHP,104,WOOP,TR777G/CI/300083779,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-11,2020-11-03,2018-12-21
505900080700,505900080704,ZSHP,104,WOOP,TR777G/CI/300083779,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-11,2020-11-03,2018-12-21
505900080700,505900080705,ZSHP,104,ZTEC,CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-09-23,2019-09-23,310.6,310.64,2019-09-24,2020-10-30,2018-12-21
505900080700,505900080706,ZSHP,104,WOOP,TR777G/CI/300083779,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-11,2020-11-03,2018-12-21
505900080700,505900080707,ZSHP,101,ZTEC,CI.TR.OH.P4,5055DCHRL,5055DCHRL,5059RCPT,2.0,SEG_MINING,CERR DMNV FMAT MOVM NLIQ PERI PREC,,,2659.51,2627.27,2019-08-31,2020-10-30,2018-12-21
505900080900,505900080901,ZSHP,108,ZTEC QCON,800344.CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTP FCPR DMNV MOVM NLIQ PERI PREC,2018-11-30,,222806.27,287047.66,2020-07-24,2021-01-04,2018-11-28
505900080900,505900080902,ZSHP,101,WOOP,MO789C/CI/300083778,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-01-18
505900080900,505900080903,ZSHP,104,ZTEC,FALTANTES,5059RCHOP,5090DCHEP,5059RCET,2.0,SEG_MINING,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2020-03-27,2020-03-27,8471.5,8446.32,2020-03-28,2020-11-03,2019-01-18
505900080900,505900080904,ZSHP,101,WOOP,MO789C/CI/300083778,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2020-03-02
505900080900,505900080905,ZSHP,108,ZTEC,800344.ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2020-03-27,2020-03-27,4420.34,4420.34,2020-03-28,2020-11-03,2020-03-02
505900081500,505900081501,ZSHP,101,ZTEC,CI.MF.OH,5055DCHRL,5055DCHRL,5059RCPT,2.0,SEG_MINING,CERR NOTP DMNV FMAT MOVM NLIQ PERI PREC,2018-12-01,,11556.04,11439.51,2019-08-31,2020-10-30,2018-11-28
505900084300,505900084301,ZSHP,108,ZTEC QCON,CI.CO.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-01,2019-05-18,19889.99,19608.49,2019-05-19,2020-10-30,2018-11-29
505900084400,505900084401,ZSHP,108,ZTEC QCON,CI.CO.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-06,2019-05-16,18488.82,17892.56,2020-03-27,2020-11-03,2018-11-29
505900084800,505900084801,ZSHP,108,ZTEC QCON,CI.SM.OH.,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-06,2019-05-20,63571.61,63581.99,2019-05-20,2020-10-30,2018-11-29
505900084800,505900084802,ZSHP,104,ZTEC,CI.SM.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-04-23,2019-06-12,7881.31,8034.44,2019-06-12,2020-10-30,2019-04-23
505900085500,505900085501,ZSHP,108,ZTEC QCON,CI.MF.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-01,2019-05-14,13081.41,12506.06,2020-03-26,2020-11-03,2018-11-30
505900085500,505900085502,ZSHP,104,ZTEC,MF854K/CI/FALTANTES/10R0802,5059RCHOP,5090DCHEP,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2019-11-18,2019-11-18,949.76,972.67,2019-11-19,2020-10-30,2018-12-07
505900085600,505900085601,ZSHP,108,ZTEC QCON,CI.MT.OH.,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-01,2019-05-29,16411.01,16431.07,2020-03-25,2020-11-03,2018-11-30
505900088700,505900088701,ZSHP,108,ZTEC QCON,800445 CI-MO-797B - OS 05 TRASPASAR ACA,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTP FCPR MACO MOVM NLIQ PERI PREC,2018-12-05,,475909.26,503881.42,2020-05-29,2020-12-02,2018-12-03
505900088700,505900088702,ZSHP,101,WOOP,MO797B/CI/300087231,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-01-17
505900088700,505900088703,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5090DCHEP,5059RCET,2.0,SEG_MINING,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2020-05-28,2020-05-28,3992.53,3848.2,2020-05-30,2020-12-02,2019-01-17
505900088700,505900088704,ZSHP,101,WOOP,MO797B/CI/300087231,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2020-05-04
505900088700,505900088705,ZSHP,104,ZTEC,800445.ADICIONALES - TRASPASAR A OS 01,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR FCPR DMNV MOVM NLIQ PERI PREC,,,0.0,0.0,2020-06-15,2021-01-04,2020-05-04
505900088700,505900088706,ZSHP,304,ZTEC ZGIN,800303.CI.MO.OH.GARANTIA REDO,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTI MOVM NLIQ PERI PREC,2020-05-22,2020-05-28,0.0,2686.48,2020-06-05,2021-01-04,2020-05-22
505900088700,505900088707,ZSHP,101,WOOP,MO797B/CI/300087231,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2020-06-04
505900088700,505900088708,ZSHP,101,WOOP,MO797B/CI/300087231,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2020-06-04
505900088700,505900088709,ZSHP,305,ZTEC ZGIN,GARANTIA DE FABRICA,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2020-06-04,2020-06-04,746.92,746.92,2020-07-08,2021-01-04,2020-06-04
505900088800,505900088801,ZSHP,108,ZTEC QCON,CI.DI.OH.,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-07,2019-06-19,14051.56,10388.94,2020-03-25,2020-11-03,2018-12-03
505900088900,505900088901,ZSHP,101,ZTEC,CI.DI.OH,5055DCHRL,5055DCHRL,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2018-12-05,2019-09-12,52434.97,54822.15,2019-09-12,2020-10-30,2018-12-03
505900089000,505900089001,ZSHP,101,ZTEC,CI.DI.OH,5055DCHRL,5055DCHRL,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2018-12-05,2019-08-27,27288.23,27066.4,2019-08-27,2020-10-30,2018-12-03
505900089100,505900089101,ZSHP,101,ZTEC,CI.DI.OH,5055DCHRL,5055DCHRL,5059RCPT,2.0,SEG_MINING,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2018-12-05,2019-09-14,27978.05,28749.48,2019-09-17,2020-10-30,2018-12-03
505900089200,505900089201,ZSHP,108,ZTEC QCON,MO7973F/CI/OPERACIONES/20R4666,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2018-12-05,2019-12-27,343754.13,325156.9,2019-12-29,2020-10-30,2018-12-03
505900089200,505900089202,ZSHP,101,WOOP,MO7973F/CI/300087809,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-05
505900089200,505900089203,ZSHP,101,WOOP,MO7973F/CI/300087809,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-05
505900089200,505900089204,ZSHP,101,WOOP,MO7973F/CI/300087809,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-05
505900089200,505900089205,ZSHP,104,ZTEC,ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2019-12-20,2019-12-20,94.23,94.41,2019-12-21,2020-10-30,2019-12-05
505900089300,505900089301,ZSHP,108,ZTEC,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTP FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-23,,320978.32,321480.94,2019-09-30,2020-10-30,2018-12-03
505900089300,505900089302,ZSHP,300,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-10-24,2020-10-30,2019-02-15
505900089300,505900089303,ZSHP,104,ZTEC,CI.MO.OH,5090DCHEP,5090DCHEP,5059RCET,2.0,SEG_MINING,CERR DMNV FMAT MOVM NLIQ PERI PREC,,,1265.94,1338.48,2020-02-28,2020-11-03,2019-02-15
505900089300,505900089304,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-02-15
505900089300,505900089305,ZSHP,104,ZTEC,ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR DMNV MOVM NLIQ PERI PREC,,,4247.33,3882.93,2019-11-14,2020-10-30,2019-02-15
505900089300,505900089306,ZSHP,304,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2019-10-24,2020-10-30,2019-02-15
505900089400,505900089401,ZSHP,108,ZTEC QCON,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTP FCPR DMNV MOVM NLIQ PERI PREC,2019-01-10,,435790.83,450993.15,2019-12-27,2020-10-30,2018-12-03
505900089400,505900089402,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-02-11
505900089400,505900089403,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5090DCHEP,5059RCET,2.0,SEG_MINING,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2019-12-27,2019-12-27,8407.6,8436.43,2019-12-30,2020-10-30,2019-02-11
505900089400,505900089404,ZSHP,101,WOOP,MO797B/CI/300087903,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-11-07
505900089400,505900089405,ZSHP,104,ZTEC,ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-12-27,2019-12-27,3047.06,3042.84,2019-12-30,2020-10-30,2019-11-07
505900089500,505900089501,ZSHP,108,ZTEC QCON,80097B/NP/OPREACIONES/10R7929,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTP FCPR DMNV MOVM NLIQ PERI PREC,2018-12-05,,453405.0,453058.84,2019-12-06,2020-10-30,2018-12-03
505900089500,505900089502,ZSHP,101,WOOP,MO797B/CI/300088101,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-01-11
505900089500,505900089503,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5090DCHEP,5059RCET,2.0,SEG_MINING,CERR DMNV FMAT MOVM NLIQ PERI PREC,,,2063.56,2075.37,2020-06-09,2021-01-04,2019-01-11
505900089500,505900089504,ZSHP,104,WOOP,MO797B/CI/300088101,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-11,2020-11-03,2019-10-11
505900089500,505900089505,ZSHP,104,ZTEC,ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTI DMNV MOVM NLIQ PERI PREC,2019-12-05,2019-12-05,4194.52,4192.64,2019-12-06,2020-10-30,2019-10-11
505900089600,505900089601,ZSHP,108,ZTEC,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR NOTP FCPR DMNV MOVM NLIQ PERI PREC,2018-12-05,,344566.5,370010.33,2019-08-31,2020-10-30,2018-12-03
505900089600,505900089602,ZSHP,104,WOOP,MO797F/CI/300088106,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-11,2020-11-03,2019-01-17
505900089600,505900089603,ZSHP,104,ZTEC,CI.MO.OH,5090DCHEP,5090DCHEP,5059RCET,2.0,SEG_MINING,CERR DMNV FMAT MOVM NLIQ PERI PREC,,,5022.2,5015.36,2019-11-14,2020-10-30,2019-01-17
505900089600,505900089604,ZSHP,101,WOOP,MO797F/CI/300088106,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-07-18
505900089600,505900089605,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,SEG_MINING,CERR DMNV MOVM NLIQ PERI PREC,,,1856.39,1863.9,2019-11-15,2020-10-30,2019-07-18
505900101900,505900101901,ZSHP,108,ZTEC QCON,CI.MO.OH/N,5059RCHOP,5059RCHOP,5059RCET,2.0,797B_V000.AA,CERR NOTP FCPR MACO MOVM NLIQ PERI PREC,2018-12-14,,462095.84,500769.03,2019-11-29,2020-10-30,2018-12-11
505900101900,505900101902,ZSHP,101,WOOP,MO797B/ AVISO REMAN 300093207,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-01-21
505900101900,505900101903,ZSHP,104,ZTEC,CI.MO.OH,5059RCHOP,5090DCHEP,5059RCET,2.0,797B_V000.AA,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2019-12-13,2019-12-13,1738.81,1735.59,2019-12-15,2020-10-30,2019-01-21
505900101900,505900101904,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-07,2021-02-02,2019-03-20
505900101900,505900101905,ZSHP,104,ZTEC,ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,2.0,797B_V000.AA,CERR DMNV MOVM NLIQ PERI PREC,,,87.76,86.97,2019-10-29,2020-10-30,2019-03-20
505900101900,505900101906,ZSHP,304,ZTEC ZGIN,CI.MO.WTY,5059RCHOP,5059RCHOP,5059RCET,2.0,797B_V000.AA,CERR NOTI KKMP NLIQ PERI PREC,2019-10-28,2019-11-13,0.0,1399.03,2019-11-14,2020-10-30,2019-03-20
505900104100,505900104101,ZSHP,108,ZTEC QCON,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTP FCPR DMNV MOVM NLIQ PERI PREC,2019-03-06,,367268.96,381654.03,2019-11-30,2020-10-30,2018-12-12
505900104100,505900104102,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-03-07
505900104100,505900104103,ZSHP,104,ZTEC,CI.MO.OH,5090DCHEP,5090DCHEP,5059RCET,2.0,797F_V000.AA,CERR DMNV FMAT MOVM NLIQ PERI PREC,,,2743.61,2695.9,2020-02-28,2020-11-03,2019-03-07
505900104100,505900104104,ZSHP,101,WOOP,CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-14,2021-02-02,2019-03-07
