OrdenPrinc,Orden,Cl.,Cl.actv.PM,StatUsu,Texto breve,CeCo resp.,Ce.coste,Pto.tbjo.responsable,CrC,Material,Status del sistema,Inic.real,Fin real,Tota general (plan),Total general (real),Fecha ref.,Fe.modif.,Fe.entrada
505901644500,505901644501,ZSHP,108,ZTEC QCON,804684.AD.CO.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797F_V000.AA,CTEC NOTP FCPR DMNV MOVM NLIQ PERI PREC,2022-08-20,,45460.31,46742.44,2022-08-29,2022-08-29,2022-07-26
505901644500,505901644502,ZSHP,108,ZTEC QCON,804684.AD.CO.OH.BASE CI,5059RCHOP,5059RCHOP,5059RCPT,2.0,797F_V000.AA,CTEC FCPR DMNV KKMP MOVM NLIQ PERI PREC,,,877.19,921.16,2022-08-29,2022-08-29,2022-08-22
505901644500,505901644503,ZSHP,201,ZTEC,804684.AD.CO.OH.FALTANTES,5059RCHOP,5059RCHOP,5059RCPT,2.0,797F_V000.AA,CTEC DMNV KKMP NLIQ PREC,,,0.0,0.0,2022-09-29,2022-09-29,2022-08-24
505901684200,505901684201,ZSHP,108,ZTEC QCON,804695.AD.MF.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CTEC NOTP FCPR DMNV MOVM NLIQ PERI PREC,2022-09-03,,97598.74,97983.29,2022-09-22,2022-09-22,2022-08-19
508600019700,508600019701,ZSHP,108,ZTEC,SU789B/AI/OPERACIONES/1061801.505,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2018-11-28,2019-04-23,15904.36,16169.46,2019-04-23,2020-10-30,2018-11-24
508600019800,508600019801,ZSHP,108,ZTEC,SU797B/AI/OPERACIONES/1920560.505,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-11-28,2019-01-11,16992.72,16924.99,2019-01-11,2020-10-30,2018-11-24
508600019900,508600019901,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CTEC NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-11-28,2019-07-29,32230.13,31457.14,2019-07-29,2019-07-29,2018-11-24
508600021500,508600021501,ZSHP,108,ZTEC,SU797B/AI/OPERACIONES/1920559.505,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-04,2019-03-20,16770.68,17175.5,2019-03-20,2020-10-30,2018-12-03
508600021600,508600021601,ZSHP,108,ZTEC,CI793C/AI/OPERACIONES/9T8912.505,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2018-12-05,2019-03-07,4138.16,4220.89,2019-03-07,2020-10-30,2018-12-03
508600026400,508600026401,ZSHP,108,ZTEC,AI.SU.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2018-12-24,2019-04-09,31539.71,30609.59,2019-04-09,2020-10-30,2018-12-24
508600026500,508600026501,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-01-16,2019-03-25,14094.96,13810.63,2019-03-25,2020-10-30,2018-12-24
508600028900,508600028901,ZSHP,108,ZTEC,AI.SU.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-18,2019-05-30,16545.81,17468.09,2019-05-30,2020-10-30,2019-01-07
508600029000,508600029001,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-12,2019-03-29,15708.22,16007.57,2019-03-29,2020-10-30,2019-01-07
508600029100,508600029101,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-12,2019-04-03,25260.81,24927.23,2019-04-03,2020-10-30,2019-01-07
508600030100,508600030101,ZSHP,108,ZTEC QCON,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-13,2019-05-14,5773.24,6028.07,2019-05-15,2020-10-30,2019-01-11
508600030200,508600030201,ZSHP,108,ZTEC,AI.SU.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-13,2019-04-18,16661.0,16795.67,2019-04-18,2020-10-30,2019-01-11
508600030500,508600030501,ZSHP,104,ZTEC,AI.SU.OH,5090DCHEP,5090DCHEP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-15,2019-08-27,1268.24,1153.09,2019-08-30,2020-10-30,2019-01-11
508600031300,508600031301,ZSHP,108,ZTEC,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-17,2019-04-02,5081.3,5161.46,2019-04-02,2020-10-30,2019-01-17
508600031800,508600031801,ZSHP,108,ZTEC,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-01-25,2019-04-05,6218.33,6141.6,2019-04-05,2020-10-30,2019-01-22
508600033000,508600033001,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-31,2019-04-03,17200.23,17408.6,2019-04-03,2020-10-30,2019-01-29
508600033100,508600033101,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-31,2019-03-25,26668.41,26830.43,2019-03-25,2020-10-30,2019-01-29
508600033200,508600033201,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-31,2019-03-27,22855.83,23475.93,2019-03-27,2020-10-30,2019-01-29
508600033300,508600033301,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-01-31,2019-04-09,29701.34,29801.56,2019-04-09,2020-10-30,2019-01-29
508600034300,508600034301,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR FMAT MOVM NLIQ PERI PREC,2019-02-09,2019-04-22,36571.52,37309.17,2019-04-22,2020-10-30,2019-02-05
508600037100,508600037101,ZSHP,108,ZTEC,CI793C/AI/300127602,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-03-04,2019-05-22,5081.54,5183.47,2019-05-22,2020-10-30,2019-03-04
508600037500,508600037501,ZSHP,108,ZTEC,SU797F/AI/300157161,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR FMAT MOVM NLIQ PERI PREC,2019-03-06,2019-04-16,29569.89,29249.93,2019-04-16,2020-10-30,2019-03-05
508600038500,508600038501,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-03-12,2019-04-16,30182.63,29880.19,2019-04-17,2020-10-30,2019-03-12
508600038600,508600038601,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR FMAT MOVM NLIQ PERI PREC,2019-03-12,2019-05-07,48530.35,44874.26,2019-05-07,2020-10-30,2019-03-12
508600039100,508600039101,ZSHP,108,ZTEC QCON,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,3.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-03-20,2019-04-23,5865.53,6074.3,2019-04-29,2020-10-30,2019-03-15
508600039200,508600039201,ZSHP,108,ZTEC,CI797F/AI/300164863,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-03-20,2019-04-30,7875.0,8034.71,2019-04-30,2020-10-30,2019-03-15
508600039200,508600039202,ZSHP,101,ZTEC,CI797F/AI/300164863,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI KKMP NLIQ PREC,2019-03-25,2019-06-06,0.0,0.0,2019-06-06,2020-10-30,2019-03-25
508600039200,508600039203,ZSHP,101,ZTEC,CI797F/AI/300164863,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI KKMP NLIQ PREC,2019-03-25,2019-06-06,0.0,0.0,2019-06-06,2020-10-30,2019-03-25
508600039200,508600039204,ZSHP,101,ZTEC,CI797F/AI/300164863,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI KKMP NLIQ PREC,2019-03-25,2019-06-06,0.0,0.0,2019-06-06,2020-10-30,2019-03-25
508600039200,508600039205,ZSHP,101,ZTEC,CI797F/AI/300164863,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI KKMP NLIQ PREC,2019-03-25,2019-06-06,0.0,0.0,2019-06-06,2020-10-30,2019-03-25
508600039200,508600039206,ZSHP,101,ZTEC,CI797F/AI/300164863,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FMAT MOVM NLIQ PERI PREC,2019-03-25,2019-04-30,0.0,29.31,2019-04-30,2020-10-30,2019-03-25
508600039300,508600039301,ZSHP,108,ZTEC,SU797F/AI/300164865,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-03-15,2019-04-23,34946.09,35047.26,2019-04-23,2020-10-30,2019-03-15
508600040200,508600040201,ZSHP,108,ZTEC,SU793B/AI/300169027,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-03-26,2019-05-07,16487.87,17098.75,2019-05-07,2020-10-30,2019-03-20
508600040300,508600040301,ZSHP,108,ZTEC,CD797/AI/300171448,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-03-26,2019-04-29,4936.43,5147.41,2019-04-29,2020-10-30,2019-03-22
508600040400,508600040401,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-03-26,2019-05-07,17975.94,18551.25,2019-05-07,2020-10-30,2019-03-23
508600041100,508600041101,ZSHP,108,ZTEC,CL.AI.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-03-28,2019-05-16,34087.78,34014.71,2019-05-16,2020-10-30,2019-03-27
508600041600,508600041601,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-04-03,2019-05-15,30321.25,28234.43,2019-05-15,2020-10-30,2019-03-29
508600044300,508600044301,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-04-16,2019-05-20,19735.05,19745.57,2019-05-20,2020-10-30,2019-04-15
508600044400,508600044401,ZSHP,108,ZTEC,CI797F/AI/300193868,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR FMAT MOVM NLIQ PERI PREC,2019-04-15,2019-06-24,6890.09,7230.72,2019-06-24,2020-10-30,2019-04-15
508600044500,508600044501,ZSHP,108,ZTEC,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-04-15,2019-05-31,4781.31,6142.67,2019-05-31,2020-10-30,2019-04-15
508600044500,508600044502,ZSHP,101,ZTEC,CI797F/AI/300193869,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI KKMP NLIQ PREC,2019-04-17,2019-05-30,0.0,0.0,2019-05-30,2020-10-30,2019-04-17
508600044500,508600044503,ZSHP,101,ZTEC,CI797F/AI/300193869,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI KKMP NLIQ PREC,2019-04-17,2019-05-30,0.0,0.0,2019-05-30,2020-10-30,2019-04-17
508600044500,508600044504,ZSHP,101,ZTEC,CI797F/AI/300193869,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI KKMP NLIQ PREC,2019-04-17,2019-05-30,0.0,0.0,2019-05-30,2020-10-30,2019-04-17
508600044500,508600044505,ZSHP,101,ZTEC,CI797F/AI/300193869,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI KKMP NLIQ PREC,2019-04-17,2019-05-30,0.0,0.0,2019-05-30,2020-10-30,2019-04-17
508600044500,508600044506,ZSHP,107,ZTEC,AI.CD.PS,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-05-30,2019-05-30,1069.59,1054.8,2019-05-30,2020-10-30,2019-04-17
508600044600,508600044601,ZSHP,108,ZTEC,SU797F/AI/300193880,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-04-16,2019-05-10,32872.53,33149.45,2019-05-14,2020-10-30,2019-04-15
508600045400,508600045401,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-04-23,2019-06-28,39219.86,40071.72,2019-06-28,2020-10-30,2019-04-17
508600045500,508600045501,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-04-17,2019-05-18,16496.58,16584.69,2019-05-18,2020-10-30,2019-04-17
508600045500,508600045502,ZSHP,101,ZTEC,SU797F/AI/300194582,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-09-16,2021-02-02,2019-05-08
508600045500,508600045503,ZSHP,101,ZTEC,SU797F/AI/300194582,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-09-16,2021-02-02,2019-05-08
508600045500,508600045504,ZSHP,101,ZTEC,SU797F/AI/300194582,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-09-16,2021-02-02,2019-05-08
508600045500,508600045505,ZSHP,101,ZTEC,SU797F/AI/300194582,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-09-16,2021-02-02,2019-05-08
508600045500,508600045506,ZSHP,101,ZTEC,SU797F/AI/300194582,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-09-16,2021-02-02,2019-05-08
508600045500,508600045507,ZSHP,101,ZTEC,SU797F/AI/300194582,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-09-16,2021-02-02,2019-05-08
508600045500,508600045508,ZSHP,103,ZTEC,Base metalica,5086HCHOP,5090DCHEP,5086HCSS,2.0,SEG_MINING,CERR NOTI DMNV KKMP MOVM NLIQ PERI PREC,2019-05-23,2019-05-23,1209.24,1128.32,2019-05-23,2020-10-30,2019-05-08
508600045600,508600045601,ZSHP,108,ZTEC,SU797F/AI/300194554,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR FMAT MOVM NLIQ PERI PREC,2019-04-20,2019-05-10,16794.69,17016.88,2019-05-10,2020-10-30,2019-04-17
508600045700,508600045701,ZSHP,108,ZTEC,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-04-19,2019-05-18,4761.77,5245.76,2019-05-18,2020-10-30,2019-04-17
508600046000,508600046001,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR FMAT MOVM NLIQ PERI PREC,2019-04-23,2019-05-20,34167.47,33425.55,2019-05-20,2020-10-30,2019-04-18
508600046300,508600046301,ZSHP,108,ZTEC,CL797B/AI/300194837,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-04-24,2019-05-31,25411.53,24647.88,2019-05-31,2020-10-30,2019-04-18
508600046600,508600046601,ZSHP,108,ZTEC,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-04-21,2019-05-31,3473.77,3790.44,2019-05-31,2020-10-30,2019-04-18
508600046600,508600046602,ZSHP,104,ZTEC,CD797/AI/300194839,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI KKMP NLIQ PREC,2019-04-24,2019-06-05,0.0,0.0,2019-11-20,2020-10-30,2019-04-24
508600046600,508600046603,ZSHP,101,ZTEC,CD797/AI/300194839,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2019-11-20,2020-10-30,2019-04-24
508600046600,508600046604,ZSHP,104,ZTEC,HI.CD.ADICIONAL,5086HCHOP,5086HCHOP,5086HCSS,2.0,797F_V000.AA,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2019-04-24,2019-06-05,1123.19,1106.76,2019-06-24,2020-10-30,2019-04-24
508600046600,508600046605,ZSHP,101,ZTEC,CD797/AI/300194839,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI KKMP NLIQ PREC,2019-04-24,2019-06-05,0.0,0.0,2019-12-19,2020-10-30,2019-04-24
508600046600,508600046606,ZSHP,301,ZTEC ZCLM,AI.CD.PS,5086HCHOP,5086HCHOP,5086HCSS,2.0,797F_V000.AA,CERR NOTI FCPR FMAT MOVM NLIQ PERI PREC,2019-05-30,2019-06-18,1969.94,2958.77,2019-06-18,2020-10-30,2019-04-24
508600046600,508600046607,ZSHP,101,ZTEC,CD797/AI/300194839,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-09-16,2021-02-02,2019-05-28
508600046600,508600046608,ZSHP,101,ZTEC,CD797/AI/300194839,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-09-16,2021-02-02,2019-05-28
508600050600,508600050601,ZSHP,108,ZTEC QCON,CL.AI.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-05-15,2019-06-21,35686.22,35827.37,2019-06-21,2020-10-30,2019-05-13
508600050700,508600050701,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-05-15,2019-06-21,27474.86,26987.38,2019-06-21,2020-10-30,2019-05-13
508600050800,508600050801,ZSHP,108,ZTEC,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-05-15,2019-06-13,4810.64,5184.35,2019-06-13,2020-10-30,2019-05-13
508600050900,508600050901,ZSHP,108,ZTEC,CD.AI.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-05-15,2019-06-24,6331.6,6853.95,2019-06-25,2020-10-30,2019-05-13
508600051100,508600051101,ZSHP,108,ZTEC,SU.AI.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-05-12,2019-06-10,14608.91,15051.89,2019-06-10,2020-10-30,2019-05-13
508600051300,508600051301,ZSHP,108,ZTEC,CD797/AI/300219069,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-05-16,2019-06-24,5528.64,5811.12,2019-06-24,2020-10-30,2019-05-14
508600051400,508600051401,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-05-16,2019-06-27,24032.69,23905.7,2019-06-27,2020-10-30,2019-05-14
508600051500,508600051501,ZSHP,108,ZTEC,SU.AI.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-05-15,2019-06-11,14358.74,14679.92,2019-06-11,2020-10-30,2019-05-14
508600051600,508600051601,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-05-16,2019-06-27,26512.97,26057.79,2019-06-27,2020-10-30,2019-05-14
508600051700,508600051701,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-05-16,2019-06-19,17590.74,17890.21,2019-06-19,2020-10-30,2019-05-14
508600051800,508600051801,ZSHP,108,ZTEC,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-05-16,2019-08-28,5515.66,8627.68,2019-08-28,2020-10-30,2019-05-14
508600051800,508600051802,ZSHP,101,WOOP,CD797/AI/300218364,5086HCHOP,5086HCHOP,5086HCSS,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-27,2021-02-02,2019-05-23
508600051800,508600051803,ZSHP,101,WOOP,CD797/AI/300218364,5086HCHOP,5086HCHOP,5086HCSS,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-27,2021-02-02,2019-05-23
508600051800,508600051804,ZSHP,101,WOOP,CD797/AI/300218364,5086HCHOP,5086HCHOP,5086HCSS,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-27,2021-02-02,2019-05-23
508600051800,508600051805,ZSHP,101,WOOP,CD797/AI/300218364,5086HCHOP,5086HCHOP,5086HCSS,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-27,2021-02-02,2019-05-23
508600051800,508600051806,ZSHP,101,WOOP,CD797/AI/300218364,5086HCHOP,5086HCHOP,5086HCSS,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-27,2021-02-02,2019-05-23
508600051800,508600051807,ZSHP,101,WOOP,CD797/AI/300218364,5086HCHOP,5086HCHOP,5086HCSS,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-27,2021-02-02,2019-05-23
508600051800,508600051808,ZSHP,101,WOOP,CD797/AI/300218364,5086HCHOP,5086HCHOP,5086HCSS,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-27,2021-02-02,2019-05-23
508600051800,508600051809,ZSHP,107,ZTEC,HI.CD.PS,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-06-01,2019-06-27,2846.63,3906.36,2019-08-29,2020-10-30,2019-05-23
508600051900,508600051901,ZSHP,108,ZTEC,AI.CL.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-05-16,2019-06-27,26879.2,26398.83,2019-06-27,2020-10-30,2019-05-14
508600054900,508600054901,ZSHP,108,ZTEC,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CTEC NOTI FCPR MACO MOVM NLIQ PERI PREC,2019-05-24,2019-07-17,5947.36,6585.17,2019-07-17,2019-07-17,2019-05-23
508600055000,508600055001,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-05-24,2019-06-19,20214.31,20177.69,2019-06-19,2020-10-30,2019-05-23
508600055800,508600055801,ZSHP,108,ZTEC,SU797F/AI/300233194,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-06-03,2019-06-27,19831.56,20393.92,2019-06-27,2020-10-30,2019-05-31
508600055900,508600055901,ZSHP,108,ZTEC,AI.CD.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-06-02,2019-06-28,8322.74,8862.86,2019-06-28,2020-10-30,2019-05-31
508600059300,508600059301,ZSHP,108,ZTEC QCON,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-06-16,2019-08-07,19955.83,20852.38,2019-08-07,2020-10-30,2019-06-14
508600060300,508600060301,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-06-24,2019-07-24,29646.52,30393.52,2019-07-24,2020-10-30,2019-06-17
508600064500,508600064501,ZSHP,108,ZTEC,AI.ST.OH,5086HCHOP,5086HCHOP,5086HCSS,2.0,SEG_MINING,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2019-06-30,2019-07-24,17090.09,17715.48,2019-07-24,2020-10-30,2019-06-26
