Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
3J-1907;3;;1274;SEAL-O-RING;254-4999;;CCR DESAR
6V-5839;3;;1274;WASHER (11X21X2.5-MM THK);254-4999;;CCR DESAR
8M-2773;1;;1274;CLIP (LOOP);254-4999;;CCR DESAR
8T-4121;1;;1274;WASHER-HARD (11X21X2.5-MM THK);254-4999;;CCR DESAR
197-8418;1;;1052;GASKET;224-8170;;CCR DESAR
197-8419;1;;1052;GASKET (TURBOCHARGER);224-8170;;CCR DESAR
224-8171;1;;1052;HOSE AS (SUPPLY);224-8170;;CCR DESAR
214-7568;1;;1052;SEAL-O-RING;224-8170;;CCR DESAR
228-7090;1;;1052;SEAL-O-RING;224-8170;;CCR DESAR
225-6948;1;;1052;SEAL-O-RING;224-8170;;CCR DESAR
9M-1974;6;;1052;WASHER-HARD (8.8X16X2-MM THK);224-8170;;CCR DESAR
346-4897;1;;1304;SEAL-O-RING;233-5221;;CCR DESAR
3E-6788;1;;1304;SEAL-O-RING;233-5221;;CCR DESAR
5P-8068;2;;1304;SEAL-O-RING;233-5221;;CCR DESAR
6V-3834;1;;1304;SEAL-O-RING;233-5221;;CCR DESAR
6V-5134;3;;1304;SEAL-O-RING;233-5221;;CCR DESAR
8J-4351;1;;1304;SEAL-O-RING;233-5221;;CCR DESAR
9M-1974;8;;1304;WASHER-HARD (8.8X16X2-MM THK);233-5221;;CCR DESAR
6D-7146;1;;1304;SEAL-O-RING;233-5220;;CCR BBA
5S-9134;1;;1306;SEAL-O-RING;117-2786;;CCR DESAR
134-5245;6;;1306;BOLT (M10X1.5X30-MM);247-9665;;CCR DESAR
227-4892;1;;1306;GASKET;247-9665;;CCR DESAR MO-SM
113-5304;2;;1306;SEAL-O-RING;247-9665;;CCR DESAR
6V-5839;6;;1306;WASHER (11X21X2.5-MM THK);247-9665;;CCR DESAR
4N-8150;2;;1306;SPRING;247-9664;;CCR DESAR
7C-3083;1;;1306;SEAT-RELIEF VALVE SPRING;247-9664;;CCR DESAR
7C-3954;1;;1306;SPRING AS;247-9664;;CCR DESAR
8C-3445;1;;1306;CAP-DUST;247-9664;;CCR DESAR
392-9208;2;;1306;PLUNGER-VALVE (RELIEF);247-9664;;CCR DESAR
2P-4304;1;;1306;STUD-HOLLOW;247-9664;;CCR DESAR
3B-0623;1;;1306;PLUG-CUP;247-9664;;CCR DESAR
3P-1896;2;;1306;PLUG-CUP (35.31-MM OD);247-9664;;CCR DESAR
214-7566;1;;1306;SEAL-O-RING;247-9664;;CCR DESAR
8C-3446;1;;1306;VALVE-SAMPLING (ENGINE OIL);247-9664;;CCR DESAR
214-7568;1;;1306;SEAL-O-RING;247-9664;;CCR DESAR
238-5084;1;;1306;SEAL-O-RING;247-9664;;CCR DESAR
1R-1808;2;;1308;FILTER-ENGINE OIL (ADVANCED EFFICIENCY);231-3492;;CCR DESAR
8C-3445;1;;1308;CAP-DUST;291-6299;;CCR DESAR
5K-9090;3;;1308;SEAL-O-RING;291-6299;;CCR DESAR
7M-8485;4;;1308;SEAL-O-RING;291-6299;;CCR DESAR
2P-4304;1;;1308;STUD-HOLLOW;291-6299;;CCR DESAR
3J-1907;1;;1308;SEAL-O-RING;291-6299;;CCR DESAR
3J-7354;1;;1308;SEAL-O-RING;291-6299;;CCR DESAR
6V-3908;2;;1308;SEAL-O-RING;291-6299;;CCR DESAR
8C-3446;1;;1308;VALVE-SAMPLING;291-6299;;CCR DESAR
8T-4121;9;;1308;WASHER-HARD (11X21X2.5-MM THK);291-6299;;CCR DESAR
8T-4196;5;;1308;BOLT (M10X1.5X35-MM);291-6299;;CCR DESAR
341-1429;2;;1378;SEAL (FRONT);231-0152;;CCR DESAR
6V-3250;1;;1378;SEAL-O-RING;231-0152;;CCR DESAR
6V-3251;1;;1378;SEAL-O-RING;231-0152;;CCR DESAR
224-2675;1;;1378;SEAL;231-0152;;CCR DESAR
6V-9027;1;;1378;SEAL-O-RING;231-0152;;CCR DESAR
335-9214;2;;1378;CLAMP-BAND;231-0152;;CCR DESAR
9M-1974;10;;1378;WASHER-HARD (8.8X16X2-MM THK);231-0152;;CCR DESAR
10R-2128;1;;1378;CORE AS-OCLR;231-0152;;CCR DESAR
9X-6451;2;;1302;PLUG-DRAIN (MAGNETIC)(ENGINE OIL PAN);240-3279;;CCR DESAR
217-3673;1;;1302;SEAL-ISOLATION;240-3279;;CCR DESAR
217-3674;14;;1302;FASTENER AS;240-3279;;CCR DESAR
061-9458;2;;1302;SEAL-O-RING;240-3279;;CCR DESAR
3E-8016;2;;1302;BOLT-SELF-LOCKING (M8X1.25X25-MM);240-3279;;CCR DESAR
5P-8211;1;;1302;SEAL-O-RING;240-3279;;CCR DESAR
5P-8245;4;;1302;WASHER-HARD (13.5X25.5X3-MM THK);240-3279;;CCR DESAR
6N-8863;14;;1302;WASHER (10.2X32X2.5-MM THK);240-3279;;CCR DESAR
9M-1974;2;;1302;WASHER-HARD (8.8X16X2-MM THK);240-3279;;CCR DESAR
238-5084;1;;1302;SEAL-O-RING;240-3279;;CCR DESAR
224-6361;1;;1380;SEAL (TEMPERATURE REGULATOR);243-1667;;CCR DESAR
227-5075;1;;1380;SEAL (TEMPERATURE REGULATOR HOUSING);243-1667;;CCR DESAR
3S-9643;1;;1380;SEAL-LIP TYPE (WATER TEMPERATURE REGULATOR);243-1667;;CCR DESAR
9X-7380;1;;1380;SEAL-O-RING;243-1667;;CCR DESAR
248-5513;1;;1380;REGULATOR-TEMPERATURE (92-DEG C)(COOLANT);243-1667;;CCR DESAR
6V-5063;1;;1380;SEAL-O-RING;243-1667;;CCR DESAR
9M-1974;4;;1380;WASHER-HARD (8.8X16X2-MM THK);243-1667;;CCR DESAR
6V-6609;1;;1380;SEAL-O-RING;243-1667;;CCR DESAR
6V-9027;1;;1380;SEAL-O-RING;243-1667;;CCR DESAR
7L-6580;2;;1380;SEAL-O-RING;243-1667;;CCR DESAR
6V-5063;2;;1380;SEAL-O-RING;319-5079;;CCR DESAR
9M-1974;3;;1380;WASHER-HARD (8.8X16X2-MM THK);319-5079;;CCR DESAR
6V-5839;2;;1361;WASHER (11X21X2.5-MM THK);228-5812;;CCR DESAR
6V-7350;1;;1361;SEAL-O-RING;228-5812;;CCR DESAR
5P-6727;1;;1162;BALL BEARING;218-7272;;CCR DESAR
8H-9789;1;;1162;BALL BEARING;218-7272;;CCR DESAR
9M-1974;30;;1162;WASHER-HARD (8.8X16X2-MM THK);218-7272;;CCR DESAR
9X-8256;5;;1162;WASHER (6.6X12X2-MM THK);218-7272;;CCR DESAR
257-2015;1;;1162;GASKET;218-7272;;CCR DESAR
223-7852;1;;1162;SEAL-INTEGRAL;218-7272;;CCR DESAR MO-SM
226-4755;1;;1162;SEAL GP-CRANKSHAFT (FRONT);218-7272;;CCR DESAR MO-SM
169-4166;1;;1162;SEAL GP-CRANKSHAFT (FRONT);218-7272;;CCR DESAR
220-3373;1;;1162;SEAL-RING;218-7272;;CCR DESAR
6V-3535;2;;1162;DOWEL;218-7272;;CCR DESAR
117-8801;1;;1162;SEAL-O-RING;218-7272;;CCR DESAR
3E-8016;1;;1162;BOLT-SELF-LOCKING (M8X1.25X25-MM);218-7272;;CCR DESAR
248-4840;1;;1071;CAP-PROTECTIVE;268-6686;;CCR DESAR
248-4841;1;;1071;CLAMP-BAND;268-6686;;CCR DESAR
214-7566;1;;1071;SEAL-O-RING;268-6686;;CCR DESAR
4H-7869;1;;1453;GASKET;299-7340;;CCR TU&EL
8Y-9603;1;;1453;CABLE AS-STARTING MOTOR (GROUND);299-7340;;CCR TU&EL
267-3088;1;;1408;WIRING GP-UNIT INJECTOR;267-3088;;CCR DESAR
230-3518;1;;1058;GASKET-MANIFOLD;222-3092;;CCR DESAR
132-5789;1;;1058;CLIP (LADDER);222-3092;;CCR DESAR
214-7568;1;;1058;SEAL-O-RING;222-3092;;CCR DESAR
176-9237;1;;1058;BOLT-SPECIAL (M10X1.5-THD);222-3092;;CCR DESAR
6V-6353;1;;1058;SEAL-O-RING;222-3092;;CCR DESAR
6V-5839;12;;1058;WASHER (11X21X2.5-MM THK);222-3092;;CCR DESAR
283-2238;6;;1059;GASKET;247-2833;;CCR DESAR
116-3715;12;;1059;STUD-TAPERLOCK (M10X1.5X85-MM);247-2833;;CCR DESAR
9X-6620;12;;1059;LOCKNUT (M10X1.5-THD);247-2833;;CCR DESAR MO-SM
6V-5839;12;;1059;WASHER (11X21X2.5-MM THK);247-2833;;CCR DESAR
9X-8281;4;;1059;STUD-TAPERLOCK (M10X1.5X45-MM);247-2833;;CCR DESAR
167-8125;1;;1205;DAMPER AS;117-2766;;CCR DESAR
9X-2027;8;;1205;WASHER (11X18X2-MM THK);117-2766;;CCR DESAR
2A-1162;1;;1157;GASKET;277-4435;;CCR DESAR
8M-9315;1;;1157;BUSHING;277-4435;;CCR DESAR
214-7568;1;;1157;SEAL-O-RING;277-4435;;CCR DESAR
214-7566;1;;1157;SEAL-O-RING;277-4435;;CCR DESAR
238-5080;1;;1157;SEAL-O-RING;277-4435;;CCR DESAR
214-7567;1;;1157;SEAL-O-RING;277-4435;;CCR DESAR
191-2857;4;;1157;BOLT (M14X2X70-MM);277-4435;;CCR DESAR
3F-5792;1;;1157;SEAL-O-RING;277-4435;;CCR DESAR
4M-0189;1;;1157;SEAL-O-RING;277-4435;;CCR DESAR
5P-8245;4;;1157;WASHER-HARD (13.5X25.5X3-MM THK);277-4435;;CCR DESAR
8C-3210;9;;1157;BOLT (M6X1X16-MM);277-4435;;CCR DESAR
9X-8267;9;;1157;WASHER (6.6X12X2-MM THK);277-4435;;CCR DESAR
444-2269;1;;1160;SEAL-RING;227-0838;;CCR BLK
5P-8245;8;;1152;WASHER-HARD (13.5X25.5X3-MM THK);250-7017;;CCR DESAR
238-5082;1;;1201;SEAL-O-RING;238-8962;;CCR DESAR
6V-3251;1;;1201;SEAL-O-RING;238-8962;;CCR DESAR
6V-6609;1;;1201;SEAL-O-RING;238-8962;;CCR DESAR
5P-8245;8;;1122;WASHER-HARD (13.5X25.5X3-MM THK);224-0880;;CCR DESAR
242-1811;26;;1100;BOLT-CYLINDER HEAD (M16X2X220-MM);198-4963;;CCR DESAR
210-4460;8;;1100;BOLT (M10X1.5X130-MM);198-4963;;CCR DESAR
9M-2904;1;;1317;CLAMP-HOSE;258-4484;;CCR DESAR
224-5539;1;;1317;HOSE-FUMES DISPOSAL;258-4484;;CCR DESAR
8T-4121;1;;1317;WASHER-HARD (11X21X2.5-MM THK);258-4484;;CCR DESAR
209-7309;3;;1326;PLUG;262-0596;;CCR DESAR
262-0595;1;;1326;GAUGE AS-OIL LEVEL (DIPSTICK) (ENGINE);262-0596;;CCR DESAR
228-4947;1;;1326;SEAL-O-RING;262-0596;;CCR DESAR
6V-5839;1;;1326;WASHER (11X21X2.5-MM THK);262-0596;;CCR DESAR
9X-2053;8;;1156;BOLT (M16X2X100-MM);252-6185;;CCR DESAR
5P-8247;8;;1156;WASHER-HARD (17X32X3.5-MM THK);252-6185;;CCR DESAR
241-5645;1;;7513;CAP AS-ENGINE OIL FILLER;231-0151;;CCR DESAR
061-9455;4;;7513;SEAL-O-RING;231-0151;;CCR DESAR
9M-1974;8;;7513;WASHER-HARD (8.8X16X2-MM THK);231-0151;;CCR DESAR
194-6722;1;;7400;SENSOR GP-PRESSURE;194-6722;;CCR TU&EL
194-6725;1;;1718;SENSOR GP-PRESSURE;194-6725;;CCR TU&EL
117-8801;1;;1151;SEAL-O-RING;227-2574;;CCR DESAR
5P-8245;3;;1151;WASHER-HARD (13.5X25.5X3-MM THK);227-2574;;CCR DESAR
123-0764;2;;1359;STUD-TAPERLOCK (M12X1.75X138.7-MM);219-7440;;CCR DESAR
5P-8245;2;;1359;WASHER-HARD (13.5X25.5X3-MM THK);219-7440;;CCR DESAR
9Y-1758;1;;1317;GASKET (CRANKCASE BREATHER);267-0007;;CCR DESAR
9Y-4357;1;;1317;BREATHER AS (CRANKCASE);267-0007;;CCR DESAR
9X-8267;4;;1317;WASHER (6.6X12X2-MM THK);267-0007;;CCR DESAR
9Y-6089;1;;1157;GASKET;323-1682;;CCR DESAR
212-7728;10;;1120;ISOLATOR AS;229-2614;;CCR DESAR
344-7562;1;;1120;COVER-VALVE;229-2614;;CCR DESAR
229-5711;1;;1120;SEAL-VALVE COVER;229-2614;;CCR DESAR
8T-4224;10;;1120;WASHER-HARD (8.8X16X2-MM THK);229-2614;;CCR DESAR
3S-2093;2;;1924;STRAP-CABLE;231-1975;;CCR TU&DE
230-7149;1;;1924;SENSOR GP-SPEED (TIMING, CRANKSHAFT);231-1975;;CCR TU&DE
239-2395;1;;1924;SENSOR GP-PRESSURE (ATMOSPHERIC AIR);231-1975;;CCR TU&DE
239-2396;1;;1924;SENSOR GP-PRESSURE (ENGINE OIL);231-1975;;CCR TU&DE
239-2397;1;;1924;SENSOR GP-SPEED (TIMING, CAMSHAFT);231-1975;;CCR TU&DE
239-3478;1;;1924;SENSOR GP-PRESSURE (INTAKE AIR PRESSURE);231-1975;;CCR TU&DE
274-7395;1;;1924;SENSOR GP-TEMPERATURE (AIR INLET MANIFOLD);231-1975;;CCR TU&DE
274-7396;1;;1924;SENSOR GP-TEMPERATURE (COOLANT, WATER);231-1975;;CCR TU&DE
214-7568;1;;1924;SEAL-O-RING;231-1975;;CCR TU&DE
214-7566;3;;1924;SEAL-O-RING;231-1975;;CCR TU&DE
9M-1974;2;;1924;WASHER-HARD (8.8X16X2-MM THK);231-1975;;CCR TU&DE
8T-9655;8;;1901;MOUNT-ISOLATION;233-6191;;CCR TU&DE
9X-2098;4;;1901;STUD-TAPERLOCK (M8X1.25X45-MM);233-6191;;CCR TU&DE
232-1693;1;;1901;BOLT-FLANGE HEAD (M6X1X35-MM);233-6191;;CCR TU&DE
9N-0869;4;;1901;WASHER-HARD (8.8X25.5X2-MM THK);233-6191;;CCR TU&DE
130-9811;1;;7344;SENSOR GP-TEMPERATURE;197-8391;;CCR TU&DE
137-6645;1;;7344;PAD-CONNECTOR;197-8391;;CCR TU&DE
8L-2786;1;;7344;SEAL-O-RING;197-8391;;CCR TU&DE
234-5013;1;;7344;SENSOR GP-TEMPERATURE;234-5013;;CCR TU&DE
197-8392;1;;7344;SENSOR GP-TEMPERATURE;197-8392;;CCR TU&DE
3S-2093;14;;1408;STRAP-CABLE;306-8172;;CCR TU&DE
219-7461;1;;1408;HARNESS AS-CONTROL (ELECTRONIC CONTROL MODUL;306-8172;;CCR TU&DE
130-5300;1;;1408;CLIP;306-8172;;CCR TU&DE
132-5789;2;;1408;CLIP (LADDER);306-8172;;CCR TU&DE
156-6175;2;;1408;CLIP (LADDER);306-8172;;CCR TU&DE
4P-7581;3;;1408;CLIP (LADDER);306-8172;;CCR TU&DE
5P-9085;1;;1408;CLIP (LOOP);306-8172;;CCR TU&DE
6V-5839;5;;1408;WASHER (11X21X2.5-MM THK);306-8172;;CCR TU&DE
9M-1974;2;;1408;WASHER-HARD (8.8X16X2-MM THK);306-8172;;CCR TU&DE
9X-8267;2;;1408;WASHER (6.6X12X2-MM THK);306-8172;;CCR TU&DE
437-1409;6;;1201;SEAL-LINER;517-1983;;CCR P&B
4F-5695;5;;1201;PLUG-CUP;517-1983;;CCR BLK
187-8969;7;;1201;BEARING;361-4767;;CCR BLK
224-5757;1;;1378;HOSE;231-0152;COOLER GP-ENGINE OIL;CCR DESAR MO-SM
8T-4984;2;;1378;CLAMP-HOSE;231-0152;COOLER GP-ENGINE OIL;CCR DESAR MO-SM
368-3986;1;;1306;SPRING;530-2297;BASE GP-OIL FILTER;CCR DESAR MO-SM
