Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
0;;r120ceRAB;;;;;
;;;;;;;
Part No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note
343-4835;1;;1153;MOUNT AS;179-7086;TRUNNION GP-ENGINE;CCR DESAR
357-1752;2;;1052;GASKET-TURBOCHARGER;375-5493;TURBOCHARGER GP;CCR TU&EL
2N-2766;8;;1052;LOCKNUT (3/8-16-THD);375-5493;TURBOCHARGER GP;CCR TU&EL
2N-2765;4;;1052;BOLT-HIGH TEMPERATURE (3/8-16X1.75-IN);375-5493;TURBOCHARGER GP;CCR TU&EL
5P-7128;4;;1052;BOLT-HIGH TEMPERATURE (3/8-16X2-IN);375-5493;TURBOCHARGER GP;CCR TU&EL
7K-1181;2;;1408;STRAP-CABLE;346-9696;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
206-1345;1;;1408;STRAP-CABLE;346-9696;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
373-0424;1;;1408;HARNESS AS-SENSOR;346-9696;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
132-5789;1;;1408;CLIP (LADDER);346-9696;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
4P-7581;1;;1408;CLIP (LADDER);346-9696;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
