Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
0;;7KK, 10R8903;;;;;
;;;;;;;
Part No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note
102-2240;1;;1261;Sensor GP-Temperature;130-5764;Lines GP-Fuel Filter;CCR EL&TU
8L-2786;3;;1261;Seal-O-Ring;130-5764;Lines GP-Fuel Filter;CCR DESARME
8M-2773;2;;1261;Clip;130-5764;Lines GP-Fuel Filter;CCR DESARME
033-6033;4;;1261;Seal-O-Ring;130-5764;Lines GP-Fuel Filter;CCR DESARME
282-1915;1;;1261;Valve GP-Check;130-5764;Lines GP-Fuel Filter;CCR DESARME
6V-5048;1;;1261;Seal-O-Ring;130-5764;Lines GP-Fuel Filter;CCR DESARME
130-5880;1;;1261;Hose AS;130-5764;Lines GP-Fuel Filter;CCR DESARME
120-6086;1;;1261;Hose AS;130-5764;Lines GP-Fuel Filter;CCR DESARME
234-8937;1;;1714;Seal-Integral;121-4034;Lines GP-Injector Hyd Pump;CCR DESARME
5P-7815;1;;1714;Seal-O-Ring;121-4034;Lines GP-Injector Hyd Pump;CCR DESARME
9X-7734;1;;1714;Seal-O-Ring;121-4034;Lines GP-Injector Hyd Pump;CCR DESARME
152-2939;2;;1714;Seal-O-Ring;121-4034;Lines GP-Injector Hyd Pump;CCR DESARME
152-2938;4;;1714;Seal-O-Ring;121-4034;Lines GP-Injector Hyd Pump;CCR DESARME
6V-5134;1;;1714;Seal-O-Ring;121-4034;Lines GP-Injector Hyd Pump;CCR DESARME
162-2501;1;;1714;Hose AS;121-4034;Lines GP-Injector Hyd Pump;CCR DESARME
258-8917;1;;1714;Sleeve-Protection;121-4034;Lines GP-Injector Hyd Pump;CCR DESARME
114-4427;1;;1052;Seal-O-Ring;130-5763;Lines GP-Turbocharger Oil;CCR DESARME
8L-2746;2;;1052;Seal-O-Ring;130-5763;Lines GP-Turbocharger Oil;CCR DESARME
108-1434;4;;1052;Grommet;130-5763;Lines GP-Turbocharger Oil;CCR DESARME
6J-2245;1;;1052;Seal-O-Ring;130-5763;Lines GP-Turbocharger Oil;CCR EL&TU
5P-7530;1;;1052;Seal-O-Ring;130-5763;Lines GP-Turbocharger Oil;CCR EL&TU
114-2687;1;;1052;Seal-O-Ring;130-5763;Lines GP-Turbocharger Oil;CCR EL&TU
4N-6672;1;;1052;Gasket;130-5763;Lines GP-Turbocharger Oil;CCR EL&TU
4W-2110;1;;1052;Ring-Retaining;130-5763;Lines GP-Turbocharger Oil;CCR EL&TU
248-5513;2;;1380;Regulator-Water Temperature;134-9932;Lines GP-Water;CCR DESARME
