Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
0;;CCR R9H 3918875;;;;;
;;;;;;;
Part No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note
6V-3535;2;;;Dowel;218-7272;Housing GP-Front;CCR DESARME
117-8801;1;;;Seal-O-Ring;218-7272;Housing GP-Front;CCR DESARME
3E-8016;1;;;Bolt-Self-Locking;218-7272;Housing GP-Front;CCR DESARME
248-4840;1;;1071;Cap-Protective;268-6686;Lines GP-Air;CCR DESARME
248-4841;1;;1071;Clamp-Band;268-6686;Lines GP-Air;CCR DESARME
214-7566;1;;1071;Seal-O-Ring;268-6686;Lines GP-Air;CCR DESARME
136-9141;1;;1274;Line-Fuel;289-4112;Lines GP-Fuel;CCR DESARME
153-7950;1;;1274;Hose AS;289-4112;Lines GP-Fuel;CCR DESARME
285-2237;1;;1274;Hose AS;289-4112;Lines GP-Fuel;CCR DESARME
214-7568;3;;1274;Seal-O-Ring;289-4112;Lines GP-Fuel;CCR DESARME
228-7089;1;;1274;Seal-O-Ring;289-4112;Lines GP-Fuel;CCR DESARME
238-5080;1;;1274;Seal-O-Ring;289-4112;Lines GP-Fuel;CCR DESARME
7V-6571;1;;1274;Grommet;289-4112;Lines GP-Fuel;CCR DESARME
197-8418;1;;;Gasket;224-8170;Lines GP-Turbocharger Oil;CCR DESARME
197-8419;1;;;Gasket;224-8170;Lines GP-Turbocharger Oil;CCR DESARME
224-8171;1;;;Hose AS;224-8170;Lines GP-Turbocharger Oil;CCR DESARME
498-9897;1;;;Tube AS;224-8170;Lines GP-Turbocharger Oil;CCR DESARME
214-7568;1;;;Seal-O-Ring;224-8170;Lines GP-Turbocharger Oil;CCR DESARME
228-7090;1;;;Seal-O-Ring;224-8170;Lines GP-Turbocharger Oil;CCR DESARME
225-6948;1;;;Seal-O-Ring;224-8170;Lines GP-Turbocharger Oil;CCR DESARME
224-6361;1;;1380;Seal;243-1667;Lines GP-Water;CCR DESARME
227-5075;1;;1380;Seal;243-1667;Lines GP-Water;CCR DESARME
3S-9643;1;;1380;Seal-Lip Type;243-1667;Lines GP-Water;CCR DESARME
9X-7380;1;;1380;Seal-O-Ring;243-1667;Lines GP-Water;CCR DESARME
248-5513;1;;1380;Regulator-Water Temperature;243-1667;Lines GP-Water;CCR DESARME
6V-5063;2;;1380;Seal-O-Ring;243-1667;Lines GP-Water;CCR DESARME
6V-6609;2;;1380;Seal-O-Ring;243-1667;Lines GP-Water;CCR DESARME
6V-9027;2;;1380;Seal-O-Ring;243-1667;Lines GP-Water;CCR DESARME
7L-6580;2;;1380;Seal-O-Ring;243-1667;Lines GP-Water;CCR DESARME
6V-5063;2;;1380;Seal-O-Ring;319-5079;Lines GP-Water;CCR DESARME
283-2238;6;;1059;Gasket;247-2833;Manifold GP-Exhaust;CCR DESARME
116-3715;12;;1059;Stud-Taperlock;247-2833;Manifold GP-Exhaust;CCR DESARME
9X-6620;12;;1059;Locknut;247-2833;Manifold GP-Exhaust;CCR DESARME
9X-8281;4;;1059;Stud-Taperlock;247-2833;Manifold GP-Exhaust;CCR DESARME
230-3518;1;;1058;Gasket-Manifold;222-3092;Manifold GP-Inlet;CCR DESARME
132-5789;1;;1058;Clip;222-3092;Manifold GP-Inlet;CCR DESARME
214-7568;2;;1058;Seal-O-Ring;222-3092;Manifold GP-Inlet;CCR DESARME
176-9237;1;;1058;Bolt-Special;222-3092;Manifold GP-Inlet;CCR DESARME
6V-6353;1;;1058;Seal-O-Ring;222-3092;Manifold GP-Inlet;CCR DESARME
9X-6451;2;;1302;Plug-Drain;240-3279;Pan GP-Oil;CCR DESARME
217-3673;1;;1302;Seal-Isolation;240-3279;Pan GP-Oil;CCR DESARME
217-3674;14;;1302;Fastener AS;240-3279;Pan GP-Oil;CCR DESARME
061-9458;2;;1302;Seal-O-Ring;240-3279;Pan GP-Oil;CCR DESARME
3E-8016;2;;1302;Bolt-Self-Locking;240-3279;Pan GP-Oil;CCR DESARME
5P-8211;1;;1302;Seal-O-Ring;240-3279;Pan GP-Oil;CCR DESARME
238-5084;2;;1302;Seal-O-Ring;240-3279;Pan GP-Oil;CCR DESARME
238-5080;1;;1201;Seal-O-Ring;227-9545;Plug GP-Cylinder Block;CCR DESARME
214-7568;1;;1201;Seal-O-Ring;227-9545;Plug GP-Cylinder Block;CCR DESARME
238-5082;1;;;Seal-O-Ring;238-8962;Plug GP-Engine;CCR DESARME
6V-3251;1;;;Seal-O-Ring;238-8962;Plug GP-Engine;CCR DESARME
6V-6609;1;;;Seal-O-Ring;238-8962;Plug GP-Engine;CCR DESARME
20R-1524;1;;1256;Pump GP-F Xfr -A;301-2262;Pump GP-Fuel Transfer;CCR DESARME
107-5769;1;;1256;Seal-O-Ring;301-2262;Pump GP-Fuel Transfer;CCR DESARME
5P-4889;1;;1256;Seal-O-Ring;301-2262;Pump GP-Fuel Transfer;CCR DESARME
274-6851;1;;;Gasket-Turbocharger;256-6004;Turbocharger GP;CCR TU&EL
9X-6620;4;;;Locknut;256-6004;Turbocharger GP;CCR TU&EL
3S-2093;12;;;Strap-Cable;357-0524;Wiring GP-Electronic Control;CCR TU&EL
4P-7428;1;;;Clip;357-0524;Wiring GP-Electronic Control;CCR TU&EL
385-2664;1;;;Harness AS-Engine;357-0524;Wiring GP-Electronic Control;CCR TU&EL
132-5789;3;;;Clip;357-0524;Wiring GP-Electronic Control;CCR TU&EL
156-6175;2;;;Clip;357-0524;Wiring GP-Electronic Control;CCR TU&EL
4P-7581;1;;;Clip;357-0524;Wiring GP-Electronic Control;CCR TU&EL
4P-8134;1;;;Clip;357-0524;Wiring GP-Electronic Control;CCR TU&EL
8M-2770;1;;;Clip;357-0524;Wiring GP-Electronic Control;CCR TU&EL
206-1345;4;;;Strap-Cable;357-0524;Wiring GP-Electronic Control;CCR TU&EL
352-3970;1;;;Clip;357-0524;Wiring GP-Electronic Control;CCR TU&EL
