Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
2N-2766;8;;1052;LOCKNUT (3/8-16-THD);347-4294;;CCR TU&EL
284-0753;2;;1052;WASHER (11X25X2.5-MM THK);347-4294;;CCR TU&EL
301-4108;1;;1718;ADAPTER GP-SENSOR;347-7065;;CCR TU&EL
125-5835;1;;1718;PLUG-FELT;347-7065;;CCR TU&EL
214-7568;1;;1718;SEAL-O-RING;347-7065;;CCR TU&EL
228-7101;2;;1718;SEAL-O-RING;347-7065;;CCR TU&EL
8L-2786;2;;1718;SEAL-O-RING;347-7065;;CCR TU&EL
331-1134;1;;1718;SENSOR GP-PRESSURE (ATMOSPHERIC);347-7065;;CCR TU&EL
276-9067;1;;1718;SENSOR GP-PRESSURE (ENGINE OIL);347-7065;;CCR TU&EL
332-0296;2;;1718;SENSOR GP-PRESSURE (LH);347-7065;;CCR TU&EL
300-9805;1;;1718;SENSOR GP-SPEED (PRIMARY;347-7065;;CCR TU&EL
300-9806;1;;1718;SENSOR GP-SPEED (SECONDARY;347-7065;;CCR TU&EL
234-5013;2;;1718;SENSOR GP-TEMPERATURE (INTAKE MANIFOLD;347-7065;;CCR TU&EL
234-5012;1;;1718;SENSOR GP-TEMPERATURE (WATER;347-7065;;CCR TU&EL
3S-2093;1;;1718;STRAP-CABLE;347-7065;;CCR TU&EL
9M-1974;2;;1718;WASHER-HARD (8.8X16X2-MM THK);347-7065;;CCR TU&EL
232-1693;1;;1901;BOLT-FLANGE HEAD (M6X1X35-MM);348-4046;;CCR TU&EL
8T-9655;8;;1901;MOUNT-ISOLATION;348-4046;;CCR TU&EL
8T-4224;7;;1901;WASHER-HARD (8.8X16X2-MM THK);348-4046;;CCR TU&EL
7X-0579;3;;1901;WASHER-HARD (8.8X25.5X2-MM THK);348-4046;;CCR TU&EL
132-5789;8;;1408;CLIP (LADDER);359-4952;;CCR TU&EL
4P-7429;1;;1408;CLIP (LADDER);359-4952;;CCR TU&EL
4P-7581;2;;1408;CLIP (LADDER);359-4952;;CCR TU&EL
352-3964;1;;1408;CLIP (LADDER);359-4952;;CCR TU&EL
352-3968;1;;1408;CLIP (LADDER);359-4952;;CCR TU&EL
352-3969;2;;1408;CLIP (LADDER);359-4952;;CCR TU&EL
352-3970;1;;1408;CLIP (LADDER);359-4952;;CCR TU&EL
4P-8134;1;;1408;CLIP (LADDER);359-4952;;CCR TU&EL
419-6282;1;;1408;HARNESS AS-ENGINE;359-4952;;CCR TU&EL
206-1345;1;;1408;STRAP-CABLE;359-4952;;CCR TU&EL
7K-1181;23;;1408;STRAP-CABLE;359-4952;;CCR TU&EL
5M-2894;21;;1408;WASHER-HARD (10.2X18.5X2.5-MM THK);359-4952;;CCR TU&EL
5P-8245;2;;1408;WASHER-HARD (13.5X25.5X3-MM THK);359-4952;;CCR TU&EL
9M-1974;3;;1408;WASHER-HARD (8.8X16X2-MM THK);359-4952;;CCR TU&EL
7X-0579;1;;1408;WASHER-HARD (8.8X25.5X2-MM THK);359-4952;;CCR TU&EL
178-1781;1;;7400;CLIP;359-7757;;CCR TU&EL
132-5789;2;;7400;CLIP (LADDER);359-7757;;CCR TU&EL
4P-7429;2;;7400;CLIP (LADDER);359-7757;;CCR TU&EL
277-1873;1;;7400;CLIP (LADDER);359-7757;;CCR TU&EL
4P-7428;1;;7400;CLIP (LADDER);359-7757;;CCR TU&EL
4N-3841;1;;7400;GASKET;359-7757;;CCR TU&EL
102-8803;1;;7400;KIT-RECEPTACLE (3-PIN);359-7757;;CCR TU&EL
130-0793;2;;7400;PLUG AS;359-7757;;CCR TU&EL
8T-8737;5;;7400;PLUG-SEAL;359-7757;;CCR TU&EL
6V-4589;1;;7400;SEAL-O-RING;359-7757;;CCR TU&EL
285-5105;1;;7400;SENSOR GP-LIQUID LEVEL (ENGINE OIL);359-7757;;CCR TU&EL
343-6890;2;;7400;SENSOR GP-TEMPERATURE (EXHAUST;359-7757;;CCR TU&EL
7K-1181;9;;7400;STRAP-CABLE;359-7757;;CCR TU&EL
171-8708;1;;7400;SWITCH GP-FLOW (ENGINE COOLANT);359-7757;;CCR TU&EL
5M-2894;1;;7400;WASHER-HARD (10.2X18.5X2.5-MM THK);359-7757;;CCR TU&EL
9M-1974;2;;7400;WASHER-HARD (8.8X16X2-MM THK);359-7757;;CCR TU&EL
