Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
0;;9SD - 3847799;;;;;
;;;;;;;
Part No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note
5P-8245;1;;1408;WASHER-HARD (13.5X25.5X3-MM THK);417-5560;;CCR
6D-4246;2;;1408;CLIP (LOOP);417-5560;;CCR
6V-5839;13;;1408;WASHER (11X21X2.5-MM THK);417-5560;;CCR
6V-7383;1;;1408;CLIP;417-5560;;CCR
7C-4354;1;;1408;CLIP;417-5560;;CCR
9M-1974;1;;1408;WASHER-HARD (8.8X16X2-MM THK);417-5560;;CCR
9X-8267;1;;1408;WASHER (6.6X12X2-MM THK);417-5560;;CCR
5P-4116;2;;1408;WASHER-HARD (8.8X20.5X2-MM THK);417-5560;;CCR
2Y-5829;2;;1408;NUT (M10X1.5-THD);417-5560;;CCR
5P-7970;1;;1408;NUT (M8X1.25-THD);417-5560;;CCR
7E-6508;6;;1408;CAP AS;230-0961;;CCR
418-7614;1;;1408;HARNESS AS-WIRING (UNIT INJECTOR);230-0961;;CCR
9X-8267;2;;1408;WASHER (6.6X12X2-MM THK);230-0961;;CCR
237-9960;5;;1408;CLIP (LADDER);230-0961;;CCR
3S-2093;5;;1408;STRAP-CABLE;230-0961;;CCR
5P-0537;5;;1408;WASHER-HARD (7.2X14.5X2-MM THK);230-0961;;CCR
190-8970;1;;1258;PUMP GP-FUEL PRIMING;190-8970;;CCR
423-8524;1;;1263;FILTER GP-WATER SEP &amp;;;
3J-1907;1;;1263;SEAL-O-RING;439-5116;;CCR
281-2711;1;;1263;WASHER;327-6347;;CCR
3J-1907;1;;1263;SEAL-O-RING;327-6347;;CCR
371-8017;1;;1059;SHIELD AS-HEAT;372-2558;;CCR
371-8018;1;;1059;SHIELD AS-HEAT;372-2558;;CCR
